,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,NonComm_Pos,NonComm_Diff,NonComm_Signal1,Comm_Pos,Comm_Diff,Comm_Signal1,Trade_Date,CALL_EURUSD,PUT_EURUSD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
165,165,EURO FX - CHICAGO MERCANTILE EXCHANGE,2009-03-03,03.03.2009,0233A5,IFED,1,23,84235,2525,10455,3483,75384,57696,81392,71634,2843,12601,84235,2525,10455,3483,75384,57696,81392,71634,2843,12601,0,0,0,0,0,0,0,0,0,0,-5076.0,884.0,-786.0,-558.0,-5764.0,-4728.0,-5438.0,-6072.0,362.0,996.0,100,3.0,12.4,4.1,89.5,68.5,96.6,85.0,3.4,15.0,100,3.0,12.4,4.1,89.5,68.5,96.6,85.0,3.4,15.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,3,3,4,18,18,22,24,30,3,3,4,18,18,22,24,0,0,0,0,0,0,0,0,62.0,42.5,80.5,62.3,45.0,32.2,59.5,45.8,62.0,42.5,80.5,62.3,45.0,32.2,59.5,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500 mmbtu,-7930,-0.61093990755,LONG,17688,0.132912533814,SHORT,2009-03-09,2215.37,-11861.89,0.142160976182,-11861.89,-104181.3,-0.0702060057634,0.123581275699,0.123581275699,-11861.89,-17538.89,0.169687595007,0.331581220818,-11861.89,-82242.88
166,166,EURO FX - CHICAGO MERCANTILE EXCHANGE,2009-03-10,10.03.2009,0233AG,IFED,1,23,87673,16814,1452,0,67961,80442,84775,81894,2898,5779,87673,16814,1452,0,67961,80442,84775,81894,2898,5779,0,0,0,0,0,0,0,0,0,0,-40964.0,-10268.0,1452.0,-1452.0,-27023.0,-36442.0,-38743.0,-36442.0,-2221.0,-4522.0,100,19.2,1.7,0.0,77.5,91.8,96.7,93.4,3.3,6.6,100,19.2,1.7,0.0,77.5,91.8,96.7,93.4,3.3,6.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1,1,0,12,15,13,16,21,1,1,0,12,15,13,16,0,0,0,0,0,0,0,0,77.1,62.1,92.4,85.6,69.0,51.7,73.2,67.5,77.1,62.1,92.4,85.6,69.0,51.7,73.2,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500 mmbtu,15362,0.841016095478,SHORT,-12481,-0.0841020734082,LONG,2009-03-16,2438.05,-17086.29,-0.217014607222,2438.05,-101743.25,0.10524043696,-0.0929530123629,-0.0929530123629,0.0,-17538.89,0.237039183022,0.390245226467,2438.05,-79804.83
167,167,EURO FX - CHICAGO MERCANTILE EXCHANGE,2009-03-17,17.03.2009,0233AH,IFED,1,23,102292,20270,13538,6976,73852,80863,101098,101377,1194,915,102292,20270,13538,6976,73852,80863,101098,101377,1194,915,0,0,0,0,0,0,0,0,0,0,15724.0,1382.0,3665.0,-515.0,14584.0,12428.0,15451.0,15578.0,273.0,146.0,100,19.8,13.2,6.8,72.2,79.1,98.8,99.1,1.2,0.9,100,19.8,13.2,6.8,72.2,79.1,98.8,99.1,1.2,0.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,12,6,5,32,36,48,43,74,12,6,5,32,36,48,43,0,0,0,0,0,0,0,0,37.6,47.5,56.9,62.6,35.1,42.0,53.8,54.7,37.6,47.5,56.9,62.6,35.1,42.0,53.8,54.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500 mmbtu,6732,0.199124467582,SHORT,-7011,-0.0453155802605,LONG,2009-03-23,-12556.12,2726.2,0.0387864931477,-12556.12,-114299.37,-0.0197106877222,-0.044422379009,-0.044422379009,0.0,-17538.89,0.162465166394,0.412579272417,-12556.12,-92360.95
168,168,EURO FX - CHICAGO MERCANTILE EXCHANGE,2009-03-24,24.03.2009,0233AM,IFED,1,23,35093,310,0,0,34660,34938,34970,34938,123,155,35093,310,0,0,34660,34938,34970,34938,123,155,0,0,0,0,0,0,0,0,0,0,3696.0,0.0,0.0,0.0,3696.0,3696.0,3696.0,3696.0,0.0,0.0,100,0.9,0.0,0.0,98.8,99.6,99.6,99.6,0.4,0.4,100,0.9,0.0,0.0,98.8,99.6,99.6,99.6,0.4,0.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,1,0,0,14,24,15,24,33,1,0,0,14,24,15,24,0,0,0,0,0,0,0,0,73.9,53.7,93.1,74.3,61.7,31.7,68.0,48.0,73.9,53.7,93.1,74.3,61.7,31.7,68.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500 mmbtu,310,1.0,SHORT,-278,-0.00399436765424,LONG,2009-03-30,3086.44,2910.69,0.0413212126063,3086.44,-111212.93,-0.0209488217515,-0.00391069035824,-0.00391069035824,0.0,-17538.89,0.130784856853,0.394132592089,3086.44,-89274.51
169,169,EURO FX - CHICAGO MERCANTILE EXCHANGE,2009-03-31,31.03.2009,0233AW,IFED,1,23,15221,1458,0,92,10437,14702,11987,14794,3234,427,15221,1458,0,92,10437,14702,11987,14794,3234,427,0,0,0,0,0,0,0,0,0,0,3696.0,0.0,0.0,0.0,3696.0,3696.0,3696.0,3696.0,0.0,0.0,100,9.6,0.0,0.6,68.6,96.6,78.8,97.2,21.2,2.8,100,9.6,0.0,0.6,68.6,96.6,78.8,97.2,21.2,2.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2,0,1,12,10,14,11,20,2,0,1,12,10,14,11,0,0,0,0,0,0,0,0,43.7,72.6,64.2,92.2,43.7,66.4,59.6,84.9,43.7,72.6,64.2,92.2,43.7,66.4,59.6,84.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mmbtu,1458,1.0,SHORT,-4265,-0.1696567087,LONG,2009-04-06,2180.28,2149.1,-0.165662341046,2180.28,-109032.65,0.0801564032927,-0.183255780264,-0.183255780264,2180.28,-15358.61,0.190288063355,0.402423873935,2180.28,-87094.23
170,170,EURO FX - CHICAGO MERCANTILE EXCHANGE,2009-04-07,07.04.2009,0233B1,IFED,1,23,104101,0,4979,997,97665,85674,98662,91650,5439,12451,104101,0,4979,997,97665,85674,98662,91650,5439,12451,0,0,0,0,0,0,0,0,0,0,-5324.0,0.0,148.0,-60.0,-3318.0,-4834.0,-3378.0,-4746.0,-1946.0,-578.0,100,0.0,4.8,1.0,93.8,82.3,94.8,88.0,5.2,12.0,100,0.0,4.8,1.0,93.8,82.3,94.8,88.0,5.2,12.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,2,1,20,18,21,20,28,0,2,1,20,18,21,20,0,0,0,0,0,0,0,0,51.2,44.4,74.4,66.7,42.6,43.3,56.7,52.0,51.2,44.4,74.4,66.7,42.6,43.3,56.7,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500 mmbtu,-4979,-1.0,LONG,11991,0.0654034329848,SHORT,2009-04-13,-14147.78,2042.54,0.235060141685,2042.54,-106990.11,-0.11558444704,0.0578438133487,0.0578438133487,0.0,-15358.61,0.25059453408,0.417738568054,2042.54,-85051.69
171,171,EURO FX - CHICAGO MERCANTILE EXCHANGE,2009-04-14,14.04.2009,0233BB,IFED,1,23,94190,5717,0,318,81260,85025,87295,85343,6895,8847,94190,5717,0,318,81260,85025,87295,85343,6895,8847,0,0,0,0,0,0,0,0,0,0,2916.0,-824.0,0.0,120.0,3834.0,2082.0,3130.0,2202.0,-214.0,714.0,100,6.1,0.0,0.3,86.3,90.3,92.7,90.6,7.3,9.4,100,6.1,0.0,0.3,86.3,90.3,92.7,90.6,7.3,9.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1,0,1,12,15,13,16,21,1,0,1,12,15,13,16,0,0,0,0,0,0,0,0,63.3,58.7,86.5,76.7,61.4,55.5,82.2,72.5,63.3,58.7,86.5,76.7,61.4,55.5,82.2,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500 mmbtu,5717,1.0,SHORT,-3765,-0.0226418498361,LONG,2009-04-20,1971.24,1835.09,-0.0880452828209,1971.24,-105018.87,0.0422428106394,-0.0235983052113,-0.0235983052113,0.0,-15358.61,0.185057078061,0.392501913248,1971.24,-83080.45
172,172,EURO FX - CHICAGO MERCANTILE EXCHANGE,2009-04-21,21.04.2009,0233BH,IFED,1,23,133799,372,19661,1197,126093,109022,127662,129880,6137,3919,133799,372,19661,1197,126093,109022,127662,129880,6137,3919,0,0,0,0,0,0,0,0,0,0,331.0,0.0,-928.0,512.0,-181.0,536.0,331.0,120.0,0.0,211.0,100,0.3,14.7,0.9,94.2,81.5,95.4,97.1,4.6,2.9,100,0.3,14.7,0.9,94.2,81.5,95.4,97.1,4.6,2.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1,2,1,15,17,17,19,24,1,2,1,15,17,17,19,0,0,0,0,0,0,0,0,64.5,72.4,85.0,85.7,52.3,66.9,72.0,74.0,64.5,72.4,85.0,85.7,52.3,66.9,72.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500 mmbtu,-19289,-0.96286127889,LONG,17071,0.0726070220956,SHORT,2009-04-27,1944.99,-603.79,0.0952488719317,-603.79,-105622.66,-0.0472908573191,0.0691733737733,0.0691733737733,0.0,-15358.61,0.1590788915,0.352504883185,-603.79,-83684.24
173,173,EURO FX - CHICAGO MERCANTILE EXCHANGE,2009-04-28,28.04.2009,0233BL,IFED,1,23,312185,5806,6114,6343,290879,293668,303028,306125,9157,6060,312185,5806,6114,6343,290879,293668,303028,306125,9157,6060,0,0,0,0,0,0,0,0,0,0,2062.0,2062.0,595.0,-1304.0,909.0,2712.0,1667.0,2003.0,395.0,59.0,100,1.9,2.0,2.0,93.2,94.1,97.1,98.1,2.9,1.9,100,1.9,2.0,2.0,93.2,94.1,97.1,98.1,2.9,1.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,4,2,4,35,35,40,40,54,4,2,4,35,35,40,40,0,0,0,0,0,0,0,0,49.3,47.6,68.4,68.8,47.0,40.6,60.5,58.4,49.3,47.6,68.4,68.8,47.0,40.6,60.5,58.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500 mmbtu,-308,-0.0258389261745,LONG,-2789,-0.00477121600145,LONG,2009-05-04,2026.46,2044.25,-0.0773782380971,2026.46,-103596.2,0.0370322809218,-0.00494790501275,-0.00494790501275,0.0,-15358.61,0.144466880047,0.36634977283,2026.46,-81657.78
174,174,EURO FX - CHICAGO MERCANTILE EXCHANGE,2009-05-05,05.05.2009,0233BW,IFED,1,23,44048,9694,0,0,32242,42674,41936,42674,2112,1374,44048,9694,0,0,32242,42674,41936,42674,2112,1374,0,0,0,0,0,0,0,0,0,0,4780.0,150.0,0.0,0.0,4574.0,4510.0,4724.0,4510.0,56.0,270.0,100,22.0,0.0,0.0,73.2,96.9,95.2,96.9,4.8,3.1,100,22.0,0.0,0.0,73.2,96.9,95.2,96.9,4.8,3.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,4,0,0,17,16,21,16,28,4,0,0,17,16,21,16,0,0,0,0,0,0,0,0,49.9,59.5,71.4,80.9,42.5,51.3,58.9,67.4,49.9,59.5,71.4,80.9,42.5,51.3,58.9,67.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500 mmbtu,9694,1.0,SHORT,-10432,-0.139249292541,LONG,2009-05-11,2026.17,2022.58,-0.13447807654,2026.17,-101570.03,0.0649238303413,-0.148289889985,-0.148289889985,2026.17,-13332.44,0.17209555542,0.211872244163,2026.17,-79631.61
175,175,EURO FX - CHICAGO MERCANTILE EXCHANGE,2009-05-12,12.05.2009,0233CH,IFED,1,23,246972,0,21157,1916,233239,218402,235155,241475,11817,5497,246972,0,21157,1916,233239,218402,235155,241475,11817,5497,0,0,0,0,0,0,0,0,0,0,-14892.0,0.0,-1700.0,278.0,-15640.0,-13714.0,-15362.0,-15136.0,470.0,244.0,100,0.0,8.6,0.8,94.4,88.4,95.2,97.8,4.8,2.2,100,0.0,8.6,0.8,94.4,88.4,95.2,97.8,4.8,2.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0,5,4,35,32,39,37,48,0,5,4,35,32,39,37,0,0,0,0,0,0,0,0,44.3,53.2,67.1,70.0,42.8,50.9,62.9,67.0,44.3,53.2,67.1,70.0,42.8,50.9,62.9,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500 mm btu,-21157,-1.0,LONG,14837,0.0328513133219,SHORT,2009-05-18,1639.4,-15189.67,0.172100605863,-15189.67,-116759.7,-0.0848306121308,0.0300645163035,0.0300645163035,0.0,-13332.44,0.20041243181,0.275958099185,-15189.67,-94821.28
176,176,EURO FX - CHICAGO MERCANTILE EXCHANGE,2009-05-19,19.05.2009,0233CU,IFED,1,23,86405,8676,0,0,70043,81041,78719,81041,7686,5364,86405,8676,0,0,70043,81041,78719,81041,7686,5364,0,0,0,0,0,0,0,0,0,0,-4211.0,-155.0,0.0,-62.0,-3923.0,-4975.0,-4140.0,-5037.0,-71.0,826.0,100,10.0,0.0,0.0,81.1,93.8,91.1,93.8,8.9,6.2,100,10.0,0.0,0.0,81.1,93.8,91.1,93.8,8.9,6.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1,0,0,16,13,17,13,25,1,0,0,16,13,17,13,0,0,0,0,0,0,0,0,52.4,61.4,70.7,82.7,43.9,47.7,60.0,69.0,52.4,61.4,70.7,82.7,43.9,47.7,60.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mmbtu,8676,1.0,SHORT,-10998,-0.0727939424426,LONG,2009-05-25,2189.61,2262.83,-0.105645255765,2189.61,-114570.09,0.0508398667525,-0.0764947767768,-0.0764947767768,0.0,-13332.44,0.17303744906,0.270248727313,2189.61,-92631.67
177,177,EURO FX - CHICAGO MERCANTILE EXCHANGE,2009-05-26,26.05.2009,0233CW,IFED,1,23,82383,0,0,0,78686,80582,78686,80582,3697,1801,82383,0,0,0,78686,80582,78686,80582,3697,1801,0,0,0,0,0,0,0,0,0,0,-5606.0,0.0,0.0,0.0,-1720.0,-3454.0,-1720.0,-3454.0,-3886.0,-2152.0,100,0.0,0.0,0.0,95.5,97.8,95.5,97.8,4.5,2.2,100,0.0,0.0,0.0,95.5,97.8,95.5,97.8,4.5,2.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,0,0,19,22,19,22,29,0,0,0,19,22,19,22,0,0,0,0,0,0,0,0,57.9,47.7,74.5,73.0,51.1,39.4,64.8,60.9,57.9,47.7,74.5,73.0,51.1,39.4,64.8,60.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500 mm btu,0,1.0,LONG,-1896,-0.0119044629178,LONG,2009-06-01,-1897.68,2319.44,0.0608894795248,-1897.68,-116467.77,-0.0305073301238,-0.0115412895376,-0.0115412895376,0.0,-13332.44,0.140550350012,0.290923889055,-1897.68,-94529.35
178,178,EURO FX - CHICAGO MERCANTILE EXCHANGE,2009-06-02,02.06.2009,0233D4,IFED,1,23,11174,589,1333,0,10523,8259,11112,9592,62,1582,11174,589,1333,0,10523,8259,11112,9592,62,1582,0,0,0,0,0,0,0,0,0,0,-6107.0,0.0,-217.0,0.0,-5921.0,-5456.0,-5921.0,-5673.0,-186.0,-434.0,100,5.3,11.9,0.0,94.2,73.9,99.4,85.8,0.6,14.2,100,5.3,11.9,0.0,94.2,73.9,99.4,85.8,0.6,14.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,3,0,7,12,8,15,20,1,3,0,7,12,8,15,0,0,0,0,0,0,0,0,80.6,44.9,99.4,69.2,67.3,39.9,80.4,57.6,80.6,44.9,99.4,69.2,67.3,39.9,80.4,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500 mm btu,-744,-0.387096774194,LONG,2264,0.120540943457,SHORT,2009-06-08,2277.07,2088.58,0.132445406375,2088.58,-114379.19,-0.0654602428542,0.112650304024,0.112650304024,2088.58,-11243.86,0.165571704583,0.29023111983,2088.58,-92440.77
179,179,EURO FX - CHICAGO MERCANTILE EXCHANGE,2009-06-09,09.06.2009,023651,NYME,1,23,1137704,239042,365199,410596,413719,318533,1063357,1094328,74347,43376,1137704,239042,365199,410596,413719,318533,1063357,1094328,74347,43376,0,0,0,0,0,0,0,0,0,0,-14608.0,-675.0,8873.0,-28173.0,11762.0,2591.0,-17086.0,-16709.0,2478.0,2101.0,100,21.0,32.1,36.1,36.4,28.0,93.5,96.2,6.5,3.8,100,21.0,32.1,36.1,36.4,28.0,93.5,96.2,6.5,3.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,100,101,130,78,66,265,225,298,100,101,130,78,66,265,225,0,0,0,0,0,0,0,0,17.1,26.0,29.7,39.2,11.0,17.4,19.0,24.5,17.1,26.0,29.7,39.2,11.0,17.4,19.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",-126157,-0.208785898342,LONG,95186,0.129990768205,SHORT,2009-06-15,1928.79,1840.21,0.009449824748,1840.21,-112538.98,-0.0053806097606,0.129291338609,0.129291338609,1840.21,-9403.65,0.127585211487,0.311735084642,1840.21,-90600.56
180,180,EURO FX - CHICAGO MERCANTILE EXCHANGE,2009-06-16,16.06.2009,023651,NYME,1,23,825786,98166,259454,295476,352858,234000,746500,788930,79286,36856,825786,98166,259454,295476,352858,234000,746500,788930,79286,36856,0,0,0,0,0,0,0,0,0,0,-6777.0,-14125.0,-3112.0,-154.0,5070.0,-1750.0,-9209.0,-5016.0,2432.0,-1761.0,100,11.9,31.4,35.8,42.7,28.3,90.4,95.5,9.6,4.5,100,11.9,31.4,35.8,42.7,28.3,90.4,95.5,9.6,4.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266,85,85,119,83,70,243,210,266,85,85,119,83,70,243,210,0,0,0,0,0,0,0,0,18.6,32.3,30.4,43.0,13.0,21.9,18.7,27.8,18.6,32.3,30.4,43.0,13.0,21.9,18.7,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",-161288,-0.451003858845,LONG,118858,0.202532810322,SHORT,2009-06-22,1906.46,1853.8,0.072542042117,1853.8,-110685.18,-0.0361992556051,0.195201273353,0.195201273353,1853.8,-7549.85,0.128951732138,0.301718837589,1853.8,-88746.76
181,181,EURO FX - CHICAGO MERCANTILE EXCHANGE,2009-06-23,23.06.2009,023651,NYME,1,23,854409,92848,207816,272473,430441,340458,795762,820747,58647,33662,854409,92848,207816,272473,430441,340458,795762,820747,58647,33662,0,0,0,0,0,0,0,0,0,0,-3083.0,-2854.0,13748.0,-6577.0,10635.0,-6056.0,1204.0,1115.0,-4287.0,-4198.0,100,10.9,24.3,31.9,50.4,39.8,93.1,96.1,6.9,3.9,100,10.9,24.3,31.9,50.4,39.8,93.1,96.1,6.9,3.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212,51,66,78,85,70,181,176,212,51,66,78,85,70,181,176,0,0,0,0,0,0,0,0,32.0,35.9,47.4,49.3,16.1,18.6,20.9,23.0,32.0,35.9,47.4,49.3,16.1,18.6,20.9,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(10,000 MMBTU'S)",-114968,-0.382380331533,LONG,89983,0.116724759015,SHORT,2009-06-29,1778.46,1799.04,-0.085808051307,1799.04,-108886.14,0.0411499905013,0.12152798174,0.12152798174,1799.04,-5750.81,0.138870967738,0.302405578229,1799.04,-86947.72
182,182,EURO FX - CHICAGO MERCANTILE EXCHANGE,2009-06-30,30.06.2009,02365A,NYME,1,23,93290,2379,0,2980,80046,81434,85405,84414,7885,8876,93290,2379,0,2980,80046,81434,85405,84414,7885,8876,0,0,0,0,0,0,0,0,0,0,-969.0,-1353.0,0.0,-257.0,641.0,-1140.0,-969.0,-1397.0,0.0,428.0,100,2.6,0.0,3.2,85.8,87.3,91.5,90.5,8.5,9.5,100,2.6,0.0,3.2,85.8,87.3,91.5,90.5,8.5,9.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,3,0,3,22,26,25,29,29,3,0,3,22,26,25,29,0,0,0,0,0,0,0,0,49.8,39.8,70.3,58.2,45.6,32.5,58.4,48.1,49.8,39.8,70.3,58.2,45.6,32.5,58.4,48.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)",2379,1.0,SHORT,-1388,-0.00859549170176,LONG,2009-07-06,1447.44,1428.8,-0.125320250717,1447.44,-107438.7,0.0604505085513,-0.00911509354638,-0.00911509354638,0.0,-5750.81,0.164707787249,0.294462512066,1447.44,-85500.28
183,183,EURO FX - CHICAGO MERCANTILE EXCHANGE,2009-07-07,07.07.2009,02365B,NYME,1,23,31920,835,170,2584,25875,21254,29294,24008,2626,7912,31920,835,170,2584,25875,21254,29294,24008,2626,7912,0,0,0,0,0,0,0,0,0,0,-3838.0,591.0,128.0,-813.0,-4160.0,-3465.0,-4382.0,-4150.0,544.0,312.0,100,2.6,0.5,8.1,81.1,66.6,91.8,75.2,8.2,24.8,100,2.6,0.5,8.1,81.1,66.6,91.8,75.2,8.2,24.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,1,2,13,15,15,17,20,1,1,2,13,15,15,17,0,0,0,0,0,0,0,0,50.1,37.9,73.4,62.2,30.3,27.9,41.1,31.2,50.1,37.9,73.4,62.2,30.3,27.9,41.1,31.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 2,500  MMBTU'S)",665,0.661691542289,SHORT,4621,0.0980500328885,SHORT,2009-07-13,1527.87,-1992.93,0.10664552459,-1992.93,-109431.63,-0.0528577785138,0.0928673259668,0.0928673259668,0.0,-5750.81,0.157683092393,0.204588087274,-1992.93,-87493.21
