,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,NonComm_Pos,NonComm_Diff,NonComm_Signal1,Comm_Pos,Comm_Diff,Comm_Signal1,Trade_Date,CALL_USDJPY,PUT_USDJPY,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
121,121,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-04-29,29.04.2008,02165T,NYME,1,21,11581,0,0,0,11512,11551,11512,11551,69,30,11581,0,0,0,11512,11551,11512,11551,69,30,0,0,0,0,0,0,0,0,0,0,1120.0,0.0,0.0,0.0,1120.0,1122.0,1120.0,1122.0,0.0,-2.0,100,0.0,0.0,0.0,99.4,99.7,99.4,99.7,0.6,0.3,100,0.0,0.0,0.0,99.4,99.7,99.4,99.7,0.6,0.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,0,0,22,17,22,17,28,0,0,0,22,17,22,17,0,0,0,0,0,0,0,0,57.2,59.5,78.3,86.3,55.1,53.5,69.8,70.5,57.2,59.5,78.3,86.3,55.1,53.5,69.8,70.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 GALLONS)",0,1.0,LONG,-39,-0.00169102024888,LONG,2008-05-05,1274.94,1513.71,0.0,1513.71,-61396.53,0.000473846188228,1.00047384619,1.00000947692,1513.71,-78088.7,0.880380125134,1.071383081,1513.71,-7459.29
122,122,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-05-06,06.05.2008,02165T,NYME,1,21,21033,0,0,0,20918,20918,20918,20918,115,115,21033,0,0,0,20918,20918,20918,20918,115,115,0,0,0,0,0,0,0,0,0,0,550.0,0.0,0.0,0.0,550.0,550.0,550.0,550.0,0.0,0.0,100,0.0,0.0,0.0,99.5,99.5,99.5,99.5,0.5,0.5,100,0.0,0.0,0.0,99.5,99.5,99.5,99.5,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,0,0,21,22,21,22,28,0,0,0,21,22,21,22,0,0,0,0,0,0,0,0,74.5,57.4,85.9,77.2,66.7,45.8,74.1,64.5,74.5,57.4,85.9,77.2,66.7,45.8,74.1,64.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 GALLONS)",0,1.0,LONG,0,0.0,LONG,2008-05-12,1724.03,2106.83,0.0,2106.83,-59289.7,0.000473846188228,1.00047384619,1.00000947692,2106.83,-75981.87,0.795887869793,1.11439396288,2106.83,-5352.46
123,123,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-05-13,13.05.2008,021A17,NYME,1,21,9320,230,648,125,8626,8185,8981,8958,339,362,9320,230,648,125,8626,8185,8981,8958,339,362,0,0,0,0,0,0,0,0,0,0,503.0,55.0,211.0,-26.0,446.0,329.0,475.0,514.0,28.0,-11.0,100,2.5,7.0,1.3,92.6,87.8,96.4,96.1,3.6,3.9,100,2.5,7.0,1.3,92.6,87.8,96.4,96.1,3.6,3.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,1,6,2,29,28,32,34,45,1,6,2,29,28,32,34,0,0,0,0,0,0,0,0,44.8,56.9,64.4,71.0,44.0,55.7,58.1,65.1,44.8,56.9,64.4,71.0,44.0,55.7,58.1,65.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 METRIC TONS),-418,-0.476082004556,LONG,441,0.0262328237464,SHORT,2008-05-19,1479.61,1789.68,-1.47608200456,1479.61,-57810.09,0.687612367569,-0.803441878866,0.963931162423,1789.68,-74192.19,0.985861137981,1.23517895742,1479.61,-3872.85
124,124,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-05-20,20.05.2008,021A17,NYME,1,21,8464,0,176,0,8074,7875,8074,8051,390,413,8464,0,176,0,8074,7875,8074,8051,390,413,0,0,0,0,0,0,0,0,0,0,-1215.0,0.0,-89.0,0.0,-1191.0,-1052.0,-1191.0,-1141.0,-24.0,-74.0,100,0.0,2.1,0.0,95.4,93.0,95.4,95.1,4.6,4.9,100,0.0,2.1,0.0,95.4,93.0,95.4,95.1,4.6,4.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,1,0,14,14,14,15,20,0,1,0,14,14,14,15,0,0,0,0,0,0,0,0,69.3,63.6,86.7,81.9,56.9,49.7,69.2,62.7,69.3,63.6,86.7,81.9,56.9,49.7,69.2,62.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 METRIC TONS),-176,-1.0,LONG,199,0.0124772713023,SHORT,2008-05-26,1630.89,1987.3,-0.523917995444,1630.89,-56179.2,0.24436560532,-1.24436560532,-0.491447676571,1630.89,-72561.3,0.915510590881,1.12015972537,1630.89,-2241.96
125,125,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-05-27,27.05.2008,021A28,NYME,1,21,23645,308,2759,90,22876,20796,23274,23645,371,0,23645,308,2759,90,22876,20796,23274,23645,371,0,0,0,0,0,0,0,0,0,0,0,274.0,0.0,65.0,0.0,274.0,209.0,274.0,274.0,0.0,0.0,100,1.3,11.7,0.4,96.7,88.0,98.4,100.0,1.6,0.0,100,1.3,11.7,0.4,96.7,88.0,98.4,100.0,1.6,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,1,2,1,31,24,33,26,39,1,2,1,31,24,33,26,0,0,0,0,0,0,0,0,45.5,77.3,63.2,92.3,35.1,63.9,48.6,68.0,45.5,77.3,63.2,92.3,35.1,63.9,48.6,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 BARRELS)",-2451,-0.799152266058,LONG,2080,0.047627770654,SHORT,2008-06-02,-1228.63,1909.05,0.200847733942,-1228.63,-57407.83,-0.093023814848,-0.724812073625,-0.994496241472,-1228.63,-73789.93,0.829065015368,1.08573313788,-1228.63,-3470.59
126,126,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-06-03,03.06.2008,021A28,NYME,1,21,18037,0,1055,463,17474,16519,17937,18037,100,0,18037,0,1055,463,17474,16519,17937,18037,100,0,0,0,0,0,0,0,0,0,0,0,-1875.0,0.0,-551.0,40.0,-1895.0,-1364.0,-1855.0,-1875.0,-20.0,0.0,100,0.0,5.8,2.6,96.9,91.6,99.4,100.0,0.6,0.0,100,0.0,5.8,2.6,96.9,91.6,99.4,100.0,0.6,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,1,1,26,24,27,25,33,0,1,1,26,24,27,25,0,0,0,0,0,0,0,0,38.3,51.4,63.9,76.7,36.6,42.3,52.6,58.0,38.3,51.4,63.9,76.7,36.6,42.3,52.6,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 BARRELS)",-1055,-1.0,LONG,955,0.0280940193569,SHORT,2008-06-09,-2175.17,1986.94,-0.200847733942,-2175.17,-59583.0,0.0939715072244,-1.09397150722,-0.805048650881,-2175.17,-75965.1,0.759791074104,1.04289710706,-2175.17,-5645.76
127,127,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-06-10,10.06.2008,021A35,NYME,1,21,5733,162,1206,103,4803,4092,5068,5401,665,332,5733,162,1206,103,4803,4092,5068,5401,665,332,0,0,0,0,0,0,0,0,0,0,-2.0,0.0,22.0,3.0,0.0,-10.0,3.0,15.0,-5.0,-17.0,100,2.8,21.0,1.8,83.8,71.4,88.4,94.2,11.6,5.8,100,2.8,21.0,1.8,83.8,71.4,88.4,94.2,11.6,5.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,2,4,3,21,21,25,26,35,2,4,3,21,21,25,26,0,0,0,0,0,0,0,0,47.0,59.3,62.9,77.6,46.0,51.8,58.2,70.2,47.0,59.3,62.9,77.6,46.0,51.8,58.2,70.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 METRIC TONS),-1044,-0.763157894737,LONG,711,0.0799325463744,SHORT,2008-06-16,1462.44,1676.3,0.236842105263,1462.44,-58120.56,-0.109779739662,-0.679378619732,-0.993587572395,1462.44,-74502.66,0.704111152318,0.531093440903,0.0,-5645.76
128,128,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-06-17,17.06.2008,022651,NYME,1,22,305984,55930,66941,44330,163836,171006,264096,282277,41888,23707,305984,55930,66941,44330,163836,171006,264096,282277,41888,23707,0,0,0,0,0,0,0,0,0,0,16676.0,5428.0,4215.0,4254.0,8162.0,9182.0,17844.0,17651.0,-1168.0,-975.0,100,18.3,21.9,14.5,53.5,55.9,86.3,92.3,13.7,7.7,100,18.3,21.9,14.5,53.5,55.9,86.3,92.3,13.7,7.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,37,31,41,66,76,128,126,153,37,31,41,66,76,128,126,0,0,0,0,0,0,0,0,16.3,22.6,26.2,35.8,10.9,16.8,18.7,22.5,16.3,22.6,26.2,35.8,10.9,16.8,18.7,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)",-11011,-0.089614310944,LONG,-7170,-0.0214130843801,LONG,2008-06-23,1317.16,-3440.9,0.673543583793,1317.16,-56803.4,-0.31307088969,-0.0615586788878,-0.74912591042,1317.16,-73185.5,0.715436359606,0.645284764135,0.0,-5645.76
129,129,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-06-24,24.06.2008,022651,NYME,1,22,296818,58114,38299,33707,163526,203149,255347,275155,41471,21663,296818,58114,38299,33707,163526,203149,255347,275155,41471,21663,0,0,0,0,0,0,0,0,0,0,-1679.0,4943.0,4273.0,-1038.0,-2238.0,917.0,1667.0,4152.0,-3346.0,-5831.0,100,19.6,12.9,11.4,55.1,68.4,86.0,92.7,14.0,7.3,100,19.6,12.9,11.4,55.1,68.4,86.0,92.7,14.0,7.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167,40,25,41,82,87,146,132,167,40,25,41,82,87,146,132,0,0,0,0,0,0,0,0,13.7,25.3,24.0,36.5,11.1,17.4,19.6,24.3,13.7,25.3,24.0,36.5,11.1,17.4,19.6,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)",19815,0.205522076898,SHORT,-39623,-0.108060271357,LONG,2008-06-30,-185.62,1998.56,0.295136387842,1998.56,-54804.84,-0.136916610793,0.177382690686,-0.0842743709114,0.0,-73185.5,0.672931123075,0.627076363593,0.0,-5645.76
130,130,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-07-01,01.07.2008,022651,NYME,1,22,317062,46114,17456,39085,196946,229918,282145,286459,34917,30603,317062,46114,17456,39085,196946,229918,282145,286459,34917,30603,0,0,0,0,0,0,0,0,0,0,10459.0,1891.0,-1363.0,-1824.0,9144.0,11185.0,9211.0,7998.0,1248.0,2461.0,100,14.5,5.5,12.3,62.1,72.5,89.0,90.3,11.0,9.7,100,14.5,5.5,12.3,62.1,72.5,89.0,90.3,11.0,9.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151,33,28,48,69,74,129,131,151,33,28,48,69,74,129,131,0,0,0,0,0,0,0,0,22.8,25.6,35.9,37.6,16.1,15.8,25.7,22.7,22.8,25.6,35.9,37.6,16.1,15.8,25.7,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)",28658,0.450810130565,SHORT,-32972,-0.0772424003898,LONG,2008-07-07,1249.24,1642.65,0.245288053667,1642.65,-53162.19,-0.113711456518,0.399547854005,0.20940259244,1642.65,-71542.85,0.635412146154,0.613556234597,0.0,-5645.76
131,131,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-07-08,08.07.2008,022651,NYME,1,22,218340,28685,24930,19367,136061,145673,184113,189970,34227,28370,218340,28685,24930,19367,136061,145673,184113,189970,34227,28370,0,0,0,0,0,0,0,0,0,0,-14869.0,-12854.0,3117.0,-7832.0,4501.0,-16664.0,-16185.0,-21379.0,1316.0,6510.0,100,13.1,11.4,8.9,62.3,66.7,84.3,87.0,15.7,13.0,100,13.1,11.4,8.9,62.3,66.7,84.3,87.0,15.7,13.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,33,25,27,66,72,112,113,138,33,25,27,66,72,112,113,0,0,0,0,0,0,0,0,23.3,16.9,35.0,29.3,16.7,12.0,25.9,18.8,23.3,16.9,35.0,29.3,16.7,12.0,25.9,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)",3755,0.0700363704187,SHORT,-9612,-0.0341172879383,LONG,2008-07-14,1418.78,1865.3,-0.380773760146,1865.3,-51296.89,0.177729796549,0.0824839202842,0.443443606359,1865.3,-69677.55,0.622739323371,0.587703199611,0.0,-5645.76
132,132,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-07-15,15.07.2008,02265J,NYME,1,22,15978,1901,461,564,13463,14853,15928,15878,50,100,15978,1901,461,564,13463,14853,15928,15878,50,100,0,0,0,0,0,0,0,0,0,0,1776.0,0.0,0.0,250.0,1526.0,1476.0,1776.0,1726.0,0.0,50.0,100,11.9,2.9,3.5,84.3,93.0,99.7,99.4,0.3,0.6,100,11.9,2.9,3.5,84.3,93.0,99.7,99.4,0.3,0.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,4,3,6,40,42,49,50,66,4,3,6,40,42,49,50,0,0,0,0,0,0,0,0,31.3,28.4,48.2,46.2,21.6,25.9,33.9,39.3,31.3,28.4,48.2,46.2,21.6,25.9,33.9,39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 1000 BARRELS),1440,0.609652836579,SHORT,-1390,-0.049088854358,LONG,2008-07-21,845.57,1801.2,0.53961646616,1801.2,-49495.69,-0.250725788741,0.456797148269,0.0777715859757,0.0,-69677.55,0.632200129386,0.482311379335,0.0,-5645.76
133,133,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-07-22,22.07.2008,02265J,NYME,1,22,20626,159,200,41,19662,19855,19862,20096,764,530,20626,159,200,41,19662,19855,19862,20096,764,530,0,0,0,0,0,0,0,0,0,0,1459.0,0.0,0.0,0.0,1409.0,1449.0,1409.0,1449.0,50.0,10.0,100,0.8,1.0,0.2,95.3,96.3,96.3,97.4,3.7,2.6,100,0.8,1.0,0.2,95.3,96.3,96.3,97.4,3.7,2.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,1,1,1,42,50,43,52,57,1,1,1,42,50,43,52,0,0,0,0,0,0,0,0,37.5,28.9,56.1,48.3,34.3,20.1,45.0,34.8,37.5,28.9,56.1,48.3,34.3,20.1,45.0,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 1000 BARRELS),-41,-0.114206128134,LONG,-193,-0.00488397398588,LONG,2008-07-28,1245.51,1639.22,-0.723858964713,1245.51,-48250.18,0.337441153673,-0.152743975768,0.594404900332,1639.22,-68038.33,0.680091114956,0.609901064801,0.0,-5645.76
134,134,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-07-29,29.07.2008,02265T,NYME,1,22,7052,486,886,164,6315,5942,6965,6992,87,60,7052,486,886,164,6315,5942,6965,6992,87,60,0,0,0,0,0,0,0,0,0,0,-265.0,-150.0,-300.0,0.0,-195.0,50.0,-345.0,-250.0,80.0,-15.0,100,6.9,12.6,2.3,89.5,84.3,98.8,99.1,1.2,0.9,100,6.9,12.6,2.3,89.5,84.3,98.8,99.1,1.2,0.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,4,4,2,25,19,31,23,42,4,4,2,25,19,31,23,0,0,0,0,0,0,0,0,35.5,44.7,56.4,65.3,31.9,42.5,49.7,56.9,35.5,44.7,56.4,65.3,31.9,42.5,49.7,56.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 BARRELS)",-400,-0.291545189504,LONG,373,0.0304315901118,SHORT,2008-08-04,-3581.61,1526.81,-0.17733906137,-3581.61,-51831.79,0.0830278642148,-0.315751563911,-0.11823703685,-3581.61,-71619.94,0.63854254567,0.647295385216,-3581.61,-9227.37
135,135,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-08-05,05.08.2008,02265T,NYME,1,22,21725,905,1200,100,18380,19265,19385,20565,2340,1160,21725,905,1200,100,18380,19265,19385,20565,2340,1160,0,0,0,0,0,0,0,0,0,0,-1240.0,85.0,1200.0,-100.0,-1175.0,-2340.0,-1190.0,-1240.0,-50.0,0.0,100,4.2,5.5,0.5,84.6,88.7,89.2,94.7,10.8,5.3,100,4.2,5.5,0.5,84.6,88.7,89.2,94.7,10.8,5.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,4,1,1,24,28,28,30,37,4,1,1,24,28,28,30,0,0,0,0,0,0,0,0,45.0,44.4,61.9,63.6,28.8,34.8,37.6,46.9,45.0,44.4,61.9,63.6,28.8,34.8,37.6,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 BARRELS)",-295,-0.140142517815,LONG,-885,-0.0235090981538,LONG,2008-08-11,1201.11,1473.07,0.151402671689,1201.11,-50630.68,-0.0700063897583,-0.130331646091,-0.288320918636,1201.11,-70418.83,0.602691075411,0.710884754322,1201.11,-8026.26
136,136,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-08-12,12.08.2008,02265U,NYME,1,22,15122,6683,150,577,7802,13875,15062,14602,60,520,15122,6683,150,577,7802,13875,15062,14602,60,520,0,0,0,0,0,0,0,0,0,0,-750.0,-1050.0,150.0,0.0,300.0,-900.0,-750.0,-750.0,0.0,0.0,100,44.2,1.0,3.8,51.6,91.8,99.6,96.6,0.4,3.4,100,44.2,1.0,3.8,51.6,91.8,99.6,96.6,0.4,3.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,3,1,2,10,16,13,19,21,3,1,2,10,16,13,19,0,0,0,0,0,0,0,0,76.3,56.1,92.3,76.8,66.9,49.4,71.2,62.4,76.3,56.1,92.3,76.8,66.9,49.4,71.2,62.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 42,000 GALLONS)",6533,0.956095419289,SHORT,-6073,-0.280158693546,LONG,2008-08-18,1218.34,1545.7,1.0962379371,1545.7,-49084.98,-0.509841510857,0.468638286195,-0.127966901735,1218.34,-69200.49,0.748330260513,0.907366704195,1545.7,-6480.56
137,137,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-08-19,19.08.2008,022A05,NYME,1,22,13233,0,0,0,11937,12933,11937,12933,1296,300,13233,0,0,0,11937,12933,11937,12933,1296,300,0,0,0,0,0,0,0,0,0,0,-90.0,0.0,0.0,0.0,-90.0,-150.0,-90.0,-150.0,0.0,60.0,100,0.0,0.0,0.0,90.2,97.7,90.2,97.7,9.8,2.3,100,0.0,0.0,0.0,90.2,97.7,90.2,97.7,9.8,2.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,0,0,23,16,23,16,26,0,0,0,23,16,23,16,0,0,0,0,0,0,0,0,43.7,73.2,64.8,90.4,41.4,61.4,55.6,72.8,43.7,73.2,64.8,90.4,41.4,61.4,55.6,72.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 42,000 GALLONS)",0,0.956095419289,LONG,-996,-0.0400482509047,LONG,2008-08-25,1174.02,1532.1,0.0,1532.1,-47552.88,0.000473846188228,0.956548461459,0.956104480132,1532.1,-67668.39,0.687807955019,0.948929179267,1532.1,-4948.46
138,138,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-08-26,26.08.2008,022A09,NYME,1,868,18517,530,266,3455,14016,14461,18001,18182,516,335,18517,530,266,3455,14016,14461,18001,18182,516,335,0,0,0,0,0,0,0,0,0,0,-90.0,0.0,0.0,0.0,-90.0,-150.0,-90.0,-150.0,0.0,60.0,100,2.9,1.4,18.7,75.7,78.1,97.2,98.2,2.8,1.8,100,2.9,1.4,18.7,75.7,78.1,97.2,98.2,2.8,1.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,1,3,14,15,17,18,20,1,1,3,14,15,17,18,0,0,0,0,0,0,0,0,58.0,57.0,75.7,79.8,15.5,17.1,19.9,21.6,58.0,57.0,75.7,79.8,15.5,17.1,19.9,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 BARRELS)",264,0.331658291457,SHORT,-445,-0.0156266460652,LONG,2008-09-01,1570.32,1989.38,-0.624437127832,1989.38,-45563.5,0.291158783332,0.42822351608,0.945537981225,1989.38,-65679.01,0.699914500593,0.94572617914,1989.38,-2959.08
139,139,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-09-02,02.09.2008,022A13,NYME,1,863,40382,1896,850,0,38200,39470,40096,40320,286,62,40382,1896,850,0,38200,39470,40096,40320,286,62,0,0,0,0,0,0,0,0,0,0,1898.0,0.0,850.0,0.0,1938.0,1048.0,1938.0,1898.0,-40.0,0.0,100,4.7,2.1,0.0,94.6,97.7,99.3,99.8,0.7,0.2,100,4.7,2.1,0.0,94.6,97.7,99.3,99.8,0.7,0.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,6,2,0,44,31,50,33,58,6,2,0,44,31,50,33,0,0,0,0,0,0,0,0,47.2,45.9,62.8,72.1,36.0,41.4,45.6,54.8,47.2,45.9,62.8,72.1,36.0,41.4,45.6,54.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 42,000 GALLONS)",1046,0.380917698471,SHORT,-1270,-0.016351229561,LONG,2008-09-08,1886.8,-3430.78,0.049259407014,-3430.78,-48994.28,-0.0224571535768,0.372363371216,0.332472393052,-3430.78,-69109.79,0.648839551181,0.96813266095,-3430.78,-6389.86
