,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,NonComm_Pos,NonComm_Diff,NonComm_Signal1,Comm_Pos,Comm_Diff,Comm_Signal1
10,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-03-14,14.03.2006,255691,CMX,1,255,3836,100,38,0,3478,3680,3578,3718,258,118,3836,100,38,0,3478,3680,3578,3718,258,118,0,0,0,0,0,0,0,0,0,0,274.0,0.0,0.0,0.0,257.0,282.0,257.0,282.0,17.0,-8.0,100,2.6,1.0,0.0,90.7,95.9,93.3,96.9,6.7,3.1,100,2.6,1.0,0.0,90.7,95.9,93.3,96.9,6.7,3.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,1,0,8,4,9,5,12,1,1,0,8,4,9,5,0,0,0,0,0,0,0,0,81.7,95.9,92.5,96.9,75.1,88.0,83.7,88.0,81.7,95.9,92.5,96.9,75.1,88.0,83.7,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(EUROTOP 100 INDEX X $100),62,0.449275362319,SHORT,-202,-0.0282201732327,LONG
11,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-03-21,21.03.2006,255691,CMX,1,255,1907,173,530,260,1211,955,1644,1745,263,162,1891,173,530,260,1211,955,1644,1745,247,146,16,0,0,0,0,0,0,0,16,16,166.0,-17.0,23.0,0.0,93.0,55.0,76.0,78.0,90.0,88.0,100,9.1,27.8,13.6,63.5,50.1,86.2,91.5,13.8,8.5,100,9.1,28.0,13.7,64.0,50.5,86.9,92.3,13.1,7.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,12,2,4,1,4,2,7,7,12,2,4,1,4,2,7,7,0,0,0,0,0,0,0,0,77.1,83.1,86.2,91.5,55.1,57.1,56.7,62.0,77.8,83.8,86.9,92.3,55.6,57.6,57.2,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(EUROTOP 100 INDEX X $100),-357,-0.507823613087,LONG,256,0.118190212373,SHORT
12,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-03-28,28.03.2006,256741,CME,0,256,35897,6682,2310,0,27947,33229,34629,35539,1268,358,35897,6682,2310,0,27947,33229,34629,35539,1268,358,0,0,0,0,0,0,0,0,0,0,-274.0,309.0,10.0,0.0,-585.0,-135.0,-276.0,-125.0,2.0,-149.0,100,18.6,6.4,0.0,77.9,92.6,96.5,99.0,3.5,1.0,100,18.6,6.4,0.0,77.9,92.6,96.5,99.0,3.5,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,7,2,0,9,3,16,5,21,7,2,0,9,3,16,5,0,0,0,0,0,0,0,0,68.8,99.0,90.0,99.0,68.8,99.0,90.0,99.0,68.8,99.0,90.0,99.0,68.8,99.0,90.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(GSCI X $250),4372,0.486209964413,SHORT,-5282,-0.0863410487773,LONG
13,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-04-04,04.04.2006,256741,CME,0,256,26333,2781,1759,366,21017,23638,24164,25763,2169,570,26333,2781,1759,366,21017,23638,24164,25763,2169,570,0,0,0,0,0,0,0,0,0,0,1598.0,-25.0,-60.0,222.0,-80.0,1235.0,117.0,1397.0,1481.0,201.0,100,10.6,6.7,1.4,79.8,89.8,91.8,97.8,8.2,2.2,100,10.6,6.7,1.4,79.8,89.8,91.8,97.8,8.2,2.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,11,6,2,11,4,24,10,31,11,6,2,11,4,24,10,0,0,0,0,0,0,0,0,67.3,95.5,83.2,97.5,67.3,92.8,83.2,94.8,67.3,95.5,83.2,97.5,67.3,92.8,83.2,94.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(GSCI X $250),1022,0.225110132159,SHORT,-2621,-0.0586944351136,LONG
14,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-04-11,11.04.2006,256741,CME,0,256,18453,6909,35,0,10435,17329,17344,17364,1109,1089,18453,6909,35,0,10435,17329,17344,17364,1109,1089,0,0,0,0,0,0,0,0,0,0,-900.0,-223.0,5.0,-40.0,-10.0,-231.0,-273.0,-266.0,-627.0,-634.0,100,37.4,0.2,0.0,56.5,93.9,94.0,94.1,6.0,5.9,100,37.4,0.2,0.0,56.5,93.9,94.0,94.1,6.0,5.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,9,1,0,4,4,13,5,18,9,1,0,4,4,13,5,0,0,0,0,0,0,0,0,80.6,93.9,91.1,94.1,80.6,93.9,91.1,94.1,80.6,93.9,91.1,94.1,80.6,93.9,91.1,94.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(GSCI X $250),6874,0.989919354839,SHORT,-6894,-0.248307160352,LONG
15,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-04-18,18.04.2006,256741,CME,0,256,3852,1656,189,1225,580,2348,3461,3762,391,90,3852,1656,189,1225,580,2348,3461,3762,391,90,0,0,0,0,0,0,0,0,0,0,156.0,25.0,105.0,75.0,0.0,-7.0,100.0,173.0,56.0,-17.0,100,43.0,4.9,31.8,15.1,61.0,89.8,97.7,10.2,2.3,100,43.0,4.9,31.8,15.1,61.0,89.8,97.7,10.2,2.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,5,3,3,2,2,9,8,14,5,3,3,2,2,9,8,0,0,0,0,0,0,0,0,54.7,88.6,87.3,97.7,47.5,65.0,58.0,65.9,54.7,88.6,87.3,97.7,47.5,65.0,58.0,65.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(GSCI X $250),1467,0.79512195122,SHORT,-1768,-0.603825136612,LONG
16,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-04-25,25.04.2006,256741,CME,0,256,1856,124,5,1665,0,183,1789,1853,67,3,1856,124,5,1665,0,183,1789,1853,67,3,0,0,0,0,0,0,0,0,0,0,131.0,100.0,0.0,0.0,0.0,136.0,100.0,136.0,31.0,-5.0,100,6.7,0.3,89.7,0.0,9.9,96.4,99.8,3.6,0.2,100,6.7,0.3,89.7,0.0,9.9,96.4,99.8,3.6,0.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,3,0,1,4,4,5,2,1,3,0,1,4,4,0,0,0,0,0,0,0,0,96.4,99.8,96.4,99.8,6.7,10.1,6.7,10.1,96.4,99.8,96.4,99.8,6.7,10.1,6.7,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(GSCI X $250),119,0.922480620155,SHORT,-183,-1.0,LONG
17,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-05-02,02.05.2006,271741,CME,0,271,487,30,0,0,200,332,230,332,257,155,471,30,0,0,200,332,230,332,241,139,16,0,0,0,0,0,0,0,16,16,45.0,5.0,0.0,0.0,115.0,63.0,120.0,63.0,-75.0,-18.0,100,6.2,0.0,0.0,41.1,68.2,47.2,68.2,52.8,31.8,100,6.4,0.0,0.0,42.5,70.5,48.8,70.5,51.2,29.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,7,1,0,0,2,4,3,4,7,1,0,0,2,4,3,4,0,0,0,0,0,0,0,0,47.2,68.2,47.2,68.2,47.2,68.2,47.2,68.2,48.8,70.5,48.8,70.5,48.8,70.5,48.8,70.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF MP 2,000,000 FACE VALUE)",30,1.0,SHORT,-132,-0.248120300752,LONG
18,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-05-09,09.05.2006,294661,NYCE,1,96,2847,1594,354,0,714,2258,2308,2612,539,235,2837,1594,354,0,714,2258,2308,2612,529,225,10,0,0,0,0,0,0,0,10,10,119.0,46.0,28.0,0.0,18.0,39.0,64.0,67.0,55.0,52.0,100,56.0,12.4,0.0,25.1,79.3,81.1,91.7,18.9,8.3,100,56.2,12.5,0.0,25.2,79.6,81.4,92.1,18.6,7.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,25,8,2,0,8,8,16,10,25,8,2,0,8,8,16,10,0,0,0,0,0,0,0,0,56.4,65.3,69.4,88.4,56.4,65.3,69.4,87.1,56.6,65.5,69.7,88.7,56.6,65.5,69.7,87.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 POUND STERLING)",1240,0.636550308008,SHORT,-1544,-0.519515477793,LONG
19,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-05-16,16.05.2006,294661,NYCE,1,96,769,0,36,0,706,599,706,635,63,134,769,0,36,0,706,599,706,635,63,134,0,0,0,0,0,0,0,0,0,0,122.0,0.0,36.0,0.0,112.0,0.0,112.0,36.0,10.0,86.0,100,0.0,4.7,0.0,91.8,77.9,91.8,82.6,8.2,17.4,100,0.0,4.7,0.0,91.8,77.9,91.8,82.6,8.2,17.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,1,0,3,2,3,3,6,0,1,0,3,2,3,3,0,0,0,0,0,0,0,0,91.8,82.6,91.8,82.6,91.8,82.6,91.8,82.6,91.8,82.6,91.8,82.6,91.8,82.6,91.8,82.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 POUND STERLING)",-36,-1.0,LONG,107,0.0819923371648,SHORT
