,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,NonComm_Pos,NonComm_Diff,NonComm_Signal1,Comm_Pos,Comm_Diff,Comm_Signal1
0,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-03,03.01.2006,240743,CME,0,240,40092,3760,5441,328,28458,20398,32546,26167,7546,13925,40092,3760,5441,328,28458,20398,32546,26167,7546,13925,0,0,0,0,0,0,0,0,0,0,-3187.0,-2916.0,781.0,306.0,-848.0,1112.0,-3458.0,2199.0,271.0,-5386.0,100,9.4,13.6,0.8,71.0,50.9,81.2,65.3,18.8,34.7,100,9.4,13.6,0.8,71.0,50.9,81.2,65.3,18.8,34.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,11,11,2,20,15,31,28,55,11,11,2,20,15,31,28,0,0,0,0,0,0,0,0,36.2,38.3,52.7,46.9,29.0,34.4,44.2,41.3,36.2,38.3,52.7,46.9,29.0,34.4,44.2,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(NIKKEI INDEX X 500 YEN),-1681,-0.182697532877,LONG,8060,0.164974619289,SHORT
1,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-10,10.01.2006,246602,CBT,0,246,43281,1900,15606,658,40598,26884,43156,43148,125,133,43281,1900,15606,658,40598,26884,43156,43148,125,133,0,0,0,0,0,0,0,0,0,0,33.0,62.0,229.0,0.0,-17.0,-157.0,45.0,72.0,-12.0,-39.0,100,4.4,36.1,1.5,93.8,62.1,99.7,99.7,0.3,0.3,100,4.4,36.1,1.5,93.8,62.1,99.7,99.7,0.3,0.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,7,12,4,14,9,23,23,38,7,12,4,14,9,23,23,0,0,0,0,0,0,0,0,82.2,82.6,93.8,95.2,82.2,82.0,93.5,94.1,82.2,82.6,93.8,95.2,82.2,82.0,93.5,94.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 NOTIONAL PRINCIPAL)",-13706,-0.78293156632,LONG,13714,0.203224563587,SHORT
2,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-17,17.01.2006,246602,CBT,0,246,36501,4073,6876,1111,31221,27304,36405,35291,96,1210,36501,4073,6876,1111,31221,27304,36405,35291,96,1210,0,0,0,0,0,0,0,0,0,0,-2198.0,-2251.0,-103.0,0.0,839.0,-1495.0,-1412.0,-1598.0,-786.0,-600.0,100,11.2,18.8,3.0,85.5,74.8,99.7,96.7,0.3,3.3,100,11.2,18.8,3.0,85.5,74.8,99.7,96.7,0.3,3.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,4,22,4,18,20,25,43,59,4,22,4,18,20,25,43,0,0,0,0,0,0,0,0,47.1,47.9,74.2,65.2,47.1,47.4,74.1,64.7,47.1,47.9,74.2,65.2,47.1,47.4,74.1,64.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 NOTIONAL PRINCIPAL)",-2803,-0.256005114622,LONG,3917,0.0669286629645,SHORT
3,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-24,24.01.2006,246602,CBT,0,246,54410,394,2653,0,53856,50751,54250,53404,160,1006,54410,394,2653,0,53856,50751,54250,53404,160,1006,0,0,0,0,0,0,0,0,0,0,-340.0,-161.0,1019.0,0.0,-203.0,-1398.0,-364.0,-379.0,24.0,39.0,100,0.7,4.9,0.0,99.0,93.3,99.7,98.2,0.3,1.8,100,0.7,4.9,0.0,99.0,93.3,99.7,98.2,0.3,1.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,2,6,0,16,23,18,29,43,2,6,0,16,23,18,29,0,0,0,0,0,0,0,0,85.6,66.3,95.9,81.6,85.6,66.3,95.9,81.1,85.6,66.3,95.9,81.6,85.6,66.3,95.9,81.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 NOTIONAL PRINCIPAL)",-2259,-0.741384968822,LONG,3105,0.029682526026,SHORT
4,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-31,31.01.2006,247601,CBT,0,246,616,50,207,0,554,353,604,560,12,56,616,50,207,0,554,353,604,560,12,56,0,0,0,0,0,0,0,0,0,0,233.0,0.0,142.0,0.0,272.0,94.0,272.0,236.0,-39.0,-3.0,100,8.1,33.6,0.0,89.9,57.3,98.1,90.9,1.9,9.1,100,8.1,33.6,0.0,89.9,57.3,98.1,90.9,1.9,9.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,2,0,3,2,4,4,8,1,2,0,3,2,4,4,0,0,0,0,0,0,0,0,98.1,90.9,98.1,90.9,98.1,90.9,98.1,90.9,98.1,90.9,98.1,90.9,98.1,90.9,98.1,90.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(NOTIONAL VALUE OF $25,000,000)",-157,-0.610894941634,LONG,201,0.221609702315,SHORT
5,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-02-07,07.02.2006,251601,CBT,0,251,240,85,0,0,0,195,85,195,155,45,240,85,0,0,0,195,85,195,155,45,0,0,0,0,0,0,0,0,0,0,-18.0,0.0,0.0,0.0,-26.0,0.0,-26.0,0.0,8.0,-18.0,100,35.4,0.0,0.0,0.0,81.3,35.4,81.3,64.6,18.8,100,35.4,0.0,0.0,0.0,81.3,35.4,81.3,64.6,18.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0,0,0,4,2,4,6,2,0,0,0,4,2,4,0,0,0,0,0,0,0,0,35.4,81.3,35.4,81.3,35.4,81.3,35.4,81.3,35.4,81.3,35.4,81.3,35.4,81.3,35.4,81.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TONS),85,1.0,SHORT,-195,-1.0,LONG
6,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-02-14,14.02.2006,251601,CBT,0,251,1463,287,513,70,431,674,788,1257,675,206,768,171,433,0,277,269,448,702,320,66,695,186,150,0,154,405,340,555,355,140,126.0,43.0,46.0,29.0,-87.0,28.0,-15.0,103.0,141.0,23.0,100,19.6,35.1,4.8,29.5,46.1,53.9,85.9,46.1,14.1,100,22.3,56.4,0.0,36.1,35.0,58.3,91.4,41.7,8.6,100,26.8,21.6,0.0,22.2,58.3,48.9,79.9,51.1,20.1,26,8,2,1,10,8,18,11,17,4,1,0,7,5,11,6,16,5,3,0,4,5,9,8,19.2,67.9,33.2,80.0,17.2,66.6,28.4,75.7,28.8,82.0,47.8,91.4,28.8,82.0,47.8,91.4,30.1,60.7,45.3,79.9,30.1,60.7,44.6,75.5,(CONTRACTS OF 100 TONS),-226,-0.2825,LONG,-243,-0.219909502262,LONG
7,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-02-21,21.02.2006,253601,CBT,0,253,391,25,342,0,245,0,270,342,121,49,373,25,342,0,245,0,270,342,103,31,18,0,0,0,0,0,0,0,18,18,7.0,0.0,-10.0,0.0,-5.0,0.0,-5.0,-10.0,12.0,17.0,100,6.4,87.5,0.0,62.7,0.0,69.1,87.5,30.9,12.5,100,6.7,91.7,0.0,65.7,0.0,72.4,91.7,27.6,8.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,5,1,1,0,3,0,4,1,5,1,1,0,3,0,4,1,0,0,0,0,0,0,0,0,69.1,87.5,69.1,87.5,69.1,87.5,69.1,87.5,72.4,91.7,72.4,91.7,72.4,91.7,72.4,91.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TONS),-317,-0.863760217984,LONG,245,1.0,SHORT
8,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-02-28,28.02.2006,255691,CMX,1,255,1323,0,0,0,1243,1279,1243,1279,80,44,1323,0,0,0,1243,1279,1243,1279,80,44,0,0,0,0,0,0,0,0,0,0,98.0,0.0,0.0,0.0,79.0,91.0,79.0,91.0,19.0,7.0,100,0.0,0.0,0.0,94.0,96.7,94.0,96.7,6.0,3.3,100,0.0,0.0,0.0,94.0,96.7,94.0,96.7,6.0,3.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,6,3,6,3,7,0,0,0,6,3,6,3,0,0,0,0,0,0,0,0,90.2,96.7,94.0,96.7,85.8,88.5,85.8,88.5,90.2,96.7,94.0,96.7,85.8,88.5,85.8,88.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(EUROTOP 100 INDEX X $100),0,-0.863760217984,LONG,-36,-0.0142743854084,LONG
9,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-03-07,07.03.2006,255691,CMX,1,255,2222,216,0,0,1784,2173,2000,2173,222,49,2222,216,0,0,1784,2173,2000,2173,222,49,0,0,0,0,0,0,0,0,0,0,10.0,0.0,0.0,0.0,-11.0,9.0,-11.0,9.0,21.0,1.0,100,9.7,0.0,0.0,80.3,97.8,90.0,97.8,10.0,2.2,100,9.7,0.0,0.0,80.3,97.8,90.0,97.8,10.0,2.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0,0,3,1,5,1,6,2,0,0,3,1,5,1,0,0,0,0,0,0,0,0,88.7,97.8,90.0,97.8,88.7,97.8,90.0,97.8,88.7,97.8,90.0,97.8,88.7,97.8,90.0,97.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(EUROTOP 100 INDEX X $100),216,1.0,SHORT,-389,-0.0983067980794,LONG
