,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,NonComm_Pos,NonComm_Diff,NonComm_Signal1,Comm_Pos,Comm_Diff,Comm_Signal1,Trade_Date,CALL_NZDUSD,PUT_NZDUSD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
84,84,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-09-04,04.09.2007,007601,CBT,0,7,326264,70939,85587,41717,186960,166605,299616,293909,26648,32355,286672,70746,88680,31234,162589,136508,264569,256422,22103,30250,39592,7790,4504,2886,24371,30097,35047,37487,4545,2105,10939.0,2576.0,5780.0,3743.0,5188.0,-802.0,11507.0,8721.0,-568.0,2218.0,100,21.7,26.2,12.8,57.3,51.1,91.8,90.1,8.2,9.9,100,24.7,30.9,10.9,56.7,47.6,92.3,89.4,7.7,10.6,100,19.7,11.4,7.3,61.6,76.0,88.5,94.7,11.5,5.3,264,69,82,83,69,61,192,198,260,69,89,74,65,60,180,193,88,27,13,13,36,26,68,47,17.4,20.8,28.6,31.9,14.0,16.6,23.2,26.7,19.5,20.5,31.5,31.1,18.0,17.5,28.0,27.6,31.4,51.1,48.2,69.4,29.8,50.5,43.1,63.7,"(CONTRACTS OF 60,000 POUNDS)",-14648,-0.0935818969372,LONG,20355,0.0575707437105,SHORT,2007-09-10,-243.17,2147.4,-0.120541658056,2147.4,-57743.62,0.0417623298601,0.0599750320996,0.136764322383,2147.4,-24050.25,0.248130990117,0.408214359608,2147.4,-65234.9
85,85,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-09-11,11.09.2007,007601,CBT,0,7,289899,52122,32910,59916,149376,173521,261414,266347,28485,23552,252741,41308,36999,48592,137912,145906,227812,231497,24929,21244,37158,17777,2874,4361,11464,27615,33602,34850,3556,2308,-37.0,1119.0,-7144.0,1632.0,-1659.0,8239.0,1092.0,2727.0,-1129.0,-2764.0,100,18.0,11.4,20.7,51.5,59.9,90.2,91.9,9.8,8.1,100,16.3,14.6,19.2,54.6,57.7,90.1,91.6,9.9,8.4,100,47.8,7.7,11.7,30.9,74.3,90.4,93.8,9.6,6.2,242,69,63,87,60,61,185,182,238,63,75,81,59,58,178,175,85,32,15,18,25,19,64,47,19.4,26.4,31.8,38.4,16.3,23.9,24.7,34.2,20.2,23.2,34.3,36.1,18.3,22.8,29.0,32.3,34.1,54.2,55.8,69.9,33.5,52.5,52.3,66.0,"(CONTRACTS OF 60,000 POUNDS)",19212,0.225938470223,SHORT,-24145,-0.074776167013,LONG,2007-09-17,-26575.04,1242.74,-0.132346910723,-26575.04,-84318.66,0.0459072505549,-0.0782089352476,0.0100478560752,0.0,-24050.25,0.209775636911,0.405377912329,-26575.04,-91809.94
86,86,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-09-18,18.09.2007,007601,CBT,0,7,297721,57675,25315,51176,151495,206007,260346,282498,37375,15223,236617,59010,32823,23259,121828,167928,204097,224010,32520,12607,61104,16436,10263,10146,29667,38079,56249,58488,4855,2616,-3516.0,-2264.0,4306.0,1843.0,-5032.0,-8465.0,-5453.0,-2316.0,1937.0,-1200.0,100,19.4,8.5,17.2,50.9,69.2,87.4,94.9,12.6,5.1,100,24.9,13.9,9.8,51.5,71.0,86.3,94.7,13.7,5.3,100,26.9,16.8,16.6,48.6,62.3,92.1,95.7,7.9,4.3,206,65,44,61,64,59,173,133,205,68,47,46,58,57,158,124,104,28,22,13,39,28,74,57,18.3,33.1,28.6,46.4,14.7,28.9,22.2,39.3,19.9,38.2,29.5,49.4,19.8,37.5,29.3,47.1,39.4,37.2,53.7,60.1,31.3,30.9,43.2,49.5,"(CONTRACTS OF 60,000 POUNDS)",32360,0.389926497168,SHORT,-54512,-0.152480265845,LONG,2007-09-24,-4219.8,1312.76,-0.077704098832,-4219.8,-88538.46,0.0267217127087,-0.156554799703,-0.103398688454,-4219.8,-28270.05,0.159873107348,0.387331875846,-4219.8,-96029.74
87,87,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-09-25,25.09.2007,020601,CBT,0,20,694851,115141,69027,10449,414740,439659,540330,519135,154521,175716,694851,115141,69027,10449,414740,439659,540330,519135,154521,175716,0,0,0,0,0,0,0,0,0,0,16143.0,4880.0,3725.0,-1985.0,12142.0,7755.0,15037.0,9495.0,1106.0,6648.0,100,16.6,9.9,1.5,59.7,63.3,77.8,74.7,22.2,25.3,100,16.6,9.9,1.5,59.7,63.3,77.8,74.7,22.2,25.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160,28,32,20,64,80,101,123,160,28,32,20,64,80,101,123,0,0,0,0,0,0,0,0,22.5,15.6,34.1,24.0,21.1,12.6,28.6,19.5,22.5,15.6,34.1,24.0,21.1,12.6,28.6,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)",46114,0.250390947396,SHORT,-24919,-0.0291655303904,LONG,2007-10-01,1123.32,1764.8,0.123314735455,1123.32,-87415.14,-0.0438576429192,-0.027886398973,-0.10887241244,1123.32,-27146.73,0.165782596792,0.20962628799,1123.32,-94906.42
88,88,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-10-02,02.10.2007,020601,CBT,0,20,643524,69566,87171,4790,401841,392741,476197,484702,167327,158822,643524,69566,87171,4790,401841,392741,476197,484702,167327,158822,0,0,0,0,0,0,0,0,0,0,45351.0,-4929.0,-5229.0,-1890.0,21413.0,44368.0,14594.0,37249.0,30757.0,8102.0,100,10.8,13.5,0.7,62.4,61.0,74.0,75.3,26.0,24.7,100,10.8,13.5,0.7,62.4,61.0,74.0,75.3,26.0,24.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,27,33,13,75,67,111,104,155,27,33,13,75,67,111,104,0,0,0,0,0,0,0,0,19.9,21.7,28.8,32.8,18.1,19.0,23.8,28.4,19.9,21.7,28.8,32.8,18.1,19.0,23.8,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)",-17605,-0.112321915055,LONG,9100,0.0114525624794,SHORT,2007-10-08,831.78,1456.79,0.0406180928698,1456.79,-85958.35,-0.014822175835,0.0112828105846,-0.0150086110492,0.0,-27146.73,0.121040556612,0.277121489314,1456.79,-93449.63
89,89,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-10-09,09.10.2007,020601,CBT,0,20,643281,40871,150956,12472,470671,347476,524014,510904,119267,132377,643281,40871,150956,12472,470671,347476,524014,510904,119267,132377,0,0,0,0,0,0,0,0,0,0,5033.0,-830.0,2621.0,-2968.0,-1534.0,11824.0,-5332.0,11477.0,10365.0,-6444.0,100,6.4,23.5,1.9,73.2,54.0,81.5,79.4,18.5,20.6,100,6.4,23.5,1.9,73.2,54.0,81.5,79.4,18.5,20.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,18,37,8,61,71,84,111,148,18,37,8,61,71,84,111,0,0,0,0,0,0,0,0,23.4,19.9,37.1,28.5,21.1,19.8,34.6,28.4,23.4,19.9,37.1,28.5,21.1,19.8,34.6,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)",-110085,-0.573876461603,LONG,123195,0.1505780746,SHORT,2007-10-15,1269.04,-4563.23,0.139125512121,-4563.23,-90521.58,-0.0494089358268,0.143138172175,0.0575425258729,0.0,-27146.73,0.165212550633,0.284002412689,-4563.23,-98012.86
90,90,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-10-16,16.10.2007,020601,CBT,0,20,964386,169896,190171,3783,648356,593697,822035,787651,142351,176735,964386,169896,190171,3783,648356,593697,822035,787651,142351,176735,0,0,0,0,0,0,0,0,0,0,-21463.0,-25080.0,-2038.0,-1913.0,-7374.0,-22472.0,-34367.0,-26423.0,12904.0,4960.0,100,17.6,19.7,0.4,67.2,61.6,85.2,81.7,14.8,18.3,100,17.6,19.7,0.4,67.2,61.6,85.2,81.7,14.8,18.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186,36,45,18,69,80,116,132,186,36,45,18,69,80,116,132,0,0,0,0,0,0,0,0,27.4,34.2,38.8,42.2,24.1,30.1,33.4,36.6,27.4,34.2,38.8,42.2,24.1,30.1,33.4,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)",-20275,-0.0563089647205,LONG,54659,0.0440069787682,SHORT,2007-10-22,-5390.12,2121.2,-0.106571095832,2121.2,-88400.38,0.0368571512828,0.0456289506422,0.113845881215,2121.2,-25025.53,0.155581574233,0.279341864604,2121.2,-95891.66
91,91,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-10-23,23.10.2007,020604,CBT,0,20,489549,43836,47708,2273,364608,348386,410717,398367,78832,91182,489549,43836,47708,2273,364608,348386,410717,398367,78832,91182,0,0,0,0,0,0,0,0,0,0,-15850.0,-4906.0,-5076.0,-2233.0,458.0,-4745.0,-6681.0,-12054.0,-9169.0,-3796.0,100,9.0,9.7,0.5,74.5,71.2,83.9,81.4,16.1,18.6,100,9.0,9.7,0.5,74.5,71.2,83.9,81.4,16.1,18.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,6,14,7,43,40,54,56,78,6,14,7,43,40,54,56,0,0,0,0,0,0,0,0,25.2,38.1,42.7,51.4,21.9,30.7,34.6,41.3,25.2,38.1,42.7,51.4,21.9,30.7,34.6,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)",-3872,-0.0422966005418,LONG,16222,0.0227519446166,SHORT,2007-10-29,1909.51,2195.89,-0.0212550341516,2195.89,-86204.49,0.00690198474599,0.0229089781913,0.0366226785663,0.0,-25025.53,0.110064272272,0.315664068117,2195.89,-93695.77
92,92,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-10-30,30.10.2007,020604,CBT,0,20,378075,47574,33223,6386,269944,289946,323904,329555,54171,48520,378075,47574,33223,6386,269944,289946,323904,329555,54171,48520,0,0,0,0,0,0,0,0,0,0,-488.0,1682.0,-1948.0,5409.0,-5303.0,-3133.0,1788.0,328.0,-2276.0,-816.0,100,12.6,8.8,1.7,71.4,76.7,85.7,87.2,14.3,12.8,100,12.6,8.8,1.7,71.4,76.7,85.7,87.2,14.3,12.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,6,9,6,43,38,53,49,72,6,9,6,43,38,53,49,0,0,0,0,0,0,0,0,26.1,46.8,44.8,62.4,23.3,46.7,39.8,61.8,26.1,46.8,44.8,62.4,23.3,46.7,39.8,61.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)",14351,0.177617980866,SHORT,-20002,-0.0357248745289,LONG,2007-11-05,1780.58,-3894.93,-0.0584768191455,1780.58,-84423.91,0.0199708576678,-0.0364383309133,0.00203534818113,0.0,-25025.53,0.101216151455,0.306145826115,1780.58,-91915.19
93,93,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-11-06,06.11.2007,02165A,NYME,1,21,35052,5385,1916,576,28756,32508,34717,35000,335,52,35052,5385,1916,576,28756,32508,34717,35000,335,52,0,0,0,0,0,0,0,0,0,0,996.0,722.0,79.0,11.0,443.0,913.0,1176.0,1003.0,-180.0,-7.0,100,15.4,5.5,1.6,82.0,92.7,99.0,99.9,1.0,0.1,100,15.4,5.5,1.6,82.0,92.7,99.0,99.9,1.0,0.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,3,7,2,33,44,37,52,56,3,7,2,33,44,37,52,0,0,0,0,0,0,0,0,51.2,34.4,69.1,51.0,39.8,29.0,53.8,39.1,51.2,34.4,69.1,51.0,39.8,29.0,53.8,39.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 BARRELS)",3469,0.475140391727,SHORT,-3752,-0.0612431444241,LONG,2007-11-12,752.71,1104.13,-0.0255182698952,752.71,-83671.2,0.00839884165863,-0.0617575158968,-0.0448362990077,0.0,-25025.53,0.0821517398308,0.266595683433,752.71,-91162.48
94,94,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-11-13,13.11.2007,02165A,NYME,1,21,44386,402,506,1433,42257,42419,44092,44358,294,28,44386,402,506,1433,42257,42419,44092,44358,294,28,0,0,0,0,0,0,0,0,0,0,1331.0,90.0,-55.0,-40.0,1281.0,1426.0,1331.0,1331.0,0.0,0.0,100,0.9,1.1,3.2,95.2,95.6,99.3,99.9,0.7,0.1,100,0.9,1.1,3.2,95.2,95.6,99.3,99.9,0.7,0.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,1,2,2,44,44,46,47,56,1,2,2,44,44,46,47,0,0,0,0,0,0,0,0,43.6,35.9,64.9,55.2,26.9,21.7,35.9,33.1,43.6,35.9,64.9,55.2,26.9,21.7,35.9,33.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 BARRELS)",-104,-0.114537444934,LONG,-162,-0.0019131749256,LONG,2007-11-19,1563.39,1875.3,0.0593299694985,1563.39,-82107.81,-0.02139206865,-0.00187224815625,-0.0404633307304,0.0,-25025.53,0.0909365936894,0.192627177178,1563.39,-89599.09
95,95,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-11-20,20.11.2007,02165A,NYME,1,21,35217,1724,1879,163,33261,33138,35148,35180,69,37,35217,1724,1879,163,33261,33138,35148,35180,69,37,0,0,0,0,0,0,0,0,0,0,-7838.0,332.0,-2524.0,80.0,-8221.0,-5089.0,-7809.0,-7533.0,-29.0,-305.0,100,4.9,5.3,0.5,94.4,94.1,99.8,99.9,0.2,0.1,100,4.9,5.3,0.5,94.4,94.1,99.8,99.9,0.2,0.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,2,4,2,39,44,42,49,57,2,4,2,39,44,42,49,0,0,0,0,0,0,0,0,34.7,28.7,54.6,47.4,27.1,15.6,36.2,26.0,34.7,28.7,54.6,47.4,27.1,15.6,36.2,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 BARRELS)",-155,-0.0430197058007,LONG,123,0.00185243753671,SHORT,2007-11-26,74.92,2190.16,0.00376561246231,2190.16,-79917.65,-0.00188296877178,0.00184894945468,-0.000596431392503,0.0,-25025.53,0.0730774900696,0.2208513484,2190.16,-87408.93
96,96,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-11-27,27.11.2007,02165A,NYME,1,21,9172,0,0,0,9046,9057,9046,9057,126,115,9172,0,0,0,9046,9057,9046,9057,126,115,0,0,0,0,0,0,0,0,0,0,1048.0,0.0,0.0,0.0,978.0,978.0,978.0,978.0,70.0,70.0,100,0.0,0.0,0.0,98.6,98.7,98.6,98.7,1.4,1.3,100,0.0,0.0,0.0,98.6,98.7,98.6,98.7,1.4,1.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,0,0,28,31,28,31,38,0,0,0,28,31,28,31,0,0,0,0,0,0,0,0,52.9,40.1,71.9,58.6,38.2,36.1,48.1,46.8,52.9,40.1,71.9,58.6,38.2,36.1,48.1,46.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 BARRELS)",0,-0.0430197058007,LONG,-11,-0.000607634093797,LONG,2007-12-03,-1551.86,1572.27,-0.00246007163051,-1551.86,-81469.51,0.000302919795199,-0.000607818158192,0.000991348043494,0.0,-25025.53,0.0645125759058,0.218858809669,-1551.86,-88960.79
97,97,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-04,04.12.2007,02165B,NYME,1,21,6818,0,40,0,6802,6772,6802,6812,16,6,6818,0,40,0,6802,6772,6802,6812,16,6,0,0,0,0,0,0,0,0,0,0,549.0,0.0,0.0,0.0,549.0,549.0,549.0,549.0,0.0,0.0,100,0.0,0.6,0.0,99.8,99.3,99.8,99.9,0.2,0.1,100,0.0,0.6,0.0,99.8,99.3,99.8,99.9,0.2,0.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,1,0,24,21,24,22,29,0,1,0,24,21,24,22,0,0,0,0,0,0,0,0,55.3,41.4,76.2,67.4,29.1,18.2,36.0,29.1,55.3,41.4,76.2,67.4,29.1,18.2,36.0,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 BARRELS)",-40,-1.0,LONG,30,0.00221010755857,SHORT,2007-12-10,1327.2,-13636.16,0.00281774165237,-13636.16,-95105.67,-0.00155016358354,0.00220668153032,0.000377376374643,0.0,-25025.53,0.0608030347483,0.22532601461,-13636.16,-102596.95
98,98,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-11,11.12.2007,02165B,NYME,1,21,7272,0,80,0,7075,6972,7075,7052,197,220,7272,0,80,0,7075,6972,7075,7052,197,220,0,0,0,0,0,0,0,0,0,0,406.0,0.0,0.0,0.0,406.0,406.0,406.0,406.0,0.0,0.0,100,0.0,1.1,0.0,97.3,95.9,97.3,97.0,2.7,3.0,100,0.0,1.1,0.0,97.3,95.9,97.3,97.0,2.7,3.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,1,0,21,24,21,25,31,0,1,0,21,24,21,25,0,0,0,0,0,0,0,0,63.1,46.2,78.9,73.0,59.9,40.4,71.5,63.7,63.1,46.2,78.9,73.0,59.9,40.4,71.5,63.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 BARRELS)",-80,-1.0,LONG,103,0.00733252651812,SHORT,2007-12-17,705.0,1454.86,0.00512241895955,1454.86,-93650.81,-0.00235935462202,0.00731522648779,0.0039968991838,0.0,-25025.53,0.0594247866616,0.0463025392103,0.0,-102596.95
99,99,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-18,18.12.2007,02165B,NYME,1,21,30327,781,0,0,29459,30107,30240,30107,87,220,30327,781,0,0,29459,30107,30240,30107,87,220,0,0,0,0,0,0,0,0,0,0,1432.0,-145.0,0.0,0.0,1577.0,1432.0,1432.0,1432.0,0.0,0.0,100,2.6,0.0,0.0,97.1,99.3,99.7,99.3,0.3,0.7,100,2.6,0.0,0.0,97.1,99.3,99.7,99.3,0.3,0.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,2,0,0,28,37,30,37,43,2,0,0,28,37,30,37,0,0,0,0,0,0,0,0,49.4,55.2,72.6,72.9,27.3,29.5,41.4,39.3,49.4,55.2,72.6,72.9,27.3,29.5,41.4,39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 BARRELS)",781,1.0,SHORT,-648,-0.0108786891851,LONG,2007-12-24,1482.9,1687.38,-0.0182112157032,1482.9,-92167.91,0.00583327521189,-0.0109421475731,0.000936390586207,0.0,-25025.53,0.0613059988916,0.116015525208,1482.9,-101114.05
100,100,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-24,24.12.2007,02165B,NYME,1,21,12903,0,495,365,12358,11983,12723,12843,180,60,12903,0,495,365,12358,11983,12723,12843,180,60,0,0,0,0,0,0,0,0,0,0,536.0,0.0,0.0,0.0,536.0,536.0,536.0,536.0,0.0,0.0,100,0.0,3.8,2.8,95.8,92.9,98.6,99.5,1.4,0.5,100,0.0,3.8,2.8,95.8,92.9,98.6,99.5,1.4,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,2,2,28,30,30,33,38,0,2,2,28,30,30,33,0,0,0,0,0,0,0,0,41.3,37.5,66.9,60.1,28.1,21.2,33.1,29.9,41.3,37.5,66.9,60.1,28.1,21.2,33.1,29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 BARRELS)",-495,-1.0,LONG,375,0.0154061049258,SHORT,2007-12-31,1324.06,1499.75,0.0262847941109,1499.75,-90668.16,-0.00978963749596,0.0152552847434,-0.00173179831014,0.0,-25025.53,0.065050207638,0.141430821665,1499.75,-99614.3
101,101,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-31,31.12.2007,02165C,NYME,1,21,5367,170,216,31,3815,3932,4016,4179,1351,1188,5367,170,216,31,3815,3932,4016,4179,1351,1188,0,0,0,0,0,0,0,0,0,0,-487.0,24.0,0.0,-24.0,-483.0,-408.0,-483.0,-432.0,-4.0,-55.0,100,3.2,4.0,0.6,71.1,73.3,74.8,77.9,25.2,22.1,100,3.2,4.0,0.6,71.1,73.3,74.8,77.9,25.2,22.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1,1,1,19,18,20,20,22,1,1,1,19,18,20,20,0,0,0,0,0,0,0,0,36.1,39.3,53.9,57.6,28.6,29.3,40.4,41.0,36.1,39.3,53.9,57.6,28.6,29.3,40.4,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 METRIC TONS)",-46,-0.119170984456,LONG,-117,-0.0151026203692,LONG,2008-01-07,-7512.25,1419.82,-0.030508725295,-7512.25,-98180.41,0.0101510313361,-0.0152559275418,0.00467439356213,0.0,-25025.53,0.0680446213897,0.141920392731,-7512.25,-107126.55
102,102,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-01-08,08.01.2008,02165C,NYME,1,21,7661,1789,0,328,4598,6331,6715,6659,946,1002,7661,1789,0,328,4598,6331,6715,6659,946,1002,0,0,0,0,0,0,0,0,0,0,155.0,110.0,0.0,60.0,-47.0,90.0,123.0,150.0,32.0,5.0,100,23.4,0.0,4.3,60.0,82.6,87.7,86.9,12.3,13.1,100,23.4,0.0,4.3,60.0,82.6,87.7,86.9,12.3,13.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1,0,1,19,21,20,22,22,1,0,1,19,21,20,22,0,0,0,0,0,0,0,0,63.7,56.8,75.7,71.2,55.2,53.6,62.6,60.4,63.7,56.8,75.7,71.2,55.2,53.6,62.6,60.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 METRIC TONS)",1789,1.0,SHORT,-1733,-0.158568945009,LONG,2008-01-14,1032.56,-28350.65,-0.14346632464,1032.56,-97147.85,0.0498113676589,-0.166467481028,-0.0680803215998,0.0,-25025.53,0.156143583814,0.327380571458,1032.56,-106093.99
