,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1
140,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-02-17,17.02.2009,097741,CME,0,97,108685,32315,38083,2935,13630,6917,398,36468,12119,107,2370,21671,10,88233,82240,20452,26445,1934.0,2972.0,-7914.0,1458.0,-115.0,32.0,-164.0,-879.0,6977.0,29.0,-217.0,-3112.0,0.0,3084.0,-2694.0,-1150.0,4628.0,100,29.7,35.0,2.7,12.5,6.4,0.4,33.6,11.2,0.1,2.2,19.9,0.0,81.2,75.7,18.8,24.3,75,12.0,10.0,8.0,7.0,4.0,,19.0,17.0,5.0,,,,49.0,42.0,29.0,46.9,45.2,57.6,29.0,45.5,45.2,55.9,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.501142280857,SHORT,-0.0819341458564,LONG,0.326714362194,LONG
141,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-02-24,24.02.2009,097741,CME,0,97,108705,31817,37726,3220,19917,6728,387,32954,13144,216,2759,20322,10,91280,81753,17425,26952,20.0,-498.0,-357.0,285.0,6287.0,-189.0,-11.0,-3514.0,1025.0,109.0,389.0,-1349.0,0.0,3047.0,-487.0,-3027.0,507.0,100,29.3,34.7,3.0,18.3,6.2,0.4,30.3,12.1,0.2,2.5,18.7,0.0,84.0,75.2,16.0,24.8,77,13.0,11.0,11.0,7.0,4.0,,21.0,17.0,5.0,,,,53.0,43.0,31.3,46.9,47.9,57.5,31.3,45.2,47.9,55.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.429736648011,SHORT,-0.0849690119782,LONG,0.494989679114,LONG
142,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-03-03,03.03.2009,097741,CME,0,97,110223,31932,34210,3594,18587,9910,866,37124,15162,202,2759,18008,58,95122,82010,15101,28213,1518.0,115.0,-3516.0,374.0,-1330.0,3182.0,479.0,4170.0,2018.0,-14.0,0.0,-2314.0,48.0,3842.0,257.0,-2324.0,1261.0,100,29.0,31.0,3.3,16.9,9.0,0.8,33.7,13.8,0.2,2.5,16.3,0.1,86.3,74.4,13.7,25.6,75,14.0,9.0,7.0,6.0,6.0,4.0,17.0,17.0,5.0,,,,49.0,43.0,30.5,43.6,46.0,53.3,30.2,42.4,45.6,52.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.420035956088,SHORT,-0.0344410510719,LONG,0.304488191739,LONG
143,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-03-10,10.03.2009,097741,CME,0,97,114020,33525,31027,7587,18388,9247,858,35799,18943,720,2759,16851,548,100184,85781,13836,28239,3797.0,1593.0,-3183.0,3993.0,-199.0,-663.0,-8.0,-1325.0,3781.0,518.0,0.0,-1157.0,490.0,5062.0,3771.0,-1265.0,26.0,100,29.4,27.2,6.7,16.1,8.1,0.8,31.4,16.6,0.6,2.4,14.8,0.5,87.9,75.2,12.1,24.8,77,15.0,10.0,5.0,6.0,6.0,4.0,17.0,18.0,7.0,,,,50.0,44.0,30.2,41.1,48.6,53.5,29.8,40.6,46.5,50.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.307917138577,SHORT,0.0386974841988,SHORT,0.330776189615,LONG
144,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-03-17,17.03.2009,097741,CME,0,97,70507,14300,15590,836,11112,9812,513,24065,23261,78,9560,1266,0,60464,51356,10043,19151,-43513.0,-19225.0,-15437.0,-6751.0,-7276.0,565.0,-345.0,-11734.0,4318.0,-642.0,6801.0,-15585.0,-548.0,-39720.0,-34425.0,-3793.0,-9088.0,100,20.3,22.1,1.2,15.8,13.9,0.7,34.1,33.0,0.1,13.6,1.8,0.0,85.8,72.8,14.2,27.2,74,11.0,9.0,4.0,5.0,7.0,,20.0,18.0,5.0,,,0.0,43.0,42.0,42.6,24.1,56.8,39.2,42.6,24.1,56.8,38.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.0169885475214,SHORT,-0.0431582469053,LONG,0.0621296119289,LONG
145,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-03-24,24.03.2009,097741,CME,0,97,69923,19339,14462,967,10948,10395,493,22527,22376,126,800,795,0,55200,49614,14723,20309,-584.0,5039.0,-1128.0,131.0,-164.0,583.0,-20.0,-1538.0,-885.0,48.0,-8760.0,-471.0,0.0,-5264.0,-1742.0,4680.0,1158.0,100,27.7,20.7,1.4,15.7,14.9,0.7,32.2,32.0,0.2,1.1,1.1,0.0,78.9,71.0,21.1,29.0,70,11.0,8.0,5.0,5.0,8.0,,15.0,21.0,6.0,,,0.0,39.0,45.0,39.0,27.7,53.2,41.6,39.0,27.7,53.1,40.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.00336280426698,SHORT,0.144285672022,SHORT,0.0259101344703,LONG
146,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-03-31,31.03.2009,097741,CME,0,97,76607,23168,14027,1049,10959,10167,514,24700,28718,181,800,0,0,61371,54656,15236,21951,6684.0,3829.0,-435.0,82.0,11.0,-228.0,21.0,2173.0,6342.0,55.0,0.0,-795.0,0.0,6171.0,5042.0,513.0,1642.0,100,30.2,18.3,1.4,14.3,13.3,0.7,32.2,37.5,0.2,1.0,0.0,0.0,80.1,71.3,19.9,28.7,75,12.0,8.0,5.0,5.0,7.0,,15.0,27.0,8.0,,0.0,0.0,42.0,48.0,31.7,25.8,48.8,39.2,31.7,25.8,48.7,38.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.0752180912801,LONG,0.245758838554,SHORT,0.0374893496166,LONG
147,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-04-07,07.04.2009,097741,CME,0,97,84138,32921,13542,1081,12123,10666,428,22255,30527,272,1652,1000,0,70732,57516,13406,26622,7531.0,9753.0,-485.0,32.0,1164.0,499.0,-86.0,-2445.0,1809.0,91.0,852.0,1000.0,0.0,9361.0,2860.0,-1830.0,4671.0,100,39.1,16.1,1.3,14.4,12.7,0.5,26.5,36.3,0.3,2.0,1.2,0.0,84.1,68.4,15.9,31.6,73,12.0,8.0,4.0,5.0,7.0,,15.0,22.0,7.0,,,0.0,43.0,43.0,37.9,30.8,53.7,42.5,37.9,30.8,53.6,41.4,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.156720093971,LONG,0.417084561909,SHORT,0.0639343542937,LONG
148,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-04-14,14.04.2009,097741,CME,0,97,82017,33279,15628,1195,11884,10735,437,17836,26881,312,1246,2080,0,66189,57268,15828,24749,-2121.0,358.0,2086.0,114.0,-239.0,69.0,9.0,-4419.0,-3646.0,40.0,-406.0,1080.0,0.0,-4543.0,-248.0,2422.0,-1873.0,100,40.6,19.1,1.5,14.5,13.1,0.5,21.7,32.8,0.4,1.5,2.5,0.0,80.7,69.8,19.3,30.2,68,11.0,9.0,4.0,5.0,7.0,,12.0,20.0,8.0,,,0.0,39.0,44.0,38.7,34.3,54.8,46.7,38.7,34.3,54.7,45.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.202272066552,LONG,0.36090948126,SHORT,0.05079800168,LONG
149,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-04-21,21.04.2009,097741,CME,0,97,74215,27126,21827,1222,11193,10561,464,17159,16438,168,1254,1579,0,58586,52259,15629,21956,-7802.0,-6153.0,6199.0,27.0,-691.0,-174.0,27.0,-677.0,-10443.0,-144.0,8.0,-501.0,0.0,-7603.0,-5009.0,-199.0,-2793.0,100,36.6,29.4,1.6,15.1,14.2,0.6,23.1,22.1,0.2,1.7,2.1,0.0,78.9,70.4,21.1,29.6,73,10.0,9.0,,5.0,6.0,,14.0,25.0,8.0,,,0.0,40.0,47.0,39.7,26.5,51.3,40.7,39.7,26.5,51.0,39.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.021460249427,SHORT,0.108246685596,SHORT,0.0290521283442,LONG
150,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-04-28,28.04.2009,097741,CME,0,97,75734,24999,31376,623,9183,11282,2637,20112,8077,185,800,1040,0,58539,55220,17195,20514,1519.0,-2127.0,9549.0,-599.0,-2010.0,721.0,2173.0,2953.0,-8361.0,17.0,-454.0,-539.0,0.0,-47.0,2961.0,1566.0,-1442.0,100,33.0,41.4,0.8,12.1,14.9,3.5,26.6,10.7,0.2,1.1,1.4,0.0,77.3,72.9,22.7,27.1,69,10.0,9.0,5.0,5.0,7.0,,17.0,19.0,8.0,,,0.0,42.0,43.0,37.7,36.8,51.6,51.6,37.7,36.8,50.7,50.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.426939586363,SHORT,-0.11311751663,LONG,-0.102565355485,SHORT
151,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-05-05,05.05.2009,097741,CME,0,97,75595,26747,27677,1355,9222,11717,2576,18308,10482,258,1506,1040,0,59972,55105,15623,20490,-139.0,1748.0,-3699.0,732.0,39.0,435.0,-61.0,-1804.0,2405.0,73.0,706.0,0.0,0.0,1433.0,-115.0,-1572.0,-24.0,100,35.4,36.6,1.8,12.2,15.5,3.4,24.2,13.9,0.3,2.0,1.4,0.0,79.3,72.9,20.7,27.1,68,10.0,10.0,5.0,5.0,8.0,4.0,14.0,18.0,10.0,,,0.0,43.0,44.0,39.6,33.0,53.0,47.0,39.5,33.0,51.8,46.4,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.2718304967,SHORT,-0.01708804939,LONG,-0.119155642581,SHORT
152,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-05-12,12.05.2009,097741,CME,0,97,85709,25890,41902,1408,11117,11658,1151,25188,8219,219,800,1040,0,65773,65597,19936,20112,10114.0,-857.0,14225.0,53.0,1895.0,-59.0,-1425.0,6880.0,-2263.0,-39.0,-706.0,0.0,0.0,5801.0,10492.0,4313.0,-378.0,100,30.2,48.9,1.6,13.0,13.6,1.3,29.4,9.6,0.3,0.9,1.2,0.0,76.7,76.5,23.3,23.5,69,8.0,11.0,4.0,5.0,8.0,4.0,18.0,17.0,9.0,,,0.0,43.0,43.0,35.5,44.5,48.9,56.0,35.4,44.5,48.5,54.6,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.507947436166,SHORT,-0.236193061128,LONG,-0.0237541163557,SHORT
153,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-05-19,19.05.2009,097741,CME,0,97,90204,25039,49603,1484,11666,11193,1103,27186,5924,214,800,1040,0,67492,70561,22712,19643,4495.0,-851.0,7701.0,76.0,549.0,-465.0,-48.0,1998.0,-2295.0,-5.0,0.0,0.0,0.0,1719.0,4964.0,2776.0,-469.0,100,27.8,55.0,1.6,12.9,12.4,1.2,30.1,6.6,0.2,0.9,1.2,0.0,74.8,78.2,25.2,21.8,68,7.0,13.0,5.0,6.0,7.0,4.0,19.0,14.0,8.0,,,0.0,43.0,42.0,33.3,47.5,47.1,58.9,33.3,47.5,46.8,58.6,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.642162488674,SHORT,-0.329090860374,LONG,0.0206920687694,LONG
154,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-05-26,26.05.2009,097741,CME,0,97,96706,24731,50542,2439,11724,11069,1080,31699,8535,658,800,2394,0,73131,76717,23575,19989,6502.0,-308.0,939.0,955.0,58.0,-124.0,-23.0,4513.0,2611.0,444.0,0.0,1354.0,0.0,5639.0,6156.0,863.0,346.0,100,25.6,52.3,2.5,12.1,11.4,1.1,32.8,8.8,0.7,0.8,2.5,0.0,75.6,79.3,24.4,20.7,76,10.0,12.0,6.0,6.0,7.0,,21.0,16.0,8.0,,,0.0,49.0,44.0,31.6,45.0,44.9,55.8,31.4,44.5,44.4,55.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.575731967987,SHORT,-0.342898516068,LONG,0.0287368929057,LONG
155,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-06-02,02.06.2009,097741,CME,0,97,96969,24039,50391,4751,14317,10819,1910,30811,8133,697,800,3117,0,77325,79818,19644,17151,263.0,-692.0,-151.0,2312.0,2593.0,-250.0,830.0,-888.0,-402.0,39.0,0.0,723.0,0.0,4194.0,3101.0,-3931.0,-2838.0,100,24.8,52.0,4.9,14.8,11.2,2.0,31.8,8.4,0.7,0.8,3.2,0.0,79.7,82.3,20.3,17.7,76,9.0,14.0,6.0,6.0,7.0,4.0,19.0,16.0,9.0,,4.0,0.0,46.0,49.0,34.0,41.9,49.0,53.9,31.1,41.9,46.0,52.4,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.582323336072,SHORT,-0.354050785973,LONG,0.139162953533,LONG
156,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-06-09,09.06.2009,097741,CME,0,97,93527,31552,39406,4841,14413,10228,2329,23149,14438,2183,800,1045,0,79267,74470,14260,19057,-3442.0,7513.0,-10985.0,90.0,96.0,-591.0,419.0,-7662.0,6305.0,1486.0,0.0,-2072.0,0.0,1942.0,-5348.0,-5384.0,1906.0,100,33.7,42.1,5.2,15.4,10.9,2.5,24.8,15.4,2.3,0.9,1.1,0.0,84.8,79.6,15.2,20.4,68,9.0,12.0,8.0,6.0,8.0,4.0,17.0,14.0,8.0,,,0.0,45.0,43.0,41.8,35.0,56.4,47.0,40.0,34.3,53.9,45.4,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.231755660202,SHORT,-0.110685194058,LONG,0.169838886409,LONG
157,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-06-16,16.06.2009,097741,CME,0,97,62998,12707,17800,1640,16283,10320,619,15998,12684,31,800,2074,0,48078,45168,14920,17830,-30529.0,-18845.0,-21606.0,-3201.0,1870.0,92.0,-1710.0,-7151.0,-1754.0,-2152.0,0.0,1029.0,0.0,-31189.0,-29302.0,660.0,-1227.0,100,20.2,28.3,2.6,25.8,16.4,1.0,25.4,20.1,0.0,1.3,3.3,0.0,76.3,71.7,23.7,28.3,61,9.0,10.0,,6.0,9.0,,11.0,12.0,,,,0.0,30.0,39.0,31.7,24.3,49.9,37.9,31.4,24.3,49.4,37.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.115542849174,SHORT,-0.166945291245,LONG,0.22414765252,LONG
158,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-06-23,23.06.2009,097741,CME,0,97,73797,12067,31236,1799,18663,10216,545,20020,11843,40,800,1095,0,53934,56774,19863,17023,10799.0,-640.0,13436.0,159.0,2380.0,-104.0,-74.0,4022.0,-841.0,9.0,0.0,-979.0,0.0,5856.0,11606.0,4943.0,-807.0,100,16.4,42.3,2.4,25.3,13.8,0.7,27.1,16.0,0.1,1.1,1.5,0.0,73.1,76.9,26.9,23.1,64,8.0,11.0,,6.0,9.0,,13.0,15.0,4.0,,,0.0,33.0,39.0,30.9,30.6,50.3,45.7,30.9,30.6,49.9,45.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.25662994696,SHORT,-0.442671408447,LONG,0.292496277572,LONG
159,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-06-30,30.06.2009,097741,CME,0,97,73476,12821,35848,1903,19471,8858,620,20993,10095,33,800,1095,0,56641,58452,16835,15024,-321.0,754.0,4612.0,104.0,808.0,-1358.0,75.0,973.0,-1748.0,-7.0,0.0,0.0,0.0,2707.0,1678.0,-3028.0,-1999.0,100,17.4,48.8,2.6,26.5,12.1,0.8,28.6,13.7,0.0,1.1,1.5,0.0,77.1,79.6,22.9,20.4,70,8.0,12.0,,7.0,8.0,,18.0,15.0,4.0,,,0.0,38.0,39.0,30.6,35.3,47.2,50.7,30.3,34.6,46.8,49.1,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.350553268142,SHORT,-0.473134849699,LONG,0.374633767517,LONG
160,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-07-07,07.07.2009,097741,CME,0,97,89956,12151,57195,1648,21115,7152,278,32366,6591,54,800,1095,0,68412,74013,21544,15943,16480.0,-670.0,21347.0,-255.0,1644.0,-1706.0,-342.0,11373.0,-3504.0,21.0,0.0,0.0,0.0,11771.0,15561.0,4709.0,919.0,100,13.5,63.6,1.8,23.5,8.0,0.3,36.0,7.3,0.1,0.9,1.2,0.0,76.1,82.3,23.9,17.7,64,8.0,12.0,,8.0,7.0,,18.0,9.0,4.0,,,0.0,39.0,32.0,26.8,48.3,44.3,62.5,26.8,47.7,44.0,60.7,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.661626921991,SHORT,-0.649554408329,LONG,0.493968231507,LONG
161,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-07-14,14.07.2009,097741,CME,0,97,110140,11615,77567,1599,20747,7206,284,48354,5939,13,800,1523,0,83412,94131,26728,16009,20184.0,-536.0,20372.0,-49.0,-368.0,54.0,6.0,15988.0,-652.0,-41.0,0.0,428.0,0.0,15000.0,20118.0,5184.0,66.0,100,10.5,70.4,1.5,18.8,6.5,0.3,43.9,5.4,0.0,0.7,1.4,0.0,75.7,85.5,24.3,14.5,69,7.0,13.0,,8.0,7.0,,23.0,8.0,,,,0.0,41.0,32.0,25.6,57.1,41.5,69.2,25.6,57.1,41.3,67.7,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.781224098871,SHORT,-0.739521428091,LONG,0.484420276893,LONG
162,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-07-21,21.07.2009,097741,CME,0,97,110610,11463,81225,1740,19852,6889,291,49236,5147,44,800,1095,0,83426,96431,27184,14179,470.0,-152.0,3658.0,141.0,-895.0,-317.0,7.0,882.0,-792.0,31.0,0.0,-428.0,0.0,14.0,2300.0,456.0,-1830.0,100,10.4,73.4,1.6,17.9,6.2,0.3,44.5,4.7,0.0,0.7,1.0,0.0,75.4,87.2,24.6,12.8,70,7.0,13.0,,8.0,7.0,,24.0,9.0,,,,0.0,42.0,34.0,24.7,61.2,39.5,72.6,24.7,61.2,39.2,71.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.810712906607,SHORT,-0.752654065251,LONG,0.484761228077,LONG
163,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-07-28,28.07.2009,097741,CME,0,97,90649,9888,63545,1742,19988,6585,298,32279,2477,55,1240,1095,0,65490,75797,25159,14852,-19961.0,-1575.0,-17680.0,2.0,136.0,-304.0,7.0,-16957.0,-2670.0,11.0,440.0,0.0,0.0,-17936.0,-20634.0,-2025.0,673.0,100,10.9,70.1,1.9,22.0,7.3,0.3,35.6,2.7,0.1,1.4,1.2,0.0,72.2,83.6,27.8,16.4,67,7.0,12.0,,8.0,7.0,,21.0,9.0,,,,0.0,41.0,33.0,23.3,58.1,39.1,69.1,23.3,56.3,38.7,67.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.857463459547,SHORT,-0.730693285035,LONG,0.504384149325,LONG
164,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-08-04,04.08.2009,097741,CME,0,97,80101,9874,45668,2014,20395,6593,289,22967,7951,31,1810,1545,0,57380,64091,22721,16010,-10548.0,-14.0,-17877.0,272.0,407.0,8.0,-9.0,-9312.0,5474.0,-24.0,570.0,450.0,0.0,-8110.0,-11706.0,-2438.0,1158.0,100,12.3,57.0,2.5,25.5,8.2,0.4,28.7,9.9,0.0,2.3,1.9,0.0,71.6,80.0,28.4,20.0,68,6.0,13.0,4.0,9.0,7.0,,15.0,13.0,,,,0.0,39.0,37.0,26.1,46.3,41.2,58.3,26.0,44.8,40.8,55.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.485671776958,SHORT,-0.644449245616,LONG,0.511412479621,LONG
165,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-08-11,11.08.2009,097741,CME,0,97,70654,10670,23626,1958,20618,6464,289,18849,13347,93,1442,2445,0,53919,48222,16735,22432,-9447.0,796.0,-22042.0,-56.0,223.0,-129.0,0.0,-4118.0,5396.0,62.0,-368.0,900.0,0.0,-3461.0,-15869.0,-5986.0,6422.0,100,15.1,33.4,2.8,29.2,9.1,0.4,26.7,18.9,0.1,2.0,3.5,0.0,76.3,68.3,23.7,31.7,66,7.0,14.0,,9.0,7.0,,14.0,11.0,5.0,,,0.0,36.0,39.0,29.6,27.3,45.3,39.9,29.5,25.5,44.9,37.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.170890793887,SHORT,-0.377770002333,LONG,0.52263496049,LONG
166,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-08-18,18.08.2009,097741,CME,0,97,72642,9724,29362,2045,20590,6736,314,20271,11913,189,1501,3052,0,54634,53611,18008,19031,1988.0,-946.0,5736.0,87.0,-28.0,272.0,25.0,1422.0,-1434.0,96.0,59.0,607.0,0.0,715.0,5389.0,1273.0,-3401.0,100,13.4,40.4,2.8,28.3,9.3,0.4,27.9,16.4,0.3,2.1,4.2,0.0,75.2,73.8,24.8,26.2,70,6.0,16.0,,9.0,7.0,,14.0,13.0,5.0,,,0.0,36.0,44.0,29.8,31.0,47.5,44.4,29.8,29.0,47.0,41.6,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.259694258016,SHORT,-0.502430537788,LONG,0.506989680158,LONG
167,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-08-25,25.08.2009,097741,CME,0,97,86500,10305,45973,2102,20592,6984,297,29117,11023,204,1575,2455,0,64192,69038,22308,17462,13858.0,581.0,16611.0,57.0,2.0,248.0,-17.0,8846.0,-890.0,15.0,74.0,-597.0,0.0,9558.0,15427.0,4300.0,-1569.0,100,11.9,53.1,2.4,23.8,8.1,0.3,33.7,12.7,0.2,1.8,2.8,0.0,74.2,79.8,25.8,20.2,72,7.0,16.0,,9.0,7.0,,18.0,11.0,7.0,,,0.0,43.0,39.0,25.7,37.4,41.8,53.0,25.7,37.0,41.5,50.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.450772296961,SHORT,-0.633782295035,LONG,0.493472584856,LONG
168,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-09-01,01.09.2009,097741,CME,0,97,107605,9598,69715,2776,20429,6799,288,46177,7637,748,2211,3376,0,82227,91339,25378,16266,21105.0,-707.0,23742.0,674.0,-163.0,-185.0,-9.0,17060.0,-3386.0,544.0,636.0,921.0,0.0,18035.0,22301.0,3070.0,-1196.0,100,8.9,64.8,2.6,19.0,6.3,0.3,42.9,7.1,0.7,2.1,3.1,0.0,76.4,84.9,23.6,15.1,78,6.0,16.0,4.0,10.0,7.0,,22.0,11.0,7.0,,,0.0,48.0,42.0,25.6,48.0,41.7,61.9,25.6,46.4,41.5,59.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.716170513249,SHORT,-0.757971580951,LONG,0.50058763038,LONG
169,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-09-08,08.09.2009,097741,CME,0,97,115249,9214,80466,1960,20520,7205,277,50886,2780,2607,2337,3015,0,87801,98310,27448,16939,7644.0,-384.0,10751.0,-816.0,91.0,406.0,-11.0,4709.0,-4857.0,1859.0,126.0,-361.0,0.0,5574.0,6971.0,2070.0,673.0,100,8.0,69.8,1.7,17.8,6.3,0.2,44.2,2.4,2.3,2.0,2.6,0.0,76.2,85.3,23.8,14.7,82,6.0,18.0,,9.0,7.0,,26.0,11.0,10.0,,,0.0,52.0,44.0,25.9,52.0,39.1,64.2,25.9,51.0,38.9,62.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.896396228525,SHORT,-0.79451382694,LONG,0.480252479711,LONG
170,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-09-15,15.09.2009,097741,CME,0,97,108330,6523,74750,80,21288,8477,277,47652,5262,46,2285,2950,0,78151,91842,30179,16488,-6919.0,-2691.0,-5716.0,-1880.0,768.0,1272.0,0.0,-3234.0,2482.0,-2561.0,-52.0,-65.0,0.0,-9650.0,-6468.0,2731.0,-451.0,100,6.0,69.0,0.1,19.7,7.8,0.3,44.0,4.9,0.0,2.1,2.7,0.0,72.1,84.8,27.9,15.2,68,4.0,11.0,,8.0,8.0,,22.0,10.0,5.0,,,0.0,42.0,33.0,30.3,56.6,44.1,68.7,30.3,56.6,43.9,68.6,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.801111237102,SHORT,-0.839479285864,LONG,0.430404837897,LONG
