,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1
10,EURO FX - CHICAGO MERCANTILE EXCHANGE,2006-08-22,22.08.2006,099741,CME,0,99,175943,11753,116692,7855,17037,11437,3811,68246,6883,646,8667,1077,0,118015,148401,57928,27542,-2818.0,-1239.0,-6316.0,976.0,-3234.0,-6.0,361.0,-4905.0,307.0,452.0,450.0,-52.0,0.0,-7139.0,-4278.0,4321.0,1460.0,100,6.7,66.3,4.5,9.7,6.5,2.2,38.8,3.9,0.4,4.9,0.6,0.0,67.1,84.3,32.9,15.7,121,13.0,23.0,9.0,9.0,7.0,9.0,40.0,17.0,10.0,11.0,,0.0,90.0,59.0,21.2,49.3,28.7,64.7,21.1,48.2,27.3,61.2,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.816768491528,SHORT,-0.81699560123,LONG,0.196670646906,LONG
11,EURO FX - CHICAGO MERCANTILE EXCHANGE,2006-08-29,29.08.2006,099741,CME,0,99,170168,13992,107769,8448,17396,10347,3707,63077,7535,1083,7470,1113,27,115200,140029,54968,30139,-5775.0,2239.0,-8923.0,593.0,359.0,-1090.0,-104.0,-5169.0,652.0,437.0,-1197.0,36.0,27.0,-2815.0,-8372.0,-2960.0,2597.0,100,8.2,63.3,5.0,10.2,6.1,2.2,37.1,4.4,0.6,4.4,0.7,0.0,67.7,82.3,32.3,17.7,119,14.0,21.0,6.0,9.0,7.0,8.0,40.0,15.0,9.0,11.0,,,83.0,60.0,22.1,47.1,29.4,62.7,22.0,46.0,27.8,58.8,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.786580184671,SHORT,-0.770172715401,LONG,0.254082110803,LONG
12,EURO FX - CHICAGO MERCANTILE EXCHANGE,2006-09-05,05.09.2006,099741,CME,0,99,171026,14861,108061,8441,18141,9398,3733,59319,9214,2143,7884,2619,26,114548,143635,56478,27391,858.0,869.0,292.0,-7.0,745.0,-949.0,26.0,-3758.0,1679.0,1060.0,414.0,1506.0,-1.0,-652.0,3606.0,1510.0,-2748.0,100,8.7,63.2,4.9,10.6,5.5,2.2,34.7,5.4,1.3,4.6,1.5,0.0,67.0,84.0,33.0,16.0,120,16.0,19.0,10.0,9.0,7.0,9.0,37.0,16.0,12.0,11.0,5.0,,86.0,66.0,23.3,47.1,30.6,62.4,23.2,46.4,29.3,58.7,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.731107641574,SHORT,-0.758204389776,LONG,0.317477032572,LONG
13,EURO FX - CHICAGO MERCANTILE EXCHANGE,2006-09-12,12.09.2006,099741,CME,0,99,168483,13545,93994,12110,18597,10035,3123,61227,10696,1986,5151,1682,0,115739,133626,52744,34857,-2543.0,-1316.0,-14067.0,3669.0,456.0,637.0,-610.0,1908.0,1482.0,-157.0,-2733.0,-937.0,-26.0,1191.0,-10009.0,-3734.0,7466.0,100,8.0,55.8,7.2,11.0,6.0,1.9,36.3,6.3,1.2,3.1,1.0,0.0,68.7,79.3,31.3,20.7,105,14.0,18.0,15.0,9.0,8.0,8.0,27.0,18.0,11.0,9.0,,0.0,80.0,59.0,24.5,42.9,32.4,56.1,24.4,40.0,31.5,51.2,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.702570804889,SHORT,-0.7480913901,LONG,0.299036043588,LONG
14,EURO FX - CHICAGO MERCANTILE EXCHANGE,2006-09-19,19.09.2006,099741,CME,0,99,131398,9961,69297,1012,18995,9551,2798,46743,13340,1064,5270,2179,4,85847,99245,45551,32153,-37085.0,-3584.0,-24697.0,-11098.0,398.0,-484.0,-325.0,-14484.0,2644.0,-922.0,119.0,497.0,4.0,-29892.0,-34381.0,-7193.0,-2704.0,100,7.6,52.7,0.8,14.5,7.3,2.1,35.6,10.2,0.8,4.0,1.7,0.0,65.3,75.5,34.7,24.5,104,12.0,16.0,4.0,10.0,8.0,7.0,26.0,18.0,7.0,11.0,,,69.0,54.0,25.9,39.5,33.0,50.3,25.8,37.6,32.8,48.3,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.555947605812,SHORT,-0.74864367004,LONG,0.330834442654,LONG
15,EURO FX - CHICAGO MERCANTILE EXCHANGE,2006-09-26,26.09.2006,099741,CME,0,99,136955,11706,80847,2437,19876,7662,2804,43390,11950,644,6927,1082,17,87801,107443,49154,29512,5557.0,1745.0,11550.0,1425.0,881.0,-1889.0,6.0,-3353.0,-1390.0,-420.0,1657.0,-1097.0,13.0,1954.0,8198.0,3603.0,-2641.0,100,8.5,59.0,1.8,14.5,5.6,2.0,31.7,8.7,0.5,5.1,0.8,0.0,64.1,78.5,35.9,21.5,109,14.0,18.0,5.0,10.0,7.0,8.0,29.0,18.0,5.0,11.0,,,75.0,53.0,22.9,42.3,29.7,54.1,22.8,40.2,29.4,51.0,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.568124322371,SHORT,-0.74704223526,LONG,0.443532573172,LONG
16,EURO FX - CHICAGO MERCANTILE EXCHANGE,2006-10-03,03.10.2006,099741,CME,0,99,142202,10652,81980,3948,19735,6666,2889,50567,13037,1090,7071,1993,102,96054,111705,46148,30497,5247.0,-1054.0,1133.0,1511.0,-141.0,-996.0,85.0,7177.0,1087.0,446.0,144.0,911.0,85.0,8253.0,4262.0,-3006.0,985.0,100,7.5,57.7,2.8,13.9,4.7,2.0,35.6,9.2,0.8,5.0,1.4,0.1,67.5,78.6,32.5,21.4,115,13.0,19.0,5.0,10.0,7.0,8.0,29.0,19.0,7.0,13.0,5.0,,78.0,58.0,22.9,39.7,30.2,50.7,22.3,37.0,29.0,46.7,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.590057229105,SHORT,-0.770014681751,LONG,0.495019128063,LONG
17,EURO FX - CHICAGO MERCANTILE EXCHANGE,2006-10-10,10.10.2006,099741,CME,0,99,150795,18688,65752,4187,20812,5942,2958,41815,28722,2537,8334,2529,0,99331,112627,51464,38168,8593.0,8036.0,-16228.0,239.0,1077.0,-724.0,69.0,-8752.0,15685.0,1447.0,1263.0,536.0,-102.0,3277.0,922.0,5316.0,7671.0,100,12.4,43.6,2.8,13.8,3.9,2.0,27.7,19.0,1.7,5.5,1.7,0.0,65.9,74.7,34.1,25.3,118,16.0,19.0,7.0,11.0,7.0,8.0,22.0,27.0,10.0,12.0,4.0,0.0,74.0,69.0,23.4,32.9,31.0,43.7,21.9,32.9,28.5,42.6,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.185618895048,SHORT,-0.557366177167,LONG,0.555804739478,LONG
18,EURO FX - CHICAGO MERCANTILE EXCHANGE,2006-10-17,17.10.2006,099741,CME,0,99,154610,26200,63574,3032,22357,4884,2799,41452,34619,2430,6949,2211,0,105219,113549,49391,41061,3815.0,7512.0,-2178.0,-1155.0,1545.0,-1058.0,-159.0,-363.0,5897.0,-107.0,-1385.0,-318.0,0.0,5888.0,922.0,-2073.0,2893.0,100,16.9,41.1,2.0,14.5,3.2,1.8,26.8,22.4,1.6,4.5,1.4,0.0,68.1,73.4,31.9,26.6,125,19.0,17.0,6.0,11.0,5.0,7.0,25.0,32.0,9.0,12.0,4.0,0.0,79.0,68.0,20.2,32.5,29.7,41.8,18.8,32.0,27.9,40.9,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.089823980229,SHORT,-0.416312072538,LONG,0.641422855255,LONG
19,EURO FX - CHICAGO MERCANTILE EXCHANGE,2006-10-24,24.10.2006,099741,CME,0,99,158034,31091,63290,2946,23359,5381,2825,41209,37360,2358,7867,2237,290,111945,116687,46089,41347,3424.0,4891.0,-284.0,-86.0,1002.0,497.0,26.0,-243.0,2741.0,-72.0,918.0,26.0,290.0,6726.0,3138.0,-3302.0,286.0,100,19.7,40.0,1.9,14.8,3.4,1.8,26.1,23.6,1.5,5.0,1.4,0.2,70.8,73.8,29.2,26.2,123,20.0,17.0,11.0,11.0,5.0,7.0,24.0,29.0,11.0,13.0,5.0,,82.0,71.0,20.7,29.2,31.1,40.5,20.3,29.2,29.8,39.8,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.0489887869261,SHORT,-0.341159767326,LONG,0.625539318024,LONG
20,EURO FX - CHICAGO MERCANTILE EXCHANGE,2006-10-31,31.10.2006,099741,CME,0,99,162230,13380,94586,7483,23176,4978,2922,55998,14863,3199,6527,2885,0,112685,130916,49545,31314,4196.0,-17711.0,31296.0,4537.0,-183.0,-403.0,97.0,14789.0,-22497.0,841.0,-1340.0,648.0,-290.0,740.0,14229.0,3456.0,-10033.0,100,8.2,58.3,4.6,14.3,3.1,1.8,34.5,9.2,2.0,4.0,1.8,0.0,69.5,80.7,30.5,19.3,124,10.0,26.0,10.0,11.0,6.0,7.0,33.0,19.0,11.0,13.0,6.0,0.0,85.0,67.0,22.6,37.3,31.6,49.8,22.4,35.7,29.4,46.4,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.58050267425,SHORT,-0.752144193542,LONG,0.646373517085,LONG
21,EURO FX - CHICAGO MERCANTILE EXCHANGE,2006-11-07,07.11.2006,099741,CME,0,99,178237,15728,114291,7545,21878,4223,3000,68434,13554,3187,5447,4616,0,125219,150416,53018,27821,16007.0,2348.0,19705.0,62.0,-1298.0,-755.0,78.0,12436.0,-1309.0,-12.0,-1080.0,1731.0,0.0,12534.0,19500.0,3473.0,-3493.0,100,8.8,64.1,4.2,12.3,2.4,1.7,38.4,7.6,1.8,3.1,2.6,0.0,70.3,84.4,29.7,15.6,131,11.0,28.0,8.0,10.0,5.0,6.0,37.0,21.0,8.0,11.0,7.0,0.0,84.0,69.0,22.1,40.2,32.1,52.2,22.0,38.5,30.9,49.3,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.669366248719,SHORT,-0.758066128797,LONG,0.676410865484,LONG
22,EURO FX - CHICAGO MERCANTILE EXCHANGE,2006-11-14,14.11.2006,099741,CME,0,99,170609,19295,110144,6744,21625,4012,3366,56684,9314,3090,4980,2905,0,115784,139575,54825,31034,-7628.0,3567.0,-4147.0,-801.0,-253.0,-211.0,366.0,-11750.0,-4240.0,-97.0,-467.0,-1711.0,0.0,-9435.0,-10841.0,1807.0,3213.0,100,11.3,64.6,4.0,12.7,2.4,2.0,33.2,5.5,1.8,2.9,1.7,0.0,67.9,81.8,32.1,18.2,124,13.0,24.0,7.0,10.0,5.0,7.0,35.0,19.0,11.0,10.0,8.0,0.0,84.0,65.0,17.9,40.4,27.4,53.6,17.4,38.3,26.0,50.6,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.717749022698,SHORT,-0.701867288839,LONG,0.687014861333,LONG
23,EURO FX - CHICAGO MERCANTILE EXCHANGE,2006-11-21,21.11.2006,099741,CME,0,99,178692,25082,119384,6656,21351,3721,3018,58168,8740,2982,5913,3478,0,123170,147979,55522,30713,8083.0,5787.0,9240.0,-88.0,-274.0,-291.0,-348.0,1484.0,-574.0,-108.0,933.0,573.0,0.0,7386.0,8404.0,697.0,-321.0,100,14.0,66.8,3.7,11.9,2.1,1.7,32.6,4.9,1.7,3.3,1.9,0.0,68.9,82.8,31.1,17.2,125,16.0,22.0,7.0,11.0,5.0,7.0,40.0,15.0,10.0,11.0,5.0,0.0,90.0,59.0,15.3,45.1,25.0,57.8,14.9,43.5,23.9,54.7,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.73874574042,SHORT,-0.652762587737,LONG,0.703174856414,LONG
24,EURO FX - CHICAGO MERCANTILE EXCHANGE,2006-11-28,28.11.2006,099741,CME,0,99,207573,23290,133157,9025,24985,2212,2868,72313,11785,4511,9120,1796,15,146127,165369,61446,42204,28881.0,-1792.0,13773.0,2369.0,3634.0,-1509.0,-150.0,14145.0,3045.0,1529.0,3207.0,-1682.0,15.0,22957.0,17390.0,5924.0,11491.0,100,11.2,64.1,4.3,12.0,1.1,1.4,34.8,5.7,2.2,4.4,0.9,0.0,70.4,79.7,29.6,20.3,131,14.0,23.0,14.0,12.0,,8.0,45.0,16.0,13.0,14.0,4.0,,103.0,64.0,16.1,44.0,24.6,56.4,15.6,42.6,23.4,53.2,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.71973174154,SHORT,-0.702263386323,LONG,0.837335000184,LONG
25,EURO FX - CHICAGO MERCANTILE EXCHANGE,2006-12-05,05.12.2006,099741,CME,0,99,223733,23504,144787,12125,23037,2678,4169,80295,13077,5919,7404,3747,0,156453,186502,67280,37231,16160.0,214.0,11630.0,3100.0,-1948.0,466.0,1301.0,7982.0,1292.0,1408.0,-1716.0,1951.0,-15.0,10326.0,21133.0,5834.0,-4973.0,100,10.5,64.7,5.4,10.3,1.2,1.9,35.9,5.8,2.6,3.3,1.7,0.0,69.9,83.4,30.1,16.6,140,15.0,23.0,15.0,11.0,,8.0,49.0,19.0,16.0,14.0,7.0,0.0,106.0,73.0,18.2,45.1,26.6,57.8,17.6,43.3,24.7,55.0,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.719894615088,SHORT,-0.720674308192,LONG,0.791716896753,LONG
26,EURO FX - CHICAGO MERCANTILE EXCHANGE,2006-12-12,12.12.2006,099741,CME,0,99,230245,25589,151515,22761,20139,5580,3161,82572,7682,2903,6875,2959,550,164550,197111,65695,33134,6512.0,2085.0,6728.0,10636.0,-2898.0,2902.0,-1008.0,2277.0,-5395.0,-3016.0,-529.0,-788.0,550.0,8097.0,10609.0,-1585.0,-4097.0,100,11.1,65.8,9.9,8.7,2.4,1.4,35.9,3.3,1.3,3.0,1.3,0.2,71.5,85.6,28.5,14.4,126,18.0,18.0,16.0,10.0,4.0,8.0,48.0,12.0,9.0,12.0,6.0,,98.0,61.0,17.3,47.3,26.2,60.5,14.5,45.0,22.2,57.2,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.829769317703,SHORT,-0.711028548198,LONG,0.566079552082,LONG
