,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Pos,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Pos,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Pos,Asset_Mgr_Diff,Asset_Mgr_Signal1
0,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-06-13,13.06.2006,232741,CME,0,232,81160,20830,48847,12278,1346,1653,0,24706,8163,806,546,910,0,60512,72657,20648,8503,,,,,,,,,,,,,,,,,,100,25.7,60.2,15.1,1.7,2.0,0.0,30.4,10.1,1.0,0.7,1.1,0.0,74.6,89.5,25.4,10.5,42,5.0,15.0,9.0,,,0.0,14.0,,,,,0.0,29.0,23.0,36.6,48.4,52.7,69.7,32.3,48.4,43.9,61.5,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,16543,0.503300982689,SHORT,-28017,-0.402098253369,LONG,-307,-0.102367455819,SHORT
1,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-06-20,20.06.2006,232741,CME,0,232,37629,3487,12858,1459,1518,1246,0,14606,13651,0,1089,887,0,22159,30101,15470,7528,-43531.0,-17343.0,-35989.0,-10819.0,172.0,-407.0,0.0,-10100.0,5488.0,-806.0,543.0,-23.0,0.0,-38353.0,-42556.0,-5178.0,-975.0,100,9.3,34.2,3.9,4.0,3.3,0.0,38.8,36.3,0.0,2.9,2.4,0.0,58.9,80.0,41.1,20.0,37,4.0,8.0,9.0,,,0.0,13.0,4.0,0.0,,,0.0,24.0,16.0,25.3,51.0,38.9,65.4,25.3,51.0,37.0,64.0,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,955,0.0337969352727,SHORT,-9371,-0.573325175895,LONG,272,0.0984081041968,LONG
2,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-06-27,27.06.2006,232741,CME,0,232,42014,4966,18149,1491,1730,1246,0,15281,10449,0,1366,1913,0,24834,33248,17180,8766,4385.0,1479.0,5291.0,32.0,212.0,0.0,0.0,675.0,-3202.0,0.0,277.0,1026.0,0.0,2675.0,3147.0,1710.0,1238.0,100,11.8,43.2,3.5,4.1,3.0,0.0,36.4,24.9,0.0,3.3,4.6,0.0,59.1,79.1,40.9,20.9,35,4.0,7.0,9.0,,,0.0,12.0,4.0,0.0,,,0.0,23.0,15.0,25.8,48.5,40.2,65.0,24.8,48.4,36.9,64.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,4832,0.187796346677,SHORT,-13183,-0.570322301536,LONG,484,0.162634408602,LONG
3,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-07-03,03.07.2006,232741,CME,0,232,45680,6319,21168,1406,2344,1246,0,17090,11015,65,1313,1917,0,28537,36817,17143,8863,3666.0,1353.0,3019.0,-85.0,614.0,0.0,0.0,1809.0,566.0,65.0,-53.0,4.0,0.0,3703.0,3569.0,-37.0,97.0,100,13.8,46.3,3.1,5.1,2.7,0.0,37.4,24.1,0.1,2.9,4.2,0.0,62.5,80.6,37.5,19.4,40,4.0,8.0,9.0,4.0,,0.0,13.0,5.0,0.0,,,0.0,25.0,19.0,30.6,45.5,41.8,61.8,27.7,45.5,39.0,61.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,6075,0.216153709304,SHORT,-14849,-0.540219012624,LONG,1098,0.305849582173,LONG
4,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-07-11,11.07.2006,232741,CME,0,232,51757,5761,27506,2825,1914,906,363,20895,6892,391,546,2724,0,32695,41607,19062,10150,6077.0,-558.0,6338.0,1419.0,-430.0,-340.0,363.0,3805.0,-4123.0,326.0,-767.0,807.0,0.0,4158.0,4790.0,1919.0,1287.0,100,11.1,53.1,5.5,3.7,1.8,0.7,40.4,13.3,0.8,1.1,5.3,0.0,63.2,80.4,36.8,19.6,42,4.0,9.0,9.0,4.0,,0.0,15.0,4.0,0.0,,,0.0,26.0,21.0,31.8,38.2,42.9,59.5,30.0,38.2,38.6,57.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,14003,0.50394069169,SHORT,-21745,-0.653650765022,LONG,1008,0.357446808511,LONG
5,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-07-18,18.07.2006,232741,CME,0,232,54649,1424,36607,916,1923,906,363,29627,5382,0,546,2915,0,34799,47089,19850,7560,2892.0,-4337.0,9101.0,-1909.0,9.0,0.0,0.0,8732.0,-1510.0,-391.0,0.0,191.0,0.0,2104.0,5482.0,788.0,-2590.0,100,2.6,67.0,1.7,3.5,1.7,0.7,54.2,9.8,0.0,1.0,5.3,0.0,63.7,86.2,36.3,13.8,47,4.0,13.0,9.0,4.0,,0.0,20.0,4.0,0.0,,,0.0,30.0,21.0,25.6,40.1,38.5,63.8,25.6,40.1,38.5,62.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,24245,0.692536204976,SHORT,-35183,-0.925113723015,LONG,1017,0.359490986214,LONG
6,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-07-25,25.07.2006,232741,CME,0,232,62339,1108,43881,566,1964,906,363,36059,5412,0,546,2728,0,40606,53856,21733,8483,7690.0,-316.0,7274.0,-350.0,41.0,0.0,0.0,6432.0,30.0,0.0,0.0,-187.0,0.0,5807.0,6767.0,1883.0,923.0,100,1.8,70.4,0.9,3.2,1.5,0.6,57.8,8.7,0.0,0.9,4.4,0.0,65.1,86.4,34.9,13.6,49,4.0,13.0,9.0,4.0,,0.0,21.0,4.0,0.0,,,0.0,30.0,22.0,26.8,45.5,41.0,64.9,26.8,45.5,41.0,64.1,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,30647,0.738998336187,SHORT,-42773,-0.950743515081,LONG,1058,0.368641114983,LONG
7,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-08-01,01.08.2006,232741,CME,0,232,67931,1110,53256,914,1971,906,363,38784,2889,0,546,1507,0,43688,59835,24243,8096,5592.0,2.0,9375.0,348.0,7.0,0.0,0.0,2725.0,-2523.0,0.0,0.0,-1221.0,0.0,3082.0,5979.0,2510.0,-387.0,100,1.6,78.4,1.3,2.9,1.3,0.5,57.1,4.3,0.0,0.8,2.2,0.0,64.3,88.1,35.7,11.9,52,4.0,15.0,9.0,4.0,,0.0,24.0,4.0,0.0,,,0.0,33.0,22.0,22.2,50.0,35.0,69.0,22.2,50.0,35.0,67.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,35895,0.861349074941,SHORT,-52146,-0.959165655005,LONG,1065,0.370177267987,LONG
8,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-08-08,08.08.2006,232741,CME,0,232,65353,627,51956,780,2163,906,363,35632,2293,0,1445,984,0,41010,57282,24343,8071,-2578.0,-483.0,-1300.0,-134.0,192.0,0.0,0.0,-3152.0,-596.0,0.0,899.0,-523.0,0.0,-2678.0,-2553.0,100.0,-25.0,100,1.0,79.5,1.2,3.3,1.4,0.6,54.5,3.5,0.0,2.2,1.5,0.0,62.8,87.7,37.2,12.3,51,4.0,15.0,9.0,4.0,,0.0,25.0,4.0,0.0,,,0.0,34.0,20.0,21.4,51.9,33.1,70.1,21.4,51.9,33.1,69.0,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,33339,0.879077125906,SHORT,-51329,-0.976151988285,LONG,1257,0.409579667644,LONG
9,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-08-15,15.08.2006,232741,CME,0,232,72893,527,59716,538,2169,906,363,42703,3162,0,1135,1061,0,47435,65746,25458,7147,7540.0,-100.0,7760.0,-242.0,6.0,0.0,0.0,7071.0,869.0,0.0,-310.0,77.0,0.0,6425.0,8464.0,1115.0,-924.0,100,0.7,81.9,0.7,3.0,1.2,0.5,58.6,4.3,0.0,1.6,1.5,0.0,65.1,90.2,34.9,9.8,54,4.0,14.0,9.0,4.0,,0.0,27.0,4.0,0.0,,,0.0,36.0,21.0,25.3,54.0,36.3,73.4,25.3,53.7,36.3,72.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,39541,0.862117082743,SHORT,-59189,-0.982504191358,LONG,1263,0.410731707317,LONG
