,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Pos,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Pos,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Pos,Asset_Mgr_Diff,Asset_Mgr_Signal1
0,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-06-13,13.06.2006,098662,ICUS,1,98,40169,22701,13108,1528,0,846,0,9601,15488,4314,269,1619,100,38513,37003,1656,3166,,,,,,,,,,,,,,,,,,100,56.5,32.6,3.8,0.0,2.1,0.0,23.9,38.6,10.7,0.7,4.0,0.2,95.9,92.1,4.1,7.9,45,5.0,,5.0,0.0,,0.0,8.0,15.0,7.0,4.0,5.0,,22.0,36.0,79.9,60.7,89.4,76.9,72.3,57.3,78.3,67.7,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,-5887,-0.234644664993,LONG,9593,0.267893546315,SHORT,-846,-1.0,SHORT
1,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-06-20,20.06.2006,098662,ICUS,1,98,24660,7944,1341,977,0,859,0,9474,13918,3241,1704,1629,0,23340,21965,1320,2695,-15509.0,-14757.0,-11767.0,-551.0,0.0,13.0,0.0,-127.0,-1570.0,-1073.0,1435.0,10.0,-100.0,-15173.0,-15038.0,-336.0,-471.0,100,32.2,5.4,4.0,0.0,3.5,0.0,38.4,56.4,13.1,6.9,6.6,0.0,94.6,89.1,5.4,10.9,50,4.0,,5.0,0.0,,0.0,9.0,16.0,4.0,9.0,6.0,0.0,26.0,31.0,65.0,49.5,81.1,70.2,60.0,46.3,70.4,58.2,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,-4444,-0.189979480164,LONG,6603,0.711147011309,SHORT,-859,-1.0,SHORT
2,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-06-27,27.06.2006,098662,ICUS,1,98,20784,3595,1847,266,0,667,0,10625,11424,2004,2808,2004,21,19319,18233,1465,2551,-3876.0,-4349.0,506.0,-711.0,0.0,-192.0,0.0,1151.0,-2494.0,-1237.0,1104.0,375.0,21.0,-4021.0,-3732.0,145.0,-144.0,100,17.3,8.9,1.3,0.0,3.2,0.0,51.1,55.0,9.6,13.5,9.6,0.1,93.0,87.7,7.0,12.3,56,5.0,,5.0,0.0,,0.0,12.0,16.0,4.0,10.0,7.0,0.0,32.0,32.0,53.0,48.8,77.8,67.6,50.2,45.8,68.6,60.0,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,-799,-0.0362374710871,LONG,1748,0.321205439177,SHORT,-667,-1.0,SHORT
3,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-07-03,03.07.2006,098662,ICUS,1,98,18821,3199,1879,269,0,658,0,11033,9336,2010,1315,1893,61,17887,16106,934,2715,-1963.0,-396.0,32.0,3.0,0.0,-9.0,0.0,408.0,-2088.0,6.0,-1493.0,-111.0,40.0,-1432.0,-2127.0,-531.0,164.0,100,17.0,10.0,1.4,0.0,3.5,0.0,58.6,49.6,10.7,7.0,10.1,0.3,95.0,85.6,5.0,14.4,51,6.0,,5.0,0.0,,0.0,9.0,15.0,4.0,8.0,7.0,0.0,26.0,32.0,63.7,47.2,81.1,66.6,58.4,43.9,71.7,57.9,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,1697,0.0833128774118,SHORT,1320,0.259944860181,SHORT,-658,-1.0,SHORT
4,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-07-11,11.07.2006,098662,ICUS,1,98,20530,3861,1764,385,0,873,0,12048,10289,2039,1051,2152,40,19424,17542,1106,2988,1709.0,662.0,-115.0,116.0,0.0,215.0,0.0,1015.0,953.0,29.0,-264.0,259.0,-21.0,1537.0,1436.0,172.0,273.0,100,18.8,8.6,1.9,0.0,4.3,0.0,58.7,50.1,9.9,5.1,10.5,0.2,94.6,85.4,5.4,14.6,55,5.0,,5.0,0.0,,0.0,8.0,18.0,4.0,8.0,10.0,0.0,24.0,39.0,63.7,43.6,82.1,62.6,59.9,40.0,72.8,54.8,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,1759,0.0787482652102,SHORT,2097,0.3728,SHORT,-873,-1.0,SHORT
5,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-07-18,18.07.2006,098662,ICUS,1,98,17233,1416,2746,103,95,608,0,9653,6000,2870,1358,2081,8,15503,14416,1730,2817,-3297.0,-2445.0,982.0,-282.0,95.0,-265.0,0.0,-2395.0,-4289.0,831.0,307.0,-71.0,-32.0,-3921.0,-3126.0,624.0,-171.0,100,8.2,15.9,0.6,0.6,3.5,0.0,56.0,34.8,16.7,7.9,12.1,0.0,90.0,83.7,10.0,16.3,59,5.0,5.0,5.0,0.0,,0.0,13.0,13.0,6.0,12.0,9.0,0.0,35.0,33.0,60.9,46.8,75.5,63.1,56.4,40.0,61.5,48.8,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,3653,0.233373794161,SHORT,-1330,-0.319557904853,LONG,-513,-0.72972972973,SHORT
6,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-07-25,25.07.2006,098662,ICUS,1,98,16878,1245,4075,0,101,623,0,10588,5288,2415,966,1968,58,15373,14427,1505,2451,-355.0,-171.0,1329.0,-103.0,6.0,15.0,0.0,935.0,-712.0,-455.0,-392.0,-113.0,50.0,-130.0,11.0,-225.0,-366.0,100,7.4,24.1,0.0,0.6,3.7,0.0,62.7,31.3,14.3,5.7,11.7,0.3,91.1,85.5,8.9,14.5,55,5.0,6.0,0.0,0.0,,0.0,14.0,11.0,6.0,9.0,9.0,0.0,32.0,31.0,66.0,47.5,75.6,63.7,58.4,41.3,64.9,54.2,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,5300,0.333837238599,SHORT,-2830,-0.531954887218,LONG,-522,-0.720994475138,SHORT
7,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-08-01,01.08.2006,098662,ICUS,1,98,15676,1307,2786,252,0,677,0,9942,4999,2155,725,1849,7,14388,12725,1288,2951,-1202.0,62.0,-1289.0,252.0,-101.0,54.0,0.0,-646.0,-289.0,-260.0,-241.0,-119.0,-51.0,-985.0,-1702.0,-217.0,500.0,100,8.3,17.8,1.6,0.0,4.3,0.0,63.4,31.9,13.7,4.6,11.8,0.0,91.8,81.2,8.2,18.8,49,5.0,5.0,0.0,0.0,,0.0,10.0,13.0,5.0,6.0,8.0,0.0,23.0,33.0,74.0,51.2,81.3,62.6,62.9,43.8,69.2,51.3,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,4943,0.330834616157,SHORT,-1479,-0.361348644026,LONG,-677,-1.0,SHORT
8,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-08-08,08.08.2006,098662,ICUS,1,98,18272,2433,1406,913,0,936,0,11387,7205,2130,455,2248,7,17325,14845,947,3427,2596.0,1126.0,-1380.0,661.0,0.0,259.0,0.0,1445.0,2206.0,-25.0,-270.0,399.0,0.0,2937.0,2120.0,-341.0,476.0,100,13.3,7.7,5.0,0.0,5.1,0.0,62.3,39.4,11.7,2.5,12.3,0.0,94.8,81.2,5.2,18.8,54,5.0,5.0,0.0,0.0,,0.0,7.0,18.0,5.0,4.0,13.0,0.0,19.0,41.0,72.4,41.9,85.3,57.4,64.3,32.8,72.4,44.9,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,4182,0.22493545611,SHORT,1027,0.267517582704,SHORT,-936,-1.0,SHORT
9,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-08-15,15.08.2006,098662,ICUS,1,98,18471,2830,1432,887,0,945,0,11182,7481,2159,373,2252,7,17438,15163,1033,3308,199.0,397.0,26.0,-26.0,0.0,9.0,0.0,-205.0,276.0,29.0,-82.0,4.0,0.0,113.0,318.0,86.0,-119.0,100,15.3,7.8,4.8,0.0,5.1,0.0,60.5,40.5,11.7,2.0,12.2,0.0,94.4,82.1,5.6,17.9,54,5.0,5.0,0.0,0.0,,0.0,6.0,19.0,5.0,4.0,13.0,0.0,20.0,42.0,68.2,41.5,86.5,56.7,63.3,32.2,73.9,44.8,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,3701,0.198306810266,SHORT,1398,0.328015016424,SHORT,-945,-1.0,SHORT
