,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_GBPUSD,PUT_GBPUSD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
75,75,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2007-11-20,20.11.2007,96742,CME,0,96,122587,43477,63804,2182,968,23587,554,50194,11736,1108,1065,1036,286,99834,104293,22753,18294,-988.0,9357.0,-7468.0,398.0,-850.0,5016.0,-64.0,-9173.0,1017.0,442.0,-116.0,286.0,286.0,280.0,-87.0,-1268.0,-901.0,100,35.5,52.0,1.8,0.8,19.2,0.5,40.9,9.6,0.9,0.9,0.8,0.2,81.4,85.1,18.6,14.9,78,8.0,15.0,6.0,,8.0,,26.0,16.0,4.0,,,,48.0,44.0,45.9,39.1,57.7,55.8,45.3,38.4,57.1,54.8,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.620991441951,SHORT,-0.189474371044,LONG,-0.921156587253,SHORT,2007-11-26,2552.16,2821.99,0.163038153626,2552.16,-67406.74,0.0171073124615,-0.192715768313,-0.314161303144,2552.16,-69049.52,0.157252469884,0.36584854861,2552.16,-81975.85
76,76,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2007-11-27,27.11.2007,96742,CME,0,96,121270,42179,58812,2994,968,23936,554,52094,13752,978,0,700,0,99767,101726,21503,19544,-1317.0,-1298.0,-4992.0,812.0,0.0,349.0,0.0,1900.0,2016.0,-130.0,-1065.0,-336.0,-286.0,-67.0,-2567.0,-1250.0,1250.0,100,34.8,48.5,2.5,0.8,19.7,0.5,43.0,11.3,0.8,0.0,0.6,0.0,82.3,83.9,17.7,16.1,76,7.0,15.0,6.0,,8.0,,25.0,18.0,,0.0,,0.0,44.0,44.0,47.0,39.7,59.4,54.3,46.4,38.6,58.8,52.6,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.582298089482,SHORT,-0.164697844362,LONG,-0.922261484099,SHORT,2007-12-03,2504.68,3061.8,0.024776526682,2504.68,-64902.06,0.00696453327482,-0.165844887979,-0.183803295108,2504.68,-66544.84,0.150880328588,0.363887186083,2504.68,-79471.17
77,77,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2007-12-04,04.12.2007,96742,CME,0,96,117681,41477,61877,4113,553,18144,396,46578,11747,323,0,495,0,93440,97095,24241,20586,-3589.0,-702.0,3065.0,1119.0,-415.0,-5792.0,-158.0,-5516.0,-2005.0,-655.0,0.0,-205.0,0.0,-6327.0,-4631.0,2738.0,1042.0,100,35.2,52.6,3.5,0.5,15.4,0.3,39.6,10.0,0.3,0.0,0.4,0.0,79.4,82.5,20.6,17.5,72,7.0,16.0,6.0,,8.0,,25.0,14.0,,0.0,,0.0,41.0,41.0,47.6,37.4,58.1,52.1,46.2,36.1,56.7,50.2,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.597188169739,SHORT,-0.197379878863,LONG,-0.940846125047,SHORT,2007-12-10,2005.25,-1195.33,-0.032682034501,2005.25,-62896.81,0.00274941219354,-0.197922557509,-0.172671775517,2005.25,-64539.59,0.145491927798,0.361511698292,2005.25,-77465.92
78,78,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2007-12-11,11.12.2007,96742,CME,0,96,157832,87879,51135,16488,565,56573,313,35142,14164,399,0,0,0,140786,139072,17046,18760,40151.0,46402.0,-10742.0,12375.0,12.0,38429.0,-83.0,-11436.0,2417.0,76.0,0.0,-495.0,0.0,47346.0,41977.0,-7195.0,-1826.0,100,55.7,32.4,10.4,0.4,35.8,0.2,22.3,9.0,0.3,0.0,0.0,0.0,89.2,88.1,10.8,11.9,64,9.0,17.0,7.0,,7.0,,16.0,14.0,,0.0,0.0,0.0,34.0,42.0,63.2,56.4,75.3,65.8,59.4,49.8,68.6,58.5,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.425465460593,SHORT,0.264318701713,SHORT,-0.980223318982,SHORT,2007-12-17,2660.45,-12377.69,0.461698580576,-12377.69,-75274.5,0.0390168388377,0.2746315819,-0.08409712828,0.0,-64539.59,0.218040358562,0.606720563239,-12377.69,-89843.61
79,79,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2007-12-18,18.12.2007,96742,CME,0,96,66527,9725,11989,7172,1824,14485,588,30481,13248,389,0,496,0,50179,48367,16348,18160,-91305.0,-78154.0,-39146.0,-9316.0,1259.0,-42088.0,275.0,-4661.0,-916.0,-10.0,0.0,496.0,0.0,-90607.0,-90705.0,-698.0,-600.0,100,14.6,18.0,10.8,2.7,21.8,0.9,45.8,19.9,0.6,0.0,0.7,0.0,75.4,72.7,24.6,27.3,55,6.0,8.0,,,7.0,,15.0,15.0,,0.0,,0.0,27.0,36.0,44.1,30.6,58.7,43.8,40.9,22.5,50.0,34.6,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.394086304283,SHORT,-0.104264529796,LONG,-0.77631982341,SHORT,2007-12-24,-1397.85,2824.35,-0.368583231509,-1397.85,-76672.35,-0.0218920718183,-0.101981963222,0.176406542129,2824.35,-61715.24,0.244745781844,0.638770963325,-1397.85,-91241.46
80,80,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2007-12-24,24.12.2007,96742,CME,0,96,74898,13818,12135,7409,2077,14474,588,32125,18515,224,733,496,0,56974,53841,17924,21057,8371.0,4093.0,146.0,237.0,253.0,-11.0,0.0,1644.0,5267.0,-165.0,733.0,0.0,0.0,6795.0,5474.0,1576.0,2897.0,100,18.4,16.2,9.9,2.8,19.3,0.8,42.9,24.7,0.3,1.0,0.7,0.0,76.1,71.9,23.9,28.1,58,8.0,7.0,,,6.0,,13.0,19.0,,,,0.0,28.0,38.0,41.9,29.4,57.6,40.8,41.9,21.3,49.6,32.8,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.268759873618,SHORT,0.0648479944515,SHORT,-0.749018186212,SHORT,2007-12-31,2214.4,2700.1,0.169112524248,2700.1,-73972.25,0.0175529241708,0.0659862663807,-0.0634043387136,0.0,-61715.24,0.237152053877,0.590708667131,2700.1,-88541.36
81,81,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2007-12-31,31.12.2007,96742,CME,0,96,78638,24356,11520,7193,2160,14812,688,28971,22679,504,0,496,0,63872,57892,14766,20746,3740.0,10538.0,-615.0,-216.0,83.0,338.0,100.0,-3154.0,4164.0,280.0,-733.0,0.0,0.0,6898.0,4051.0,-3158.0,-311.0,100,31.0,14.6,9.1,2.7,18.8,0.9,36.8,28.8,0.6,0.0,0.6,0.0,81.2,73.6,18.8,26.4,63,11.0,6.0,,,7.0,4.0,11.0,24.0,,0.0,,0.0,30.0,42.0,48.5,27.8,64.5,40.0,48.5,20.2,57.2,32.4,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.121819941917,SHORT,0.357787936225,SHORT,-0.74546311572,SHORT,2008-01-07,2390.85,2847.79,0.292939941774,2847.79,-71124.46,0.0266368195435,0.367318268917,0.137440860323,2847.79,-58867.45,0.246208929085,0.472219420248,2847.79,-85693.57
82,82,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-01-08,08.01.2008,96742,CME,0,96,86731,25417,12923,9523,2761,15254,589,29616,24860,498,723,496,0,69127,64143,17604,22588,8093.0,1061.0,1403.0,2330.0,601.0,442.0,-99.0,645.0,2181.0,-6.0,723.0,0.0,0.0,5255.0,6251.0,2838.0,1842.0,100,29.3,14.9,11.0,3.2,17.6,0.7,34.1,28.7,0.6,0.8,0.6,0.0,79.7,74.0,20.3,26.0,71,10.0,8.0,,4.0,6.0,5.0,15.0,26.0,,,,0.0,35.0,46.0,44.0,25.8,58.2,40.5,43.4,19.2,50.6,31.9,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.0873045010647,SHORT,0.325873761085,SHORT,-0.693477657508,SHORT,2008-01-14,2229.52,2551.16,-0.03191417514,2551.16,-68573.3,0.00280574183552,0.32678807873,0.350347970426,2551.16,-56316.29,0.230792891673,0.51569988521,2551.16,-83142.41
83,83,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-01-15,15.01.2008,96742,CME,0,96,84161,18859,10357,9665,2541,14713,589,32162,23161,1286,0,496,0,65102,60267,19059,23894,-2570.0,-6558.0,-2566.0,142.0,-220.0,-541.0,0.0,2546.0,-1699.0,788.0,-723.0,0.0,0.0,-4025.0,-3876.0,1455.0,1306.0,100,22.4,12.3,11.5,3.0,17.5,0.7,38.2,27.5,1.5,0.0,0.6,0.0,77.4,71.6,22.6,28.4,72,12.0,7.0,4.0,4.0,6.0,5.0,17.0,25.0,6.0,0.0,,0.0,39.0,48.0,31.0,25.1,47.2,39.7,28.2,18.3,39.4,30.8,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.162699058258,SHORT,0.291004928806,SHORT,-0.70545960357,SHORT,2008-01-21,-18443.35,2817.45,-0.034868832279,2817.45,-65755.85,0.00258899019159,0.291758337712,0.317686059476,2817.45,-53498.84,0.216922019694,0.474340879259,2817.45,-80324.96
84,84,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-01-22,22.01.2008,96742,CME,0,96,93381,29506,13097,10677,2155,11880,387,30706,27180,2413,0,1296,0,75844,66930,17537,26451,9220.0,10647.0,2740.0,1012.0,-386.0,-2833.0,-202.0,-1456.0,4019.0,1127.0,0.0,800.0,0.0,10742.0,6663.0,-1522.0,2557.0,100,31.6,14.0,11.4,2.3,12.7,0.4,32.9,29.1,2.6,0.0,1.4,0.0,81.2,71.7,18.8,28.3,70,10.0,8.0,6.0,,5.0,,14.0,28.0,6.0,0.0,,0.0,34.0,51.0,33.6,25.3,51.5,39.0,31.8,17.1,46.1,28.4,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.0609128286632,SHORT,0.385160669436,SHORT,-0.692910580691,SHORT,2008-01-28,2344.7,2657.47,0.09415574063,2657.47,-63098.38,0.0120541453586,0.389803452132,0.314716574404,2657.47,-50841.37,0.206812630045,0.470959081804,2657.47,-77667.49
85,85,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-01-29,29.01.2008,96742,CME,0,96,92484,26809,19827,10307,2649,12698,302,36286,25174,1011,0,1497,0,77364,70816,15120,21668,-897.0,-2697.0,6730.0,-370.0,494.0,818.0,-85.0,5580.0,-2006.0,-1402.0,0.0,201.0,0.0,1520.0,3886.0,-2417.0,-4783.0,100,29.0,21.4,11.1,2.9,13.7,0.3,39.2,27.2,1.1,0.0,1.6,0.0,83.7,76.6,16.3,23.4,76,9.0,9.0,4.0,4.0,7.0,,17.0,27.0,5.0,0.0,,0.0,37.0,50.0,35.8,28.2,53.1,41.5,33.7,18.8,49.5,31.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.180800520664,SHORT,0.149712668325,SHORT,-0.654785951652,SHORT,2008-02-04,2105.99,-3249.69,-0.235448001111,-3249.69,-66348.07,-0.0121253616056,0.147897348085,0.328217472312,-3249.69,-54091.06,0.21282178603,0.414525527416,-3249.69,-80917.18
86,86,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-02-05,05.02.2008,96742,CME,0,96,93616,27744,14983,10909,4693,11161,304,31480,28744,1795,0,1497,0,76925,69393,16691,24223,1132.0,935.0,-4844.0,602.0,2044.0,-1537.0,2.0,-4806.0,3570.0,784.0,0.0,0.0,0.0,-439.0,-1423.0,1571.0,2555.0,100,29.6,16.0,11.7,5.0,11.9,0.3,33.6,30.7,1.9,0.0,1.6,0.0,82.2,74.1,17.8,25.9,74,11.0,8.0,5.0,5.0,5.0,,16.0,26.0,6.0,0.0,,0.0,38.0,49.0,35.2,24.6,50.9,38.3,32.9,17.4,44.3,30.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.0454303931987,SHORT,0.298663608491,SHORT,-0.407972751356,SHORT,2008-02-11,2418.41,2735.48,0.148950940166,2735.48,-63612.59,0.0160738840357,0.3034642927,0.186613058175,2735.48,-51355.58,0.207400500901,0.392027367181,2735.48,-78181.7
87,87,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-02-12,12.02.2008,96742,CME,0,96,96936,33111,13883,11016,4332,11784,215,28064,30734,1553,896,1496,0,79187,70681,17749,26255,3320.0,5367.0,-1100.0,107.0,-361.0,623.0,-89.0,-3416.0,1990.0,-242.0,896.0,-1.0,0.0,2262.0,1288.0,1058.0,2032.0,100,34.2,14.3,11.4,4.5,12.2,0.2,29.0,31.7,1.6,0.9,1.5,0.0,81.7,72.9,18.3,27.1,77,11.0,8.0,5.0,4.0,7.0,,17.0,26.0,6.0,,,0.0,39.0,51.0,36.8,24.9,52.1,37.0,34.6,17.7,45.8,28.5,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.0454097078132,LONG,0.409158615994,SHORT,-0.462397617275,SHORT,2008-02-18,2050.67,2350.75,0.110495007503,2350.75,-61261.84,0.0132527828955,0.414581106302,0.326483807966,2350.75,-49004.83,0.199451287775,0.337324617612,2350.75,-75830.95
88,88,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-02-19,19.02.2008,96742,CME,0,96,94673,39363,13503,9896,4380,11497,180,19862,29718,1730,972,1196,0,76383,67720,18290,26953,-2263.0,6252.0,-380.0,-1120.0,48.0,-287.0,-35.0,-8202.0,-1016.0,177.0,76.0,-300.0,0.0,-2804.0,-2961.0,541.0,698.0,100,41.6,14.3,10.5,4.6,12.1,0.2,21.0,31.4,1.8,1.0,1.3,0.0,80.7,71.5,19.3,28.5,71,11.0,7.0,6.0,4.0,6.0,,14.0,25.0,5.0,,,0.0,36.0,48.0,39.8,24.7,54.9,37.6,38.8,18.1,48.4,30.2,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.198789834611,LONG,0.489161275678,SHORT,-0.44825848712,SHORT,2008-02-25,-5962.09,1992.13,0.080002659684,1992.13,-59269.71,0.0110158849387,0.494549820007,0.429652504957,1992.13,-47012.7,0.190475980574,0.348430903356,1992.13,-73838.82
89,89,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-02-26,26.02.2008,96742,CME,0,96,95018,32526,28764,11073,4402,10046,179,26307,17868,955,1026,1596,0,76468,70481,18550,24537,345.0,-6837.0,15261.0,1177.0,22.0,-1451.0,-1.0,6445.0,-11850.0,-775.0,54.0,400.0,0.0,85.0,2761.0,260.0,-2416.0,100,34.2,30.3,11.7,4.6,10.6,0.2,27.7,18.8,1.0,1.1,1.7,0.0,80.5,74.2,19.5,25.8,71,9.0,11.0,9.0,4.0,5.0,,19.0,18.0,5.0,,,0.0,43.0,44.0,38.3,32.8,49.7,45.7,35.3,26.1,44.4,37.6,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.19103565365,SHORT,0.0613803230543,SHORT,-0.390642303433,SHORT,2008-03-03,-10291.53,2488.47,-0.427780952624,2488.47,-56781.24,-0.0262347764927,0.0597700239979,0.386107375275,2488.47,-44524.23,0.237779679294,0.53677631966,2488.47,-71350.35
90,90,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-03-04,04.03.2008,96742,CME,0,96,100067,28849,40982,10502,4373,11027,190,33509,12758,89,1333,896,0,78845,76444,21222,23623,5049.0,-3677.0,12218.0,-571.0,-29.0,981.0,11.0,7202.0,-5110.0,-866.0,307.0,-700.0,0.0,2377.0,5963.0,2672.0,-914.0,100,28.8,41.0,10.5,4.4,11.0,0.2,33.5,12.7,0.1,1.3,0.9,0.0,78.8,76.4,21.2,23.6,68,8.0,11.0,8.0,4.0,7.0,,18.0,16.0,,,,0.0,40.0,41.0,36.4,42.5,48.3,52.9,34.3,36.1,44.8,45.6,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.448505414226,SHORT,-0.173748048861,LONG,-0.432077922078,SHORT,2008-03-10,2223.34,2436.19,-0.235128371915,2223.34,-54557.9,-0.0121019138246,-0.171645364946,0.00545415793411,0.0,-44524.23,0.238641553998,0.533566504257,2223.34,-69127.01
91,91,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-03-11,11.03.2008,96742,CME,0,96,109031,32116,43516,15565,4081,11176,511,36270,13572,745,2808,1031,0,92096,86116,16935,22915,8964.0,3267.0,2534.0,5063.0,-292.0,149.0,321.0,2761.0,814.0,656.0,1475.0,135.0,0.0,13251.0,9672.0,-4287.0,-708.0,100,29.5,39.9,14.3,3.7,10.3,0.5,33.3,12.4,0.7,2.6,0.9,0.0,84.5,79.0,15.5,21.0,70,10.0,10.0,9.0,4.0,7.0,,15.0,19.0,8.0,,,0.0,42.0,47.0,33.6,43.4,49.1,52.9,32.1,34.5,45.0,42.8,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.455399061033,SHORT,-0.150729849799,LONG,-0.465032444124,SHORT,2008-03-17,2606.48,2856.61,0.023018199062,2606.48,-51951.42,0.00683554355307,-0.151760170252,-0.168470957995,2606.48,-41917.75,0.223788399307,0.571616253976,2606.48,-66520.53
92,92,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-03-18,18.03.2008,96742,CME,0,96,83249,9681,37302,688,5503,10967,815,47386,14095,5,1957,971,0,66035,64843,17214,18406,-25782.0,-22435.0,-6214.0,-14877.0,1422.0,-209.0,304.0,11116.0,523.0,-740.0,-851.0,-60.0,0.0,-26061.0,-21273.0,279.0,-4509.0,100,11.6,44.8,0.8,6.6,13.2,1.0,56.9,16.9,0.0,2.4,1.2,0.0,79.3,77.9,20.7,22.1,71,,13.0,4.0,6.0,7.0,,24.0,15.0,,,,0.0,38.0,41.0,32.6,32.3,45.6,47.3,32.4,32.3,45.4,47.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.541484361022,SHORT,-0.587893493391,LONG,-0.331754705525,SHORT,2008-03-24,2659.15,2901.26,-0.437163643592,2659.15,-49292.27,-0.026923084339,-0.572065587286,-0.251850426796,2659.15,-39258.6,0.26326484696,0.593577635594,2659.15,-63861.38
93,93,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-03-25,25.03.2008,96742,CME,0,96,78111,15953,28341,932,2786,11222,978,41391,16295,8,557,1215,0,62605,58991,15506,19120,-5138.0,6272.0,-8961.0,244.0,-2717.0,255.0,163.0,-5995.0,2200.0,3.0,-1400.0,244.0,0.0,-3430.0,-5852.0,-1708.0,714.0,100,20.4,36.3,1.2,3.6,14.4,1.3,53.0,20.9,0.0,0.7,1.6,0.0,80.1,75.5,19.9,24.5,69,7.0,12.0,4.0,4.0,7.0,,18.0,18.0,,,,0.0,34.0,43.0,34.0,27.5,50.7,42.6,33.5,27.5,50.2,42.6,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.435044898242,SHORT,-0.279676705649,LONG,-0.602227298686,SHORT,2008-03-31,2473.05,2796.68,0.308216787742,2473.05,-46819.22,0.0277575186033,-0.287439837009,-0.515784615859,2473.05,-36785.55,0.270005174148,0.559038676843,2473.05,-61388.33
94,94,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-04-01,01.04.2008,96742,CME,0,96,98868,47316,28784,1890,2786,11580,1250,27107,31098,710,1596,1258,0,82655,76570,16213,22298,20757.0,31363.0,443.0,958.0,0.0,358.0,272.0,-14284.0,14803.0,702.0,1039.0,43.0,0.0,20050.0,17579.0,707.0,3178.0,100,47.9,29.1,1.9,2.8,11.7,1.3,27.4,31.5,0.7,1.6,1.3,0.0,83.6,77.4,16.4,22.6,76,10.0,12.0,7.0,4.0,8.0,,15.0,22.0,,,,0.0,38.0,50.0,49.8,28.0,62.9,40.8,49.2,27.6,62.4,40.4,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.0685679924405,LONG,0.243521681997,SHORT,-0.612139774467,SHORT,2008-04-07,2062.16,2396.07,0.523198387646,2396.07,-44423.15,0.0435284229766,0.254121796775,-0.151565065067,2062.16,-34723.39,0.315196484326,0.627722167269,2396.07,-58992.26
95,95,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-04-08,08.04.2008,96742,CME,0,96,99529,50297,24231,2048,2982,10955,1397,25117,36652,185,1316,1265,0,83342,76733,16187,22796,661.0,2981.0,-4553.0,158.0,196.0,-625.0,147.0,-1990.0,5554.0,-525.0,-280.0,7.0,0.0,687.0,163.0,-26.0,498.0,100,50.5,24.3,2.1,3.0,11.0,1.4,25.2,36.8,0.2,1.3,1.3,0.0,83.7,77.1,16.3,22.9,68,8.0,11.0,6.0,5.0,5.0,,12.0,23.0,,,,0.0,30.0,47.0,52.5,30.7,66.6,44.6,52.5,30.3,65.9,44.2,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.186744159692,LONG,0.349747745814,SHORT,-0.572074334505,SHORT,2008-04-14,2017.95,2329.78,0.106226063817,2329.78,-42093.37,0.0129396160818,0.35427334737,0.270102081687,2329.78,-32393.61,0.295697688055,0.571700565799,2329.78,-56662.48
96,96,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-04-15,15.04.2008,96742,CME,0,96,113459,67882,29931,5128,3007,12273,1397,21996,38415,0,0,1215,0,99410,88359,14049,25100,13930.0,17585.0,5700.0,3080.0,25.0,1318.0,0.0,-3121.0,1763.0,-185.0,-1316.0,-50.0,0.0,16068.0,11626.0,-2138.0,2304.0,100,59.8,26.4,4.5,2.7,10.8,1.2,19.4,33.9,0.0,0.0,1.1,0.0,87.6,77.9,12.4,22.1,78,8.0,14.0,6.0,5.0,6.0,,15.0,28.0,0.0,0.0,,0.0,33.0,53.0,62.3,31.1,70.1,45.8,61.4,28.2,68.3,42.2,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.271788250484,LONG,0.387995460726,SHORT,-0.606413612565,SHORT,2008-04-21,2178.38,2589.86,0.038247714912,2589.86,-39503.51,0.00795277050751,0.391081099583,0.359667750719,2589.86,-29803.75,0.275785533533,0.62779976076,2589.86,-54072.62
97,97,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-04-22,22.04.2008,96742,CME,0,96,115364,56887,48615,4923,2788,12493,1141,32239,22546,69,1060,2912,0,99107,92699,16257,22665,1905.0,-10995.0,18684.0,-205.0,-219.0,220.0,-256.0,10243.0,-15869.0,69.0,1060.0,1697.0,0.0,-303.0,4340.0,2208.0,-2435.0,100,49.3,42.1,4.3,2.4,10.8,1.0,27.9,19.5,0.1,0.9,2.5,0.0,85.9,80.4,14.1,19.6,77,7.0,15.0,7.0,4.0,7.0,,17.0,22.0,,,4.0,0.0,38.0,51.0,60.9,40.2,68.4,52.6,60.3,37.2,66.9,49.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.176927991238,SHORT,0.0784060965669,SHORT,-0.635102414763,SHORT,2008-04-28,2199.24,1039.38,-0.309589364159,1039.38,-38464.13,-0.0175643217178,0.0770289466622,0.313363497351,1039.38,-28764.37,0.280769729628,0.627994254356,1039.38,-53033.24
98,98,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-04-29,29.04.2008,96742,CME,0,96,131121,92552,49157,5556,2788,12762,531,15763,35938,25,889,2215,0,118104,106184,13017,24937,15757.0,35665.0,542.0,633.0,0.0,269.0,-610.0,-16476.0,13392.0,-44.0,-171.0,-697.0,0.0,18997.0,13485.0,-3240.0,2272.0,100,70.6,37.5,4.2,2.1,9.7,0.4,12.0,27.4,0.0,0.7,1.7,0.0,90.1,81.0,9.9,19.0,74,9.0,13.0,10.0,4.0,6.0,,11.0,27.0,,,,0.0,34.0,54.0,72.0,35.0,77.8,48.5,70.7,32.1,75.5,45.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.390224560453,LONG,0.306226139483,SHORT,-0.641414790997,SHORT,2008-05-05,1998.98,2268.06,0.227820042916,2268.06,-36196.07,0.0218596679262,0.312920141202,0.134689467279,2268.06,-26496.31,0.274485802622,0.46792559049,2268.06,-50765.18
