,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,NonComm_Pos,NonComm_Diff,NonComm_Signal1,Comm_Pos,Comm_Diff,Comm_Signal1
0,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-09-04,04.09.2007,007601,CBT,0,7,313764,75289,55974,40642,163100,187310,279031,283926,34733,29838,263064,74189,60321,24872,135161,152083,234222,237276,28842,25788,50700,10839,5392,6031,27939,35227,44809,46650,5891,4050,-871.0,4192.0,-8580.0,-2100.0,-4361.0,11552.0,-2269.0,872.0,1398.0,-1743.0,100,24.0,17.8,13.0,52.0,59.7,88.9,90.5,11.1,9.5,100,28.2,22.9,9.5,51.4,57.8,89.0,90.2,11.0,9.8,100,21.4,10.6,11.9,55.1,69.5,88.4,92.0,11.6,8.0,257,77,72,80,61,62,192,184,255,78,79,73,57,61,181,181,98,27,21,17,37,27,71,58,15.3,25.3,25.9,38.1,14.7,21.1,23.4,31.5,17.1,24.4,27.9,36.1,16.8,22.5,25.9,32.3,26.4,43.3,45.8,62.9,24.3,43.0,38.9,57.5,"(CONTRACTS OF 60,000 POUNDS)",19315,0.147147330169,SHORT,-24210,-0.0690904939928,LONG
1,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-09-11,11.09.2007,007601,CBT,0,7,284376,57944,36558,45303,149895,181226,253142,263087,31234,21289,235873,49209,42464,30040,129969,145099,209218,217603,26655,18270,48503,18098,3457,5900,19926,36127,43924,45484,4579,3019,5327.0,5446.0,3775.0,-1700.0,-544.0,1749.0,3202.0,3824.0,2125.0,1503.0,100,20.4,12.9,15.9,52.7,63.7,89.0,92.5,11.0,7.5,100,20.9,18.0,12.7,55.1,61.5,88.7,92.3,11.3,7.7,100,37.3,7.1,12.2,41.1,74.5,90.6,93.8,9.4,6.2,221,58,65,61,57,59,164,154,217,58,75,49,55,57,151,148,95,28,22,17,31,25,66,57,21.4,33.7,37.3,44.5,18.5,30.5,29.0,39.4,24.3,29.4,41.8,40.8,22.4,27.1,34.0,36.0,32.2,58.7,49.9,72.0,31.7,57.8,45.6,67.1,"(CONTRACTS OF 60,000 POUNDS)",21386,0.226302088845,SHORT,-31331,-0.0946209995742,LONG
2,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-09-18,18.09.2007,007601,CBT,0,7,282519,42840,23420,53608,164298,196904,260746,273932,21773,8587,208993,46286,32896,21264,123711,147875,191261,202035,17732,6958,73526,15907,9877,12991,40587,49029,69485,71897,4041,1629,-1703.0,-3971.0,91.0,2076.0,3477.0,-2696.0,1582.0,-529.0,-3285.0,-1174.0,100,15.2,8.3,19.0,58.2,69.7,92.3,97.0,7.7,3.0,100,22.1,15.7,10.2,59.2,70.8,91.5,96.7,8.5,3.3,100,21.6,13.4,17.7,55.2,66.7,94.5,97.8,5.5,2.2,175,51,34,48,62,52,139,119,174,51,43,34,59,48,128,108,108,28,23,21,41,30,80,64,19.7,34.6,31.6,49.6,16.3,29.2,25.4,40.7,21.3,40.1,32.5,52.6,21.3,39.3,32.5,50.6,40.5,38.3,55.4,60.5,26.6,33.1,39.7,48.1,"(CONTRACTS OF 60,000 POUNDS)",19420,0.293087835798,SHORT,-32606,-0.090270817991,LONG
3,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-09-25,25.09.2007,020601,CBT,0,20,718276,79023,62165,25178,457787,449832,561988,537175,156288,181101,718276,79023,62165,25178,457787,449832,561988,537175,156288,181101,0,0,0,0,0,0,0,0,0,0,-54676.0,-7027.0,23398.0,5879.0,-13057.0,-38941.0,-14205.0,-9664.0,-40471.0,-45012.0,100,11.0,8.7,3.5,63.7,62.6,78.2,74.8,21.8,25.2,100,11.0,8.7,3.5,63.7,62.6,78.2,74.8,21.8,25.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,24,30,13,68,82,97,120,155,24,30,13,68,82,97,120,0,0,0,0,0,0,0,0,23.2,17.5,33.5,26.3,20.5,14.2,26.9,21.5,23.2,17.5,33.5,26.3,20.5,14.2,26.9,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)",16858,0.119401082245,SHORT,7955,0.00876469091105,SHORT
4,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-10-02,02.10.2007,020601,CBT,0,20,573955,47889,102113,3490,397185,331114,448564,436717,125391,137238,573955,47889,102113,3490,397185,331114,448564,436717,125391,137238,0,0,0,0,0,0,0,0,0,0,-19546.0,-15928.0,9217.0,-559.0,8204.0,-13796.0,-8283.0,-5138.0,-11263.0,-14408.0,100,8.3,17.8,0.6,69.2,57.7,78.2,76.1,21.8,23.9,100,8.3,17.8,0.6,69.2,57.7,78.2,76.1,21.8,23.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172,27,37,12,75,77,111,117,172,27,37,12,75,77,111,117,0,0,0,0,0,0,0,0,18.7,20.8,29.5,32.2,16.0,17.5,23.4,27.0,18.7,20.8,29.5,32.2,16.0,17.5,23.4,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)",-54224,-0.361488513486,LONG,66071,0.0907196082927,SHORT
5,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-10-09,09.10.2007,020601,CBT,0,20,661193,50905,164922,1675,488285,336349,540865,502946,120328,158247,661193,50905,164922,1675,488285,336349,540865,502946,120328,158247,0,0,0,0,0,0,0,0,0,0,21026.0,12542.0,8701.0,-1303.0,-287.0,-8087.0,10952.0,-689.0,10074.0,21715.0,100,7.7,24.9,0.3,73.8,50.9,81.8,76.1,18.2,23.9,100,7.7,24.9,0.3,73.8,50.9,81.8,76.1,18.2,23.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,20,38,9,66,70,92,111,155,20,38,9,66,70,92,111,0,0,0,0,0,0,0,0,21.5,18.6,35.4,29.4,18.6,18.6,32.2,28.4,21.5,18.6,35.4,29.4,18.6,18.6,32.2,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)",-114017,-0.528279594305,LONG,151936,0.184246586971,SHORT
6,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-10-16,16.10.2007,020601,CBT,0,20,875360,146628,144696,6307,592853,553633,745788,704636,129572,170724,875360,146628,144696,6307,592853,553633,745788,704636,129572,170724,0,0,0,0,0,0,0,0,0,0,-29961.0,-2366.0,-3468.0,1410.0,-34768.0,-28432.0,-35724.0,-30490.0,5763.0,529.0,100,16.8,16.5,0.7,67.7,63.2,85.2,80.5,14.8,19.5,100,16.8,16.5,0.7,67.7,63.2,85.2,80.5,14.8,19.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,40,38,21,65,79,116,127,178,40,38,21,65,79,116,127,0,0,0,0,0,0,0,0,30.0,34.6,41.2,43.0,24.0,28.3,32.0,34.2,30.0,34.6,41.2,43.0,24.0,28.3,32.0,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)",1932,0.00663179140751,SHORT,39220,0.0342088782593,SHORT
7,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-10-23,23.10.2007,020604,CBT,0,20,479414,48792,54158,2853,338992,342951,390637,399962,88777,79452,479414,48792,54158,2853,338992,342951,390637,399962,88777,79452,0,0,0,0,0,0,0,0,0,0,68.0,801.0,-6172.0,1391.0,-3157.0,6841.0,-965.0,2060.0,1033.0,-1992.0,100,10.2,11.3,0.6,70.7,71.5,81.5,83.4,18.5,16.6,100,10.2,11.3,0.6,70.7,71.5,81.5,83.4,18.5,16.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,8,14,8,43,43,57,59,83,8,14,8,43,43,57,59,0,0,0,0,0,0,0,0,26.8,36.6,43.2,49.6,23.5,35.0,36.3,44.8,26.8,36.6,43.2,49.6,23.5,35.0,36.3,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)",-5366,-0.0521223895095,LONG,-3959,-0.00580547054519,LONG
8,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-10-30,30.10.2007,020604,CBT,0,20,355708,39960,27211,687,257686,275116,298333,303014,57375,52694,355708,39960,27211,687,257686,275116,298333,303014,57375,52694,0,0,0,0,0,0,0,0,0,0,-49550.0,-3987.0,-6472.0,-5577.0,-35024.0,-42317.0,-44588.0,-54366.0,-4962.0,4816.0,100,11.2,7.6,0.2,72.4,77.3,83.9,85.2,16.1,14.8,100,11.2,7.6,0.2,72.4,77.3,83.9,85.2,16.1,14.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,6,7,3,39,36,46,45,63,6,7,3,39,36,46,45,0,0,0,0,0,0,0,0,26.3,45.5,44.9,60.8,23.8,41.4,40.3,56.0,26.3,45.5,44.9,60.8,23.8,41.4,40.3,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)",12749,0.189799169284,SHORT,-17430,-0.0327138411643,LONG
9,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-11-06,06.11.2007,02165A,NYME,1,21,40960,7491,2381,912,32031,37622,40434,40915,526,45,40960,7491,2381,912,32031,37622,40434,40915,526,45,0,0,0,0,0,0,0,0,0,0,1440.0,324.0,352.0,-146.0,1262.0,1234.0,1440.0,1440.0,0.0,0.0,100,18.3,5.8,2.2,78.2,91.9,98.7,99.9,1.3,0.1,100,18.3,5.8,2.2,78.2,91.9,98.7,99.9,1.3,0.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,4,6,4,35,44,40,54,57,4,6,4,35,44,40,54,0,0,0,0,0,0,0,0,50.7,34.9,66.7,50.0,39.7,28.2,52.0,39.3,50.7,34.9,66.7,50.0,39.7,28.2,52.0,39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 BARRELS)",5110,0.51762560778,SHORT,-5591,-0.0802693351327,LONG
