,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,NonComm_Pos,NonComm_Diff,NonComm_Signal1,Comm_Pos,Comm_Diff,Comm_Signal1
0,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2006-01-03,03.01.2006,240743,CME,0,240,42211,15849,4177,220,19011,14323,35080,18720,7131,23491,42211,15849,4177,220,19011,14323,35080,18720,7131,23491,0,0,0,0,0,0,0,0,0,0,3866.0,19.0,756.0,220.0,3623.0,207.0,3862.0,1183.0,4.0,2683.0,100,37.5,9.9,0.5,45.0,33.9,83.1,44.3,16.9,55.7,100,37.5,9.9,0.5,45.0,33.9,83.1,44.3,16.9,55.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,18,7,2,23,14,42,22,58,18,7,2,23,14,42,22,0,0,0,0,0,0,0,0,32.3,26.9,43.5,34.1,26.6,18.2,37.3,25.5,32.3,26.9,43.5,34.1,26.6,18.2,37.3,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(NIKKEI INDEX X 500 YEN),11672,0.582842305003,SHORT,4688,0.140637187256,SHORT
1,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2006-01-10,10.01.2006,246601,CBT,0,246,340,310,165,0,0,113,310,278,30,62,340,310,165,0,0,113,310,278,30,62,0,0,0,0,0,0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,10.0,8.0,100,91.2,48.5,0.0,0.0,33.2,91.2,81.8,8.8,18.2,100,91.2,48.5,0.0,0.0,33.2,91.2,81.8,8.8,18.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,2,0,0,1,3,3,6,3,2,0,0,1,3,3,0,0,0,0,0,0,0,0,91.2,81.8,91.2,81.8,91.2,81.8,91.2,81.8,91.2,81.8,91.2,81.8,91.2,81.8,91.2,81.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(NOTIONAL VALUE OF $25,000,000)",145,0.305263157895,SHORT,-113,-1.0,LONG
2,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2006-01-17,17.01.2006,246602,CBT,0,246,39731,6518,6327,1046,31317,30844,38881,38217,850,1514,39731,6518,6327,1046,31317,30844,38881,38217,850,1514,0,0,0,0,0,0,0,0,0,0,1135.0,-70.0,-1052.0,0.0,1503.0,2152.0,1433.0,1100.0,-298.0,35.0,100,16.4,15.9,2.6,78.8,77.6,97.9,96.2,2.1,3.8,100,16.4,15.9,2.6,78.8,77.6,97.9,96.2,2.1,3.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,7,21,4,17,19,27,41,59,7,21,4,17,19,27,41,0,0,0,0,0,0,0,0,51.1,46.9,71.2,69.3,49.8,41.1,68.0,58.1,51.1,46.9,71.2,69.3,49.8,41.1,68.0,58.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 NOTIONAL PRINCIPAL)",191,0.0148695990658,SHORT,473,0.0076092726951,SHORT
3,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2006-01-24,24.01.2006,246602,CBT,0,246,53912,861,1646,102,52124,51268,53087,53016,825,896,53912,861,1646,102,52124,51268,53087,53016,825,896,0,0,0,0,0,0,0,0,0,0,145.0,542.0,-99.0,102.0,-522.0,105.0,122.0,108.0,23.0,37.0,100,1.6,3.1,0.2,96.7,95.1,98.5,98.3,1.5,1.7,100,1.6,3.1,0.2,96.7,95.1,98.5,98.3,1.5,1.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,4,8,2,18,23,24,31,46,4,8,2,18,23,24,31,0,0,0,0,0,0,0,0,79.1,72.4,90.0,84.1,79.1,72.4,89.2,82.5,79.1,72.4,90.0,84.1,79.1,72.4,89.2,82.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 NOTIONAL PRINCIPAL)",-785,-0.313123254886,LONG,856,0.00827917053544,SHORT
4,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2006-01-31,31.01.2006,247601,CBT,0,246,788,0,0,0,788,788,788,788,0,0,788,0,0,0,788,788,788,788,0,0,0,0,0,0,0,0,0,0,0,0,340.0,0.0,0.0,0.0,365.0,365.0,365.0,365.0,-25.0,-25.0,100,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,3,2,3,2,5,0,0,0,3,2,3,2,0,0,0,0,0,0,0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(NOTIONAL VALUE OF $25,000,000)",0,-0.313123254886,LONG,0,0.0,LONG
5,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2006-02-07,07.02.2006,249601,CBT,0,249,1947,977,174,0,960,1594,1937,1768,10,179,1947,977,174,0,960,1594,1937,1768,10,179,0,0,0,0,0,0,0,0,0,0,-508.0,-143.0,106.0,-15.0,-232.0,-300.0,-390.0,-209.0,-118.0,-299.0,100,50.2,8.9,0.0,49.3,81.9,99.5,90.8,0.5,9.2,100,50.2,8.9,0.0,49.3,81.9,99.5,90.8,0.5,9.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2,2,0,3,2,5,4,9,2,2,0,3,2,5,4,0,0,0,0,0,0,0,0,96.9,90.8,99.5,90.8,96.9,90.8,99.5,90.8,96.9,90.8,99.5,90.8,96.9,90.8,99.5,90.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)",803,0.697654213727,SHORT,-634,-0.248238057948,LONG
6,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2006-02-14,14.02.2006,251601,CBT,0,251,1169,246,243,0,435,745,681,988,488,181,1169,246,243,0,435,745,681,988,488,181,0,0,0,0,0,0,0,0,0,0,-55.0,-5.0,-39.0,0.0,-66.0,8.0,-71.0,-31.0,16.0,-24.0,100,21.0,20.8,0.0,37.2,63.7,58.3,84.5,41.7,15.5,100,21.0,20.8,0.0,37.2,63.7,58.3,84.5,41.7,15.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,5,2,0,11,6,16,8,23,5,2,0,11,6,16,8,0,0,0,0,0,0,0,0,21.0,66.1,37.0,84.5,21.0,66.1,37.0,82.0,21.0,66.1,37.0,84.5,21.0,66.1,37.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TONS),3,0.00613496932515,SHORT,-310,-0.262711864407,LONG
7,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2006-02-21,21.02.2006,252601,CBT,0,252,533,0,0,0,502,460,502,460,31,73,533,0,0,0,502,460,502,460,31,73,0,0,0,0,0,0,0,0,0,0,4.0,-50.0,-73.0,0.0,113.0,117.0,63.0,44.0,-59.0,-40.0,100,0.0,0.0,0.0,94.2,86.3,94.2,86.3,5.8,13.7,100,0.0,0.0,0.0,94.2,86.3,94.2,86.3,5.8,13.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,4,3,4,3,6,0,0,0,4,3,4,3,0,0,0,0,0,0,0,0,94.2,86.3,94.2,86.3,75.4,67.5,75.4,67.5,94.2,86.3,94.2,86.3,75.4,67.5,75.4,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $1,000,000 FACE VALUE)",0,0.00613496932515,LONG,42,0.043659043659,SHORT
8,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2006-02-28,28.02.2006,255691,CMX,1,255,1218,0,44,0,1179,1159,1179,1203,39,15,1218,0,44,0,1179,1159,1179,1203,39,15,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,-1.0,0.0,100,0.0,3.6,0.0,96.8,95.2,96.8,98.8,3.2,1.2,100,0.0,3.6,0.0,96.8,95.2,96.8,98.8,3.2,1.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,1,0,4,3,4,4,8,0,1,0,4,3,4,4,0,0,0,0,0,0,0,0,96.8,98.8,96.8,98.8,96.8,98.8,96.8,98.8,96.8,98.8,96.8,98.8,96.8,98.8,96.8,98.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(EUROTOP 100 INDEX X $100),-44,-1.0,LONG,20,0.00855431993157,SHORT
9,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2006-03-07,07.03.2006,255691,CMX,1,255,2523,32,0,0,2243,2405,2275,2405,248,118,2523,32,0,0,2243,2405,2275,2405,248,118,0,0,0,0,0,0,0,0,0,0,-57.0,-28.0,-2.0,-28.0,-39.0,-76.0,-95.0,-106.0,38.0,49.0,100,1.3,0.0,0.0,88.9,95.3,90.2,95.3,9.8,4.7,100,1.3,0.0,0.0,88.9,95.3,90.2,95.3,9.8,4.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0,0,9,2,10,2,11,1,0,0,9,2,10,2,0,0,0,0,0,0,0,0,80.5,95.3,87.9,95.3,76.3,89.8,82.4,89.8,80.5,95.3,87.9,95.3,76.3,89.8,82.4,89.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(EUROTOP 100 INDEX X $100),32,1.0,SHORT,-162,-0.0348537005164,LONG
