,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,NonComm_Pos,NonComm_Diff,NonComm_Signal1,Comm_Pos,Comm_Diff,Comm_Signal1
0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-03,03.01.2006,240743,CME,0,240,41230,16046,3139,174,15843,13002,32063,16315,9167,24915,41230,16046,3139,174,15843,13002,32063,16315,9167,24915,0,0,0,0,0,0,0,0,0,0,3372.0,139.0,-250.0,174.0,883.0,1499.0,1196.0,1423.0,2176.0,1949.0,100,38.9,7.6,0.4,38.4,31.5,77.8,39.6,22.2,60.4,100,38.9,7.6,0.4,38.4,31.5,77.8,39.6,22.2,60.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,15,6,1,19,11,35,17,48,15,6,1,19,11,35,17,0,0,0,0,0,0,0,0,35.1,25.7,47.2,32.4,30.1,18.4,41.0,23.7,35.1,25.7,47.2,32.4,30.1,18.4,41.0,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(NIKKEI INDEX X 500 YEN),12907,0.672765181131,SHORT,2841,0.0984919396776,SHORT
1,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-10,10.01.2006,246601,CBT,0,246,334,314,165,0,0,111,314,276,20,58,334,314,165,0,0,111,314,276,20,58,0,0,0,0,0,0,0,0,0,0,86.0,126.0,75.0,0.0,-45.0,0.0,81.0,75.0,5.0,11.0,100,94.0,49.4,0.0,0.0,33.2,94.0,82.6,6.0,17.4,100,94.0,49.4,0.0,0.0,33.2,94.0,82.6,6.0,17.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,2,0,0,1,3,3,6,3,2,0,0,1,3,3,0,0,0,0,0,0,0,0,94.0,82.6,94.0,82.6,94.0,82.6,94.0,82.6,94.0,82.6,94.0,82.6,94.0,82.6,94.0,82.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(NOTIONAL VALUE OF $25,000,000)",149,0.311064718163,SHORT,-111,-1.0,LONG
2,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-17,17.01.2006,246602,CBT,0,246,37756,6047,6038,1046,29676,29327,36769,36411,987,1345,37756,6047,6038,1046,29676,29327,36769,36411,987,1345,0,0,0,0,0,0,0,0,0,0,1333.0,1675.0,80.0,0.0,-215.0,1444.0,1460.0,1524.0,-127.0,-191.0,100,16.0,16.0,2.8,78.6,77.7,97.4,96.4,2.6,3.6,100,16.0,16.0,2.8,78.6,77.7,97.4,96.4,2.6,3.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,7,21,4,17,18,27,40,58,7,21,4,17,18,27,40,0,0,0,0,0,0,0,0,53.8,46.3,71.7,70.7,53.8,41.1,71.6,65.4,53.8,46.3,71.7,70.7,53.8,41.1,71.6,65.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 NOTIONAL PRINCIPAL)",9,0.000744724865536,SHORT,349,0.00591495347694,SHORT
3,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-24,24.01.2006,246602,CBT,0,246,53964,596,1655,150,52455,51297,53201,53102,763,862,53964,596,1655,150,52455,51297,53201,53102,763,862,0,0,0,0,0,0,0,0,0,0,-1813.0,-132.0,58.0,150.0,-2283.0,-1969.0,-2265.0,-1761.0,452.0,-52.0,100,1.1,3.1,0.3,97.2,95.1,98.6,98.4,1.4,1.6,100,1.1,3.1,0.3,97.2,95.1,98.6,98.4,1.4,1.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4,6,1,18,21,23,28,45,4,6,1,18,21,23,28,0,0,0,0,0,0,0,0,77.2,72.4,89.0,84.9,77.2,72.4,88.4,82.5,77.2,72.4,89.0,84.9,77.2,72.4,88.4,82.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 NOTIONAL PRINCIPAL)",-1059,-0.470457574411,LONG,1158,0.0111612306269,SHORT
4,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-31,31.01.2006,247601,CBT,0,246,573,0,25,0,518,498,518,523,55,50,573,0,25,0,518,498,518,523,55,50,0,0,0,0,0,0,0,0,0,0,-100.0,0.0,-5.0,0.0,-100.0,-95.0,-100.0,-100.0,0.0,0.0,100,0.0,4.4,0.0,90.4,86.9,90.4,91.3,9.6,8.7,100,0.0,4.4,0.0,90.4,86.9,90.4,91.3,9.6,8.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,1,0,4,1,4,2,6,0,1,0,4,1,4,2,0,0,0,0,0,0,0,0,90.4,91.3,90.4,91.3,90.4,91.3,90.4,91.3,90.4,91.3,90.4,91.3,90.4,91.3,90.4,91.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(NOTIONAL VALUE OF $25,000,000)",-25,-1.0,LONG,20,0.0196850393701,SHORT
5,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-02-07,07.02.2006,249601,CBT,0,249,2766,1409,0,0,1346,2344,2755,2344,11,422,2766,1409,0,0,1346,2344,2755,2344,11,422,0,0,0,0,0,0,0,0,0,0,-410.0,-331.0,0.0,0.0,-3.0,-19.0,-334.0,-19.0,-76.0,-391.0,100,50.9,0.0,0.0,48.7,84.7,99.6,84.7,0.4,15.3,100,50.9,0.0,0.0,48.7,84.7,99.6,84.7,0.4,15.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,0,0,3,2,5,2,7,2,0,0,3,2,5,2,0,0,0,0,0,0,0,0,97.6,84.7,99.6,84.7,97.6,84.7,99.6,84.7,97.6,84.7,99.6,84.7,97.6,84.7,99.6,84.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)",1409,1.0,SHORT,-998,-0.270460704607,LONG
6,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-02-14,14.02.2006,251601,CBT,0,251,1186,330,284,38,317,686,685,1008,501,178,1186,330,284,38,317,686,685,1008,501,178,0,0,0,0,0,0,0,0,0,0,33.0,-16.0,0.0,0.0,20.0,30.0,4.0,30.0,29.0,3.0,100,27.8,23.9,3.2,26.7,57.8,57.8,85.0,42.2,15.0,100,27.8,23.9,3.2,26.7,57.8,57.8,85.0,42.2,15.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,7,2,1,8,6,16,9,23,7,2,1,8,6,16,9,0,0,0,0,0,0,0,0,19.9,64.8,35.4,82.5,19.9,64.8,35.4,79.3,19.9,64.8,35.4,82.5,19.9,64.8,35.4,79.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TONS),46,0.0749185667752,SHORT,-369,-0.367896311067,LONG
7,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-02-21,21.02.2006,252601,CBT,0,252,308,0,0,0,250,279,250,279,58,29,308,0,0,0,250,279,250,279,58,29,0,0,0,0,0,0,0,0,0,0,33.0,-16.0,0.0,0.0,20.0,30.0,4.0,30.0,29.0,3.0,100,0.0,0.0,0.0,81.2,90.6,81.2,90.6,18.8,9.4,100,0.0,0.0,0.0,81.2,90.6,81.2,90.6,18.8,9.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,3,2,3,2,5,0,0,0,3,2,3,2,0,0,0,0,0,0,0,0,81.2,90.6,81.2,90.6,81.2,90.6,81.2,90.6,81.2,90.6,81.2,90.6,81.2,90.6,81.2,90.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $1,000,000 FACE VALUE)",0,0.0749185667752,LONG,-29,-0.054820415879,LONG
8,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-02-28,28.02.2006,255691,CMX,1,255,1209,0,43,0,1171,1152,1171,1195,38,14,1209,0,43,0,1171,1152,1171,1195,38,14,0,0,0,0,0,0,0,0,0,0,-3.0,0.0,0.0,0.0,-2.0,-3.0,-2.0,-3.0,-1.0,0.0,100,0.0,3.6,0.0,96.9,95.3,96.9,98.8,3.1,1.2,100,0.0,3.6,0.0,96.9,95.3,96.9,98.8,3.1,1.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,1,0,4,3,4,4,8,0,1,0,4,3,4,4,0,0,0,0,0,0,0,0,96.9,98.8,96.9,98.8,96.9,98.8,96.9,98.8,96.9,98.8,96.9,98.8,96.9,98.8,96.9,98.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(EUROTOP 100 INDEX X $100),-43,-1.0,LONG,19,0.00817907877744,SHORT
9,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-03-07,07.03.2006,255691,CMX,1,255,2396,60,0,0,2164,2348,2224,2348,172,48,2396,60,0,0,2164,2348,2224,2348,172,48,0,0,0,0,0,0,0,0,0,0,-5.0,32.0,0.0,0.0,-39.0,0.0,-7.0,0.0,2.0,-5.0,100,2.5,0.0,0.0,90.3,98.0,92.8,98.0,7.2,2.0,100,2.5,0.0,0.0,90.3,98.0,92.8,98.0,7.2,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2,0,0,8,3,10,3,12,2,0,0,8,3,10,3,0,0,0,0,0,0,0,0,84.3,98.0,90.6,98.0,84.0,97.7,90.4,97.7,84.3,98.0,90.6,98.0,84.0,97.7,90.4,97.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(EUROTOP 100 INDEX X $100),60,1.0,SHORT,-184,-0.040780141844,LONG
10,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-03-14,14.03.2006,255691,CMX,1,255,3987,100,0,0,3588,3795,3688,3795,299,192,3987,100,0,0,3588,3795,3688,3795,299,192,0,0,0,0,0,0,0,0,0,0,151.0,0.0,-38.0,0.0,110.0,115.0,110.0,77.0,41.0,74.0,100,2.5,0.0,0.0,90.0,95.2,92.5,95.2,7.5,4.8,100,2.5,0.0,0.0,90.0,95.2,92.5,95.2,7.5,4.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,0,0,9,5,10,5,12,1,0,0,9,5,10,5,0,0,0,0,0,0,0,0,81.1,94.9,90.9,95.2,72.2,84.1,80.6,84.1,81.1,94.9,90.9,95.2,72.2,84.1,80.6,84.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(EUROTOP 100 INDEX X $100),100,1.0,SHORT,-207,-0.0280373831776,LONG
11,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-03-21,21.03.2006,255691,CMX,1,255,1818,169,418,260,1200,1030,1629,1708,189,110,1765,169,418,260,1200,997,1629,1675,136,90,53,0,0,0,0,33,0,33,53,20,-89.0,-4.0,-112.0,0.0,-11.0,75.0,-15.0,-37.0,-74.0,-52.0,100,9.3,23.0,14.3,66.0,56.7,89.6,93.9,10.4,6.1,100,9.6,23.7,14.7,68.0,56.5,92.3,94.9,7.7,5.1,100,0.0,0.0,0.0,0.0,62.3,0.0,62.3,100.0,37.7,12,2,4,1,4,2,7,7,12,2,4,1,4,2,7,7,1,0,0,0,0,1,0,1,81.7,84.1,89.6,93.9,57.2,58.0,58.6,63.0,84.2,84.8,92.3,94.9,58.9,57.9,60.4,63.0,0.0,62.3,0.0,62.3,0.0,62.3,0.0,62.3,(EUROTOP 100 INDEX X $100),-249,-0.424190800681,LONG,170,0.0762331838565,SHORT
