,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_NZDUSD,PUT_NZDUSD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
74,74,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-04,04.12.2007,112741,CME,0,112,22019,7458,15761,557,2749,1037,81,8746,3286,0,100,507,0,19691,21229,2328,790,-599.0,-3222.0,650.0,142.0,637.0,-211.0,81.0,2109.0,-1217.0,0.0,-217.0,151.0,0.0,-470.0,-404.0,-129.0,-195.0,100,33.9,71.6,2.5,12.5,4.7,0.4,39.7,14.9,0.0,0.5,2.3,0.0,89.4,96.4,10.6,3.6,38,10.0,8.0,4.0,4.0,,,8.0,4.0,0.0,,,0.0,24.0,19.0,45.9,72.1,64.8,85.1,45.9,71.8,64.2,84.9,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.453789893617,SHORT,-0.357595073001,LONG,0.452192287375,LONG,2007-12-10,1327.2,-13636.16,0.262227954658,-13636.16,-72286.18,0.0406160775318,0.472221059119,0.253306945394,-13636.16,-73841.11,0.165384755432,0.398029475366,-13636.16,-75111.96
75,75,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-11,11.12.2007,112741,CME,0,112,27458,6080,16883,4460,4190,1037,81,8283,2347,369,320,362,0,23783,25539,3675,1919,5439.0,-1378.0,1122.0,3903.0,1441.0,0.0,0.0,-463.0,-939.0,369.0,220.0,-145.0,0.0,4092.0,4310.0,1347.0,1129.0,100,22.1,61.5,16.2,15.3,3.8,0.3,30.2,8.5,1.3,1.2,1.3,0.0,86.6,93.0,13.4,7.0,36,9.0,9.0,6.0,5.0,,,6.0,4.0,,,,0.0,22.0,22.0,41.4,60.2,60.2,75.0,38.7,57.0,53.6,69.5,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.558419567262,SHORT,-0.470452467012,LONG,0.603214080735,LONG,2007-12-17,705.0,1454.86,0.104629673645,1454.86,-70831.32,0.0159942952087,0.567351094671,0.478773357849,1454.86,-72386.25,0.143444150609,0.402200442998,1454.86,-73657.1
76,76,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-18,18.12.2007,112741,CME,0,112,19080,3543,14781,51,2955,1035,81,9079,2687,0,128,367,0,15837,19002,3243,78,-8378.0,-2537.0,-2102.0,-4409.0,-1235.0,-2.0,0.0,796.0,340.0,-369.0,-192.0,5.0,0.0,-7946.0,-6537.0,-432.0,-1841.0,100,18.6,77.5,0.3,15.5,5.4,0.4,47.6,14.1,0.0,0.7,1.9,0.0,83.0,99.6,17.0,0.4,30,4.0,9.0,,4.0,,,6.0,4.0,0.0,,,0.0,17.0,16.0,56.8,62.2,74.9,84.0,56.8,62.0,74.9,83.7,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.543260241373,SHORT,-0.613294040602,LONG,0.481203007519,LONG,2007-12-24,1482.9,1687.38,-0.015159325889,1687.38,-69143.94,-0.00272049439606,0.541782304931,0.554759369549,1687.38,-70698.87,0.122067395388,0.442937818307,1687.38,-71969.72
77,77,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-24,24.12.2007,112741,CME,0,112,20826,4123,14646,805,1896,2240,81,11464,1608,0,0,370,0,18369,19750,2457,1076,1746.0,580.0,-135.0,754.0,-1059.0,1205.0,0.0,2385.0,-1079.0,0.0,-128.0,3.0,0.0,2532.0,748.0,-786.0,998.0,100,19.8,70.3,3.9,9.1,10.8,0.4,55.0,7.7,0.0,0.0,1.8,0.0,88.2,94.8,11.8,5.2,32,5.0,10.0,,4.0,,,7.0,,0.0,0.0,,0.0,19.0,17.0,54.3,56.6,71.2,77.6,54.3,56.3,71.2,74.5,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.753977968176,SHORT,-0.560658532687,LONG,-0.0831721470019,SHORT,2007-12-31,1324.06,1499.75,0.210717726803,1499.75,-67644.19,0.0325685683235,0.778533951147,0.595020457523,1499.75,-69199.12,0.150081401114,0.445954562629,1499.75,-70469.97
78,78,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-31,31.12.2007,112741,CME,0,112,21344,3831,15485,273,2351,2614,57,12601,1378,0,0,977,0,19113,20784,2231,560,518.0,-292.0,839.0,-532.0,455.0,374.0,-24.0,1137.0,-230.0,0.0,0.0,607.0,0.0,744.0,1034.0,-226.0,-516.0,100,17.9,72.5,1.3,11.0,12.2,0.3,59.0,6.5,0.0,0.0,4.6,0.0,89.5,97.4,10.5,2.6,38,6.0,11.0,,5.0,,,8.0,,0.0,0.0,,0.0,22.0,20.0,55.7,55.5,72.7,77.9,55.7,55.2,72.7,76.7,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.802847127835,SHORT,-0.603334023607,LONG,-0.052970795569,SHORT,2008-01-07,-7512.25,1419.82,0.048869159659,1419.82,-66224.37,0.00728275832666,0.80869406944,0.766015510454,1419.82,-67779.3,0.127947481968,0.392849459551,1419.82,-69050.15
79,79,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-01-08,08.01.2008,112741,CME,0,112,21286,3912,15598,333,1629,3130,57,11997,932,0,448,365,0,18376,20415,2910,871,-58.0,81.0,113.0,60.0,-722.0,516.0,0.0,-604.0,-446.0,0.0,448.0,-612.0,0.0,-737.0,-369.0,679.0,311.0,100,18.4,73.3,1.6,7.7,14.7,0.3,56.4,4.4,0.0,2.1,1.7,0.0,86.3,95.9,13.7,4.1,36,6.0,11.0,,5.0,,,8.0,,0.0,,,0.0,23.0,17.0,53.5,58.6,69.9,82.1,53.5,58.4,69.9,80.5,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.855827983603,SHORT,-0.598974884675,LONG,-0.315402395461,SHORT,2008-01-14,1032.56,-28350.65,0.052980855768,-28350.65,-94575.02,0.00792513390286,0.862610534971,0.815995077405,-28350.65,-96129.95,0.116861538001,0.397198490897,-28350.65,-97400.8
80,80,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-01-15,15.01.2008,112741,CME,0,112,22467,3819,17490,81,1632,3129,108,13794,678,0,101,362,0,19535,21848,2932,619,1181.0,-93.0,1892.0,-252.0,3.0,-1.0,51.0,1797.0,-254.0,0.0,-347.0,-3.0,0.0,1159.0,1433.0,22.0,-252.0,100,17.0,77.8,0.4,7.3,13.9,0.5,61.4,3.0,0.0,0.4,1.6,0.0,86.9,97.2,13.1,2.8,40,5.0,14.0,,4.0,,,10.0,,0.0,,,0.0,24.0,20.0,54.8,55.7,71.4,79.0,54.8,55.4,71.4,78.6,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.906301824212,SHORT,-0.641559904266,LONG,-0.314429741651,SHORT,2008-01-21,-13725.11,1791.52,0.050473840609,1791.52,-92783.5,0.00753345969723,0.913129412478,0.868434297956,1791.52,-94338.43,0.111148153723,0.379740746585,1791.52,-95609.28
81,81,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-01-22,22.01.2008,112741,CME,0,112,21818,4887,13031,622,1046,3806,108,12336,2497,0,207,508,0,19206,20572,2612,1246,-649.0,1068.0,-4459.0,541.0,-586.0,677.0,0.0,-1458.0,1819.0,0.0,106.0,146.0,0.0,-329.0,-1276.0,-320.0,627.0,100,22.4,59.7,2.9,4.8,17.4,0.5,56.5,11.4,0.0,0.9,2.3,0.0,88.0,94.3,12.0,5.7,37,6.0,9.0,5.0,,,,8.0,4.0,0.0,,,0.0,24.0,19.0,50.8,58.8,69.7,82.3,50.8,58.6,69.7,80.1,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.663318276815,SHORT,-0.454515012836,LONG,-0.568837592745,SHORT,2008-01-28,-4032.09,1873.03,-0.242983547397,1873.03,-90910.47,-0.0383137658064,0.637904055702,0.84725431514,1873.03,-92465.4,0.154754955675,0.416271109822,1873.03,-93736.25
82,82,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-01-29,29.01.2008,112741,CME,0,112,20854,5298,13018,671,1100,3204,87,10840,2407,0,299,355,0,18295,19742,2559,1112,-964.0,411.0,-13.0,49.0,54.0,-602.0,-21.0,-1496.0,-90.0,0.0,92.0,-153.0,0.0,-911.0,-830.0,-53.0,-134.0,100,25.4,62.4,3.2,5.3,15.4,0.4,52.0,11.5,0.0,1.4,1.7,0.0,87.7,94.7,12.3,5.3,37,7.0,10.0,4.0,4.0,,,8.0,,0.0,,,0.0,24.0,18.0,46.8,61.2,65.1,83.3,46.8,60.9,65.1,80.8,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.636596965351,SHORT,-0.421489408168,LONG,-0.488847583643,SHORT,2008-02-04,1437.07,1642.47,-0.026721311464,1642.47,-89268.0,-0.00452683828649,0.633715193835,0.656805598559,1642.47,-90822.93,0.128582659393,0.425640142598,1642.47,-92093.78
83,83,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-02-05,05.02.2008,112741,CME,0,112,23061,5258,15279,189,1189,4890,87,13273,1061,0,100,507,0,20096,22013,2965,1048,2207.0,-40.0,2261.0,-482.0,89.0,1686.0,0.0,2433.0,-1346.0,0.0,-199.0,152.0,0.0,1801.0,2271.0,406.0,-64.0,100,22.8,66.3,0.8,5.2,21.2,0.4,57.6,4.6,0.0,0.4,2.2,0.0,87.1,95.5,12.9,4.5,39,6.0,11.0,4.0,4.0,,,10.0,,0.0,,,0.0,24.0,20.0,49.0,66.7,67.2,82.9,49.0,66.4,67.2,82.1,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.851960373936,SHORT,-0.487948580611,LONG,-0.608817239678,SHORT,2008-02-11,1360.04,1549.26,0.215363408585,1549.26,-87718.74,0.0332943691688,0.880325857143,0.690217321545,1549.26,-89273.67,0.154015581173,0.447394030798,1549.26,-90544.52
84,84,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-02-12,12.02.2008,112741,CME,0,112,24074,5423,16336,243,1169,4852,87,14096,1015,0,0,508,0,21018,23041,3056,1033,1013.0,165.0,1057.0,54.0,-20.0,-38.0,0.0,823.0,-46.0,0.0,-100.0,1.0,0.0,922.0,1028.0,91.0,-15.0,100,22.5,67.9,1.0,4.9,20.2,0.4,58.6,4.2,0.0,0.0,2.1,0.0,87.3,95.7,12.7,4.3,40,7.0,11.0,4.0,4.0,,,11.0,,0.0,0.0,,0.0,25.0,20.0,48.1,65.3,65.2,83.6,48.1,64.9,65.2,82.6,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.865660776917,SHORT,-0.501539592812,LONG,-0.611692409899,SHORT,2008-02-18,-499.51,1744.81,0.013700402981,1744.81,-85973.93,0.00178829819719,0.867208836524,0.855315035705,1744.81,-87528.86,0.127954729393,0.467603666483,1744.81,-88799.71
85,85,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-02-19,19.02.2008,112741,CME,0,112,24663,6228,16794,238,1047,4892,68,13880,1105,0,138,412,0,21599,23509,3064,1154,589.0,805.0,458.0,-5.0,-122.0,40.0,-19.0,-216.0,90.0,0.0,138.0,-96.0,0.0,581.0,468.0,8.0,121.0,100,25.3,68.1,1.0,4.2,19.8,0.3,56.3,4.5,0.0,0.6,1.7,0.0,87.6,95.3,12.4,4.7,41,7.0,12.0,5.0,,,,10.0,4.0,0.0,,,0.0,26.0,21.0,49.1,63.7,69.2,83.1,49.1,63.2,69.2,82.1,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.852519185853,SHORT,-0.458952306489,LONG,-0.647415389796,SHORT,2008-02-25,1471.28,1647.39,-0.013141591064,1647.39,-84326.54,-0.00240526108687,0.850468654629,0.862318510014,1647.39,-85881.47,0.113879640367,0.422363714497,1647.39,-87152.32
86,86,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-02-26,26.02.2008,112741,CME,0,112,25565,7364,17843,242,1103,5022,68,13495,876,0,0,414,0,22272,24465,3293,1100,902.0,1136.0,1049.0,4.0,56.0,130.0,0.0,-385.0,-229.0,0.0,-138.0,2.0,0.0,673.0,956.0,229.0,-54.0,100,28.8,69.8,0.9,4.3,19.6,0.3,52.8,3.4,0.0,0.0,1.6,0.0,87.1,95.7,12.9,4.3,42,7.0,12.0,4.0,,,,13.0,,0.0,0.0,,0.0,27.0,20.0,50.0,63.9,69.1,83.4,50.0,63.1,69.1,82.5,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.87808781574,SHORT,-0.415717856151,LONG,-0.639836734694,SHORT,2008-03-03,1862.05,2117.06,0.025568629887,2117.06,-82209.48,0.00364248656499,0.881286238812,0.858847937504,2117.06,-83764.41,0.107602037064,0.42270258572,2117.06,-85035.26
87,87,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-03-04,04.03.2008,112741,CME,0,112,24541,8314,16976,227,984,4863,68,11817,995,0,292,421,0,21702,23550,2839,991,-1024.0,950.0,-867.0,-15.0,-119.0,-159.0,0.0,-1678.0,119.0,0.0,292.0,7.0,0.0,-570.0,-915.0,-454.0,-109.0,100,33.9,69.2,0.9,4.0,19.8,0.3,48.2,4.1,0.0,1.2,1.7,0.0,88.4,96.0,11.6,4.0,43,8.0,12.0,4.0,,,,10.0,4.0,0.0,,,0.0,27.0,21.0,52.1,66.1,71.6,82.8,52.0,65.5,71.5,82.0,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.844676865439,SHORT,-0.342506919731,LONG,-0.663417136993,SHORT,2008-03-10,1458.56,1697.46,-0.033410950301,1697.46,-80512.02,-0.00557196917374,0.839970351983,0.869701973713,1697.46,-82066.95,0.104675174865,0.13303242939,1697.46,-83337.8
88,88,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-03-11,11.03.2008,112741,CME,0,112,25732,8910,16285,2661,825,4503,175,10201,781,1,180,321,0,22953,24727,2779,1005,1191.0,596.0,-691.0,2434.0,-159.0,-360.0,107.0,-1616.0,-214.0,1.0,-112.0,-100.0,0.0,1251.0,1177.0,-60.0,14.0,100,34.6,63.3,10.3,3.2,17.5,0.7,39.6,3.0,0.0,0.7,1.2,0.0,89.2,96.1,10.8,3.9,41,8.0,12.0,6.0,,,,10.0,,,,,0.0,27.0,23.0,51.9,65.1,67.7,84.0,51.3,62.4,65.2,73.8,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.857767255509,SHORT,-0.292716808891,LONG,-0.690315315315,SHORT,2008-03-17,1702.93,1927.44,0.01309039007,1927.44,-78584.58,0.00169299509482,0.859219451265,0.847876234321,1927.44,-80139.51,0.102623909407,0.134139028139,1927.44,-81410.36
89,89,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-03-18,18.03.2008,112741,CME,0,112,17754,4162,9721,341,822,3419,0,9512,3039,3,277,308,0,15117,16831,2637,923,-7978.0,-4748.0,-6564.0,-2320.0,-3.0,-1084.0,-175.0,-689.0,2258.0,2.0,97.0,-13.0,0.0,-7836.0,-7896.0,-142.0,-82.0,100,23.4,54.8,1.9,4.6,19.3,0.0,53.6,17.1,0.0,1.6,1.7,0.0,85.1,94.8,14.9,5.2,30,5.0,6.0,,,,0.0,8.0,,,,,0.0,19.0,13.0,53.2,71.1,71.8,87.7,53.2,71.1,70.2,87.7,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.515735797944,SHORT,-0.400417777138,LONG,-0.612355576515,SHORT,2008-03-24,1158.61,1193.75,-0.342031457565,1193.75,-77390.83,-0.0537881483189,0.487995324351,0.776417430654,1193.75,-78945.76,0.189537953543,0.535766082753,1193.75,-80216.61
90,90,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-03-25,25.03.2008,112741,CME,0,112,18330,3968,11771,662,1931,344,0,9208,4071,5,0,609,0,15774,17462,2556,868,576.0,-194.0,2050.0,321.0,1109.0,-3075.0,0.0,-304.0,1032.0,2.0,-277.0,301.0,0.0,657.0,631.0,-81.0,-55.0,100,21.6,64.2,3.6,10.5,1.9,0.0,50.2,22.2,0.0,0.0,3.3,0.0,86.1,95.3,13.9,4.7,33,5.0,7.0,,,,0.0,9.0,5.0,,0.0,,0.0,19.0,16.0,48.1,61.7,69.2,81.7,48.1,61.7,69.0,80.6,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.386851419535,SHORT,-0.495774826863,LONG,0.697582417582,LONG,2008-03-31,1808.45,1911.27,-0.128884378409,1911.27,-75479.56,-0.0204879057525,0.378925644111,0.485637564101,1911.27,-77034.49,0.159405531544,0.520888333109,1911.27,-78305.34
91,91,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-01,01.04.2008,112741,CME,0,112,19790,5495,12247,899,2185,594,0,8016,4274,1,296,325,0,16892,18340,2898,1450,1460.0,1527.0,476.0,237.0,254.0,250.0,0.0,-1192.0,203.0,-4.0,296.0,-284.0,0.0,1118.0,878.0,342.0,582.0,100,27.8,61.9,4.5,11.0,3.0,0.0,40.5,21.6,0.0,1.5,1.6,0.0,85.4,92.7,14.6,7.3,33,8.0,5.0,,4.0,,0.0,7.0,5.0,,,,0.0,21.0,15.0,42.8,65.3,66.3,83.7,42.8,65.3,64.5,81.1,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.304475183076,SHORT,-0.380565888851,LONG,0.572508096438,LONG,2008-04-07,1384.46,1487.96,-0.082376236459,1487.96,-73991.6,-0.0132218788645,0.300449449088,0.367842986037,1487.96,-75546.53,0.135924237977,0.505675337033,1487.96,-76817.38
92,92,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-08,08.04.2008,112741,CME,0,112,20951,5843,12582,1126,2197,970,17,8893,4509,0,0,423,0,18076,19627,2875,1324,1161.0,348.0,335.0,227.0,12.0,376.0,17.0,877.0,235.0,-1.0,-296.0,98.0,0.0,1184.0,1287.0,-23.0,-126.0,100,27.9,60.1,5.4,10.5,4.6,0.1,42.4,21.5,0.0,0.0,2.0,0.0,86.3,93.7,13.7,6.3,33,6.0,7.0,,4.0,,,8.0,4.0,0.0,0.0,,0.0,20.0,15.0,44.9,63.5,69.1,84.9,44.9,63.5,67.2,81.3,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.327115355917,SHORT,-0.365753052917,LONG,0.3874329018,LONG,2008-04-14,1289.18,1477.84,0.022640172841,1477.84,-72513.76,0.00318496995082,0.328157208496,0.309685228668,1477.84,-74068.69,0.118575499407,0.500601954438,1477.84,-75339.54
93,93,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-15,15.04.2008,112741,CME,0,112,22254,7000,12936,1502,2197,1335,17,8087,5314,0,1041,310,0,19844,21414,2410,840,1303.0,1157.0,354.0,376.0,0.0,365.0,0.0,-806.0,805.0,0.0,1041.0,-113.0,0.0,1768.0,1787.0,-465.0,-484.0,100,31.5,58.1,6.7,9.9,6.0,0.1,36.3,23.9,0.0,4.7,1.4,0.0,89.2,96.2,10.8,3.8,38,7.0,9.0,,4.0,,,8.0,4.0,0.0,,,0.0,25.0,17.0,37.3,62.0,65.5,84.2,37.1,62.0,61.3,80.4,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.206924856354,SHORT,-0.297752808989,LONG,0.244054360136,LONG,2008-04-21,1106.15,1207.27,-0.120190499563,1207.27,-71306.49,-0.0191296498685,0.202966456303,0.299802598002,1207.27,-72861.42,0.122236103887,0.295204616181,1207.27,-74132.27
94,94,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-22,22.04.2008,112741,CME,0,112,23365,6831,13526,1957,2253,1560,32,9529,4754,0,0,330,0,20602,22159,2763,1206,1111.0,-169.0,590.0,455.0,56.0,225.0,15.0,1442.0,-560.0,0.0,-1041.0,20.0,0.0,758.0,745.0,353.0,366.0,100,29.2,57.9,8.4,9.6,6.7,0.1,40.8,20.3,0.0,0.0,1.4,0.0,88.2,94.8,11.8,5.2,34,6.0,8.0,,4.0,,,10.0,,0.0,0.0,,0.0,23.0,15.0,38.9,62.9,65.4,87.8,38.9,62.9,61.7,80.8,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.334313519569,SHORT,-0.328879500909,LONG,0.181746656176,LONG,2008-04-28,1164.85,1309.22,0.127388663215,1309.22,-69997.27,0.0195499614474,0.340849335988,0.236388241873,1309.22,-71552.2,0.126952358117,0.293943117828,1309.22,-72823.05
95,95,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-29,29.04.2008,112741,CME,0,112,23624,9548,13607,1967,2196,1850,32,7025,5059,0,482,357,0,21250,22872,2374,752,259.0,2717.0,81.0,10.0,-57.0,290.0,0.0,-2504.0,305.0,0.0,482.0,27.0,0.0,648.0,713.0,-389.0,-454.0,100,40.4,57.6,8.3,9.3,7.8,0.1,29.7,21.4,0.0,2.0,1.5,0.0,90.0,96.8,10.0,3.2,37,7.0,8.0,,4.0,,,8.0,4.0,0.0,,,0.0,25.0,16.0,46.8,61.2,70.6,86.6,46.8,60.1,66.5,78.9,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.162694472029,SHORT,-0.175296912114,LONG,0.085516559565,LONG,2008-05-05,1038.4,-5296.87,-0.17161904754,-5296.87,-75294.14,-0.0271643981243,0.158274974618,0.29558503968,-5296.87,-76849.07,0.138421805754,0.336491068118,-5296.87,-78119.92
96,96,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-05-06,06.05.2008,112741,CME,0,112,23946,9290,13276,1750,1006,2072,48,8373,5073,0,254,464,0,20721,22683,3225,1263,322.0,-258.0,-331.0,-217.0,-1190.0,222.0,16.0,1348.0,14.0,0.0,-228.0,107.0,0.0,-529.0,-189.0,851.0,511.0,100,38.8,55.4,7.3,4.2,8.7,0.2,35.0,21.2,0.0,1.1,1.9,0.0,86.5,94.7,13.5,5.3,39,7.0,7.0,,4.0,,,11.0,5.0,0.0,,,0.0,26.0,18.0,46.8,62.2,68.3,87.2,46.8,60.7,63.7,80.0,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.245426149041,SHORT,-0.176637419126,LONG,-0.346328784925,SHORT,2008-05-12,1288.86,1454.72,0.082731677012,1454.72,-73839.42,0.0125731430048,0.24851192711,0.181574312147,1454.72,-75394.35,0.126016509433,0.256374780323,1454.72,-76665.2
97,97,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-05-13,13.05.2008,112741,CME,0,112,30377,15463,13748,1597,828,6356,24,9120,6668,0,562,719,0,27594,29112,2783,1265,6431.0,6173.0,472.0,-153.0,-178.0,4284.0,-24.0,747.0,1595.0,0.0,308.0,255.0,0.0,6873.0,6429.0,-442.0,2.0,100,50.9,45.3,5.3,2.7,20.9,0.1,30.0,22.0,0.0,1.9,2.4,0.0,90.8,95.8,9.2,4.2,40,8.0,7.0,,,,,9.0,6.0,0.0,,,0.0,22.0,21.0,54.5,55.8,72.9,81.2,52.0,55.8,67.7,79.2,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.155307828731,SHORT,0.0587107596453,SHORT,-0.769487750557,SHORT,2008-05-19,-5032.9,1268.24,-0.09011832031,1268.24,-72571.18,-0.0144314345911,0.153066513959,0.225107029323,1268.24,-74126.11,0.120020354828,0.271077494081,1268.24,-75396.96
98,98,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-05-20,20.05.2008,112741,CME,0,112,30921,16681,13387,1715,661,6532,0,9544,7352,0,0,583,0,28601,29569,2320,1352,544.0,1218.0,-361.0,118.0,-167.0,176.0,-24.0,424.0,684.0,0.0,-562.0,-136.0,0.0,1007.0,457.0,-463.0,87.0,100,53.9,43.3,5.5,2.1,21.1,0.0,30.9,23.8,0.0,0.0,1.9,0.0,92.5,95.6,7.5,4.4,40,10.0,6.0,,,,0.0,12.0,5.0,0.0,0.0,,0.0,24.0,18.0,56.6,58.2,76.5,83.7,54.1,58.2,70.9,81.9,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.129734848485,SHORT,0.109551682852,SHORT,-0.816210204365,SHORT,2008-05-26,1087.34,1184.73,-0.025572980246,1184.73,-71386.45,-0.00434743302203,0.129170834921,0.149557690093,1184.73,-72941.38,0.11026244921,0.329191995736,1184.73,-74212.23
